seq,send_timestamp,out_size_b,recv_timestamp,in_size_b
643.0,1603319506.1984773,124.0,,
644.0,1603319506.2304258,124.0,,
645.0,1603319506.261341,124.0,,
646.0,1603319506.2915154,124.0,,
647.0,1603319506.323061,124.0,,
648.0,1603319506.3534088,124.0,,
649.0,1603319506.3843262,124.0,,
650.0,1603319506.416241,124.0,,
651.0,1603319506.4471583,124.0,,
652.0,1603319506.479073,124.0,,
653.0,1603319506.5109873,124.0,,
654.0,1603319506.541307,124.0,,
655.0,1603319506.5726635,124.0,,
656.0,1603319506.6025834,124.0,,
657.0,1603319506.6344984,124.0,,
658.0,1603319506.6664128,124.0,,
659.0,1603319506.6983275,124.0,,
660.0,1603319506.7282474,124.0,,
661.0,1603319506.760491,124.0,,
662.0,1603319506.790762,124.0,,
663.0,1603319506.820771,124.0,,
664.0,1603319506.8526852,124.0,,
665.0,1603319506.8846002,124.0,,
666.0,1603319506.9165146,124.0,,
667.0,1603319506.9474323,124.0,,
668.0,1603319506.9793465,124.0,,
669.0,1603319507.0108125,124.0,,
670.0,1603319507.0437744,124.0,,
671.0,1603319507.0737293,124.0,,
672.0,1603319507.1056273,124.0,,
673.0,1603319507.137522,124.0,,
674.0,1603319507.1694574,124.0,,
675.0,1603319507.2003858,124.0,,
676.0,1603319507.2312932,124.0,,
677.0,1603319507.2639413,124.0,,
678.0,1603319507.294033,124.0,,
679.0,1603319507.3260405,124.0,,
680.0,1603319507.3568652,124.0,,
681.0,1603319507.3887799,124.0,,
682.0,1603319507.4206946,124.0,,
683.0,1603319507.452609,124.0,,
684.0,1603319507.4843974,124.0,,
685.0,1603319507.5155418,124.0,,
686.0,1603319507.546459,124.0,,
687.0,1603319507.578374,124.0,,
688.0,1603319507.6102884,124.0,,
689.0,1603319507.6412058,124.0,,
690.0,1603319507.6736016,124.0,,
691.0,1603319507.7049122,124.0,,
692.0,1603319507.7346327,124.0,,
693.0,1603319507.76555,124.0,,
694.0,1603319507.7974646,124.0,,
695.0,1603319507.8283818,124.0,,
696.0,1603319507.8593373,124.0,,
697.0,1603319507.8902185,124.0,,
698.0,1603319507.9219325,124.0,,
699.0,1603319507.953341,124.0,,
700.0,1603319507.9838223,124.0,,
701.0,1603319508.0137398,124.0,,
702.0,1603319508.045654,124.0,,
703.0,1603319508.0765717,124.0,,
704.0,1603319508.1084864,124.0,,
705.0,1603319508.1399772,124.0,,
706.0,1603319508.171366,124.0,,
707.0,1603319508.2010455,124.0,,
708.0,1603319508.231963,124.0,,
709.0,1603319508.2638774,124.0,,
710.0,1603319508.294795,124.0,,
711.0,1603319508.3267095,124.0,,
712.0,1603319508.358624,124.0,,
713.0,1603319508.390696,124.0,,
714.0,1603319508.4215093,124.0,,
715.0,1603319508.451473,124.0,,
716.0,1603319508.48239,124.0,,
717.0,1603319508.5133073,124.0,,
718.0,1603319508.5452218,124.0,,
719.0,1603319508.5761395,124.0,,
720.0,1603319508.60606,124.0,,
721.0,1603319508.6378357,124.0,,
722.0,1603319508.66892,124.0,,
723.0,1603319508.7008345,124.0,,
724.0,1603319508.731752,124.0,,
725.0,1603319508.7636666,124.0,,
726.0,1603319508.794584,124.0,,
727.0,1603319508.8255012,124.0,,
728.0,1603319508.8577113,124.0,,
729.0,1603319508.888204,124.0,,
730.0,1603319508.9191422,124.0,,
731.0,1603319508.9500594,124.0,,
732.0,1603319508.9819744,124.0,,
733.0,1603319509.013889,124.0,,
734.0,1603319509.043809,124.0,,
735.0,1603319509.0766218,124.0,,
736.0,1603319509.10597,124.0,,
737.0,1603319509.138012,124.0,,
738.0,1603319509.1679575,124.0,,
739.0,1603319509.1988885,124.0,,
740.0,1603319509.2298012,124.0,,
741.0,1603319509.2607195,124.0,,
742.0,1603319509.2916288,124.0,,
743.0,1603319509.3243668,124.0,,
744.0,1603319509.3540099,124.0,,
745.0,1603319509.3847964,124.0,,
746.0,1603319509.4157135,124.0,,
747.0,1603319509.4476283,124.0,,
748.0,1603319509.4785457,124.0,,
749.0,1603319509.5101454,124.0,,
750.0,1603319509.5417163,124.0,,
751.0,1603319509.571691,124.0,,
752.0,1603319509.602608,124.0,,
753.0,1603319509.6335258,124.0,,
754.0,1603319509.6644423,124.0,,
755.0,1603319509.697047,124.0,,
756.0,1603319509.7277048,124.0,,
757.0,1603319509.756658,124.0,,
758.0,1603319509.7875392,124.0,,
759.0,1603319509.8194852,124.0,,
760.0,1603319509.8503711,124.0,,
761.0,1603319509.8824964,124.0,,
762.0,1603319509.9121563,124.0,,
763.0,1603319509.944071,124.0,,
764.0,1603319509.9759972,124.0,,
765.0,1603319510.0079007,124.0,,
766.0,1603319510.0387876,124.0,,
767.0,1603319510.0697424,124.0,,
768.0,1603319510.1003368,124.0,,
769.0,1603319510.1331272,124.0,,
770.0,1603319510.1630738,124.0,,
771.0,1603319510.1949933,124.0,,
772.0,1603319510.2269034,124.0,,
773.0,1603319510.2577899,124.0,,
774.0,1603319510.288739,124.0,,
775.0,1603319510.318951,124.0,,
776.0,1603319510.350834,124.0,,
777.0,1603319510.381287,124.0,,
778.0,1603319510.4132018,124.0,,
779.0,1603319510.4451165,124.0,,
780.0,1603319510.4760342,124.0,,
781.0,1603319510.5079486,124.0,,
782.0,1603319510.5388658,124.0,,
783.0,1603319510.5708258,124.0,,
784.0,1603319510.6021087,124.0,,
785.0,1603319510.6320689,124.0,,
786.0,1603319510.6639836,124.0,,
787.0,1603319510.694901,124.0,,
788.0,1603319510.724821,124.0,,
789.0,1603319510.755738,124.0,,
790.0,1603319510.7876537,124.0,,
791.0,1603319510.8188915,124.0,,
792.0,1603319510.8488486,124.0,,
793.0,1603319510.879775,124.0,,
794.0,1603319510.9106863,124.0,,
795.0,1603319510.9416041,124.0,,
796.0,1603319510.973518,124.0,,
797.0,1603319511.0055218,124.0,,
798.0,1603319511.0378945,124.0,,
799.0,1603319511.0688365,124.0,,
800.0,1603319511.1009464,124.0,,
801.0,1603319511.1327004,124.0,,
802.0,1603319511.164615,124.0,,
803.0,1603319511.196533,124.0,,
804.0,1603319511.2284493,124.0,,
805.0,1603319511.2602136,124.0,,
806.0,1603319511.2918992,124.0,,
807.0,1603319511.3218906,124.0,,
808.0,1603319511.352808,124.0,,
809.0,1603319511.3847225,124.0,,
810.0,1603319511.4167478,124.0,,
811.0,1603319511.4485517,124.0,,
812.0,1603319511.4795456,124.0,,
813.0,1603319511.5111659,124.0,,
814.0,1603319511.5409029,124.0,,
815.0,1603319511.5728173,124.0,,
816.0,1603319511.6037347,124.0,,
817.0,1603319511.6346521,124.0,,
818.0,1603319511.6665668,124.0,,
819.0,1603319511.6984832,124.0,,
820.0,1603319511.7299469,124.0,,
821.0,1603319511.7621796,124.0,,
822.0,1603319511.7921705,124.0,,
823.0,1603319511.824085,124.0,,
824.0,1603319511.8559997,124.0,,
825.0,1603319511.886917,124.0,,
826.0,1603319511.9188316,124.0,,
827.0,1603319511.9513671,124.0,,
828.0,1603319511.9828458,124.0,,
829.0,1603319512.0124838,124.0,,
830.0,1603319512.0443985,124.0,,
831.0,1603319512.075318,124.0,,
832.0,1603319512.1072323,124.0,,
833.0,1603319512.139147,124.0,,
834.0,1603319512.1710923,124.0,,
835.0,1603319512.2029638,124.0,,
836.0,1603319512.2340772,124.0,,
837.0,1603319512.2640264,124.0,,
838.0,1603319512.2959383,124.0,,
839.0,1603319512.3268597,124.0,,
840.0,1603319512.3587675,124.0,,
841.0,1603319512.3906972,124.0,,
842.0,1603319512.4226038,124.0,,
843.0,1603319512.454449,124.0,,
844.0,1603319512.4857376,124.0,,
845.0,1603319512.5157278,124.0,,
846.0,1603319512.546645,124.0,,
847.0,1603319512.57856,124.0,,
848.0,1603319512.6104746,124.0,,
849.0,1603319512.6413922,124.0,,
850.0,1603319512.6726449,124.0,,
851.0,1603319512.70466,124.0,,
852.0,1603319512.733192,124.0,,
853.0,1603319512.7641094,124.0,,
854.0,1603319512.7960238,124.0,,
855.0,1603319512.8279386,124.0,,
856.0,1603319512.8598533,124.0,,
857.0,1603319512.891768,124.0,,
858.0,1603319512.9225984,124.0,,
859.0,1603319512.9537687,124.0,,
860.0,1603319512.983713,124.0,,
861.0,1603319513.0156279,124.0,,
862.0,1603319513.046541,124.0,,
863.0,1603319513.0774615,124.0,,
864.0,1603319513.1093717,124.0,,
865.0,1603319513.1404984,124.0,,
866.0,1603319513.172356,124.0,,
867.0,1603319513.2026145,124.0,,
868.0,1603319513.2325306,124.0,,
869.0,1603319513.2644448,124.0,,
870.0,1603319513.29636,124.0,,
871.0,1603319513.3282747,124.0,,
872.0,1603319513.3601892,124.0,,
873.0,1603319513.391742,124.0,,
874.0,1603319513.423604,124.0,,
875.0,1603319513.45357,124.0,,
876.0,1603319513.4854844,124.0,,
877.0,1603319513.5154042,124.0,,
878.0,1603319513.5463219,124.0,,
879.0,1603319513.5782363,124.0,,
880.0,1603319513.6091537,124.0,,
881.0,1603319513.6402206,124.0,,
882.0,1603319513.6715324,124.0,,
883.0,1603319513.703375,124.0,,
884.0,1603319513.7332952,124.0,,
885.0,1603319513.76521,124.0,,
886.0,1603319513.7961273,124.0,,
887.0,1603319513.8260472,124.0,,
888.0,1603319513.858612,124.0,,
889.0,1603319513.8906386,124.0,,
890.0,1603319513.9185925,124.0,,
891.0,1603319513.9495082,124.0,,
892.0,1603319513.9814162,124.0,,
893.0,1603319514.0133343,124.0,,
894.0,1603319514.044248,124.0,,
895.0,1603319514.0762362,124.0,,
896.0,1603319514.1060796,124.0,,
897.0,1603319514.1369965,124.0,,
898.0,1603319514.168912,124.0,,
899.0,1603319514.200785,124.0,,
900.0,1603319514.2316964,124.0,,
901.0,1603319514.2628107,124.0,,
902.0,1603319514.2936943,124.0,,
903.0,1603319514.3261557,124.0,,
904.0,1603319514.3554575,124.0,,
905.0,1603319514.3863776,124.0,,
906.0,1603319514.4183233,124.0,,
907.0,1603319514.4492104,124.0,,
908.0,1603319514.481159,124.0,,
909.0,1603319514.5120413,124.0,,
910.0,1603319514.5440013,124.0,,
911.0,1603319514.5752738,124.0,,
912.0,1603319514.6052167,124.0,,
913.0,1603319514.6361375,124.0,,
914.0,1603319514.6670198,124.0,,
915.0,1603319514.697969,124.0,,
916.0,1603319514.7288854,124.0,,
917.0,1603319514.7598028,124.0,,
918.0,1603319514.7916884,124.0,,
919.0,1603319514.8220537,124.0,,
920.0,1603319514.8539681,124.0,,
921.0,1603319514.8848858,124.0,,
922.0,1603319514.9168005,124.0,,
923.0,1603319514.9477181,124.0,,
924.0,1603319514.9796324,124.0,,
925.0,1603319515.0109272,124.0,,
926.0,1603319515.0424292,124.0,,
927.0,1603319515.0723972,124.0,,
928.0,1603319515.102317,124.0,,
929.0,1603319515.1332345,124.0,,
930.0,1603319515.165149,124.0,,
931.0,1603319515.1960666,124.0,,
932.0,1603319515.2269838,124.0,,
933.0,1603319515.25933,124.0,,
934.0,1603319515.2898843,124.0,,
935.0,1603319515.3195858,124.0,,
936.0,1603319515.3507888,124.0,,
937.0,1603319515.3827085,124.0,,
938.0,1603319515.4145865,124.0,,
939.0,1603319515.445504,124.0,,
940.0,1603319515.477171,124.0,,
941.0,1603319515.509396,124.0,,
942.0,1603319515.5392442,124.0,,
943.0,1603319515.5712466,124.0,,
944.0,1603319515.6020765,124.0,,
945.0,1603319515.6339912,124.0,,
946.0,1603319515.6649082,124.0,,
947.0,1603319515.6968231,124.0,,
948.0,1603319515.7277405,124.0,,
949.0,1603319515.758986,124.0,,
950.0,1603319515.7899032,124.0,,
951.0,1603319515.821348,124.0,,
952.0,1603319515.8522737,124.0,,
953.0,1603319515.8831978,124.0,,
954.0,1603319515.915114,124.0,,
955.0,1603319515.945974,124.0,,
956.0,1603319515.977393,124.0,,
957.0,1603319516.0070717,124.0,,
958.0,1603319516.037943,124.0,,
959.0,1603319516.06783,124.0,,
960.0,1603319516.0997758,124.0,,
961.0,1603319516.1316595,124.0,,
962.0,1603319516.163575,124.0,,
963.0,1603319516.1936827,124.0,,
964.0,1603319516.2244713,124.0,,
965.0,1603319516.2553573,124.0,,
966.0,1603319516.2863078,124.0,,
967.0,1603319516.3184927,124.0,,
968.0,1603319516.3479927,124.0,,
969.0,1603319516.3779438,124.0,,
970.0,1603319516.4091718,124.0,,
971.0,1603319516.4402854,124.0,,
972.0,1603319516.470291,124.0,,
973.0,1603319516.501208,124.0,,
974.0,1603319516.5315247,124.0,,
975.0,1603319516.5628152,124.0,,
976.0,1603319516.5927591,124.0,,
977.0,1603319516.6251826,124.0,,
978.0,1603319516.6571746,124.0,,
979.0,1603319516.6863065,124.0,,
980.0,1603319516.717224,124.0,,
981.0,1603319516.747176,124.0,,
982.0,1603319516.779225,124.0,,
983.0,1603319516.8097274,124.0,,
984.0,1603319516.8406448,124.0,,
985.0,1603319516.87056,124.0,,
986.0,1603319516.902762,124.0,,
987.0,1603319516.9328654,124.0,,
988.0,1603319516.9646678,124.0,,
989.0,1603319516.9959137,124.0,,
990.0,1603319517.0264945,124.0,,
991.0,1603319517.057412,124.0,,
992.0,1603319517.0886333,124.0,,
993.0,1603319517.1206455,124.0,,
994.0,1603319517.1506038,124.0,,
995.0,1603319517.1815212,124.0,,
996.0,1603319517.2134001,124.0,,
997.0,1603319517.2442093,124.0,,
998.0,1603319517.2752023,124.0,,
999.0,1603319517.3061197,124.0,,
1000.0,1603319517.3367567,124.0,,
1001.0,1603319517.3684127,124.0,,
1002.0,1603319517.4003274,124.0,,
1003.0,1603319517.4327714,124.0,,
1004.0,1603319517.463459,124.0,,
1005.0,1603319517.4944377,124.0,,
1006.0,1603319517.526352,124.0,,
1007.0,1603319517.558045,124.0,,
1008.0,1603319517.590319,124.0,,
1009.0,1603319517.6213005,124.0,,
1010.0,1603319517.653215,124.0,,
1011.0,1603319517.6842663,124.0,,
1012.0,1603319517.715345,124.0,,
1013.0,1603319517.7462626,124.0,,
1014.0,1603319517.777475,124.0,,
1015.0,1603319517.8082893,124.0,,
1016.0,1603319517.8385823,124.0,,
1017.0,1603319517.8694975,124.0,,
1018.0,1603319517.900415,124.0,,
1019.0,1603319517.9310687,124.0,,
1020.0,1603319517.9617298,124.0,,
1021.0,1603319517.9936445,124.0,,
1022.0,1603319518.024846,124.0,,
1023.0,1603319518.0554655,124.0,,
1024.0,1603319518.086407,124.0,,
1025.0,1603319518.1173244,124.0,,
1026.0,1603319518.1486676,124.0,,
1027.0,1603319518.1797817,124.0,,
1028.0,1603319518.2116957,124.0,,
1029.0,1603319518.243317,124.0,,
1030.0,1603319518.2732668,124.0,,
1031.0,1603319518.3040483,124.0,,
1032.0,1603319518.3349648,124.0,,
1033.0,1603319518.3668795,124.0,,
1034.0,1603319518.3969464,124.0,,
1035.0,1603319518.4284306,124.0,,
1036.0,1603319518.4593847,124.0,,
1037.0,1603319518.491564,124.0,,
1038.0,1603319518.5231843,124.0,,
1039.0,1603319518.5537643,124.0,,
1040.0,1603319518.5837169,124.0,,
1041.0,1603319518.6156256,124.0,,
1042.0,1603319518.6478686,124.0,,
1043.0,1603319518.6779578,124.0,,
1044.0,1603319518.7099736,124.0,,
1045.0,1603319518.7418795,124.0,,
1046.0,1603319518.772939,124.0,,
1047.0,1603319518.8028884,124.0,,
1048.0,1603319518.8348079,124.0,,
1049.0,1603319518.8666503,124.0,,
1050.0,1603319518.8973706,124.0,,
1051.0,1603319518.928449,124.0,,
1052.0,1603319518.9593663,124.0,,
1053.0,1603319518.9907403,124.0,,
1054.0,1603319519.0220716,124.0,,
1055.0,1603319519.0525105,124.0,,
1056.0,1603319519.082428,124.0,,
1057.0,1603319519.1133454,124.0,,
1058.0,1603319519.1441672,124.0,,
1059.0,1603319519.1747186,124.0,,
1060.0,1603319519.2056708,124.0,,
1061.0,1603319519.2375853,124.0,,
1062.0,1603319519.2691867,124.0,,
1063.0,1603319519.2996008,124.0,,
1064.0,1603319519.330617,124.0,,
1065.0,1603319519.3615336,124.0,,
1066.0,1603319519.3938873,124.0,,
1067.0,1603319519.4245515,124.0,,
1068.0,1603319519.4556513,124.0,,
1069.0,1603319519.4865687,124.0,,
1070.0,1603319519.5191808,124.0,,
1071.0,1603319519.5494645,124.0,,
1072.0,1603319519.579626,124.0,,
1073.0,1603319519.6096194,124.0,,
1074.0,1603319519.641868,124.0,,
1075.0,1603319519.6749127,124.0,,
1076.0,1603319519.7036,124.0,,
1077.0,1603319519.7345197,124.0,,
1078.0,1603319519.766506,124.0,,
1079.0,1603319519.7974513,124.0,,
1080.0,1603319519.826399,124.0,,
1081.0,1603319519.8573241,124.0,,
1082.0,1603319519.8900244,124.0,,
1083.0,1603319519.9204998,124.0,,
1084.0,1603319519.9504523,124.0,,
1085.0,1603319519.98236,124.0,,
1086.0,1603319520.013891,124.0,,
1087.0,1603319520.0446744,124.0,,
1088.0,1603319520.0755818,124.0,,
1089.0,1603319520.106499,124.0,,
1090.0,1603319520.1387637,124.0,,
1091.0,1603319520.1689992,124.0,,
1092.0,1603319520.199937,124.0,,
1093.0,1603319520.2308233,124.0,,
1094.0,1603319520.2638032,124.0,,
1095.0,1603319520.2938516,124.0,,
1096.0,1603319520.3247728,124.0,,
1097.0,1603319520.357599,124.0,,
1098.0,1603319520.3884795,124.0,,
1099.0,1603319520.4173994,124.0,,
1100.0,1603319520.4493454,124.0,,
1101.0,1603319520.4820888,124.0,,
1102.0,1603319520.5127075,124.0,,
1103.0,1603319520.5426543,124.0,,
1104.0,1603319520.572577,124.0,,
1105.0,1603319520.6048627,124.0,,
1106.0,1603319520.635921,124.0,,
1107.0,1603319520.6659493,124.0,,
1108.0,1603319520.6978643,124.0,,
1109.0,1603319520.730043,124.0,,
1110.0,1603319520.7616112,124.0,,
1111.0,1603319520.791556,124.0,,
1112.0,1603319520.823185,124.0,,
1113.0,1603319520.8552608,124.0,,
1114.0,1603319520.886236,124.0,,
1115.0,1603319520.9162235,124.0,,
1116.0,1603319520.948138,124.0,,
1117.0,1603319520.9790916,124.0,,
1118.0,1603319521.0108387,124.0,,
1119.0,1603319521.0427604,124.0,,
1120.0,1603319521.0746598,124.0,,
1121.0,1603319521.1058786,124.0,,
1122.0,1603319521.1366298,124.0,,
1123.0,1603319521.167589,124.0,,
1124.0,1603319521.1985004,124.0,,
1125.0,1603319521.2291143,124.0,,
1126.0,1603319521.2601519,124.0,,
1127.0,1603319521.291022,124.0,,
1128.0,1603319521.3229365,124.0,,
1129.0,1603319521.353905,124.0,,
1130.0,1603319521.3851635,124.0,,
1131.0,1603319521.4160786,124.0,,
1132.0,1603319521.4479933,124.0,,
1133.0,1603319521.4805777,124.0,,
1134.0,1603319521.5118172,124.0,,
1135.0,1603319521.541767,124.0,,
1136.0,1603319521.5736854,124.0,,
1137.0,1603319521.6059391,124.0,,
1138.0,1603319521.6352644,124.0,,
1139.0,1603319521.6652863,124.0,,
1140.0,1603319521.6972005,124.0,,
1141.0,1603319521.728118,124.0,,
1142.0,1603319521.758038,124.0,,
1143.0,1603319521.790007,124.0,,
1144.0,1603319521.820992,124.0,,
1145.0,1603319521.850941,124.0,,
1146.0,1603319521.8828561,124.0,,
1147.0,1603319521.91477,124.0,,
1148.0,1603319521.9456873,124.0,,
1149.0,1603319521.9777303,124.0,,
1150.0,1603319522.0084934,124.0,,
1151.0,1603319522.0384095,124.0,,
1152.0,1603319522.0703316,124.0,,
1153.0,1603319522.1022527,124.0,,
1154.0,1603319522.1344926,124.0,,
1155.0,1603319522.165921,124.0,,
1156.0,1603319522.1948702,124.0,,
1157.0,1603319522.226779,124.0,,
1158.0,1603319522.257665,124.0,,
1159.0,1603319522.2876217,124.0,,
1160.0,1603319522.318905,124.0,,
1161.0,1603319522.3479927,124.0,,
1162.0,1603319522.3799076,124.0,,
1163.0,1603319522.411822,124.0,,
1164.0,1603319522.4437318,124.0,,
1165.0,1603319522.4754355,124.0,,
1166.0,1603319522.5063171,124.0,,
1167.0,1603319522.537261,124.0,,
1168.0,1603319522.5681775,124.0,,
1169.0,1603319522.6000817,124.0,,
1170.0,1603319522.6320071,124.0,,
1171.0,1603319522.6641538,124.0,,
1172.0,1603319522.6935956,124.0,,
1173.0,1603319522.725505,124.0,,
1174.0,1603319522.756425,124.0,,
1175.0,1603319522.78735,124.0,,
1176.0,1603319522.8183117,124.0,,
1177.0,1603319522.84926,124.0,,
1178.0,1603319522.8792076,124.0,,
1179.0,1603319522.9111245,124.0,,
1180.0,1603319522.943003,124.0,,
1181.0,1603319522.973952,124.0,,
1182.0,1603319523.0045905,124.0,,
1183.0,1603319523.036218,124.0,,
1184.0,1603319523.0668,124.0,,
1185.0,1603319523.0977204,124.0,,
1186.0,1603319523.129637,124.0,,
1187.0,1603319523.1605499,124.0,,
1188.0,1603319523.1921232,124.0,,
1189.0,1603319523.2215726,124.0,,
1190.0,1603319523.2534814,124.0,,
1191.0,1603319523.2853644,124.0,,
1192.0,1603319523.316313,124.0,,
1193.0,1603319523.3480756,124.0,,
1194.0,1603319523.378894,124.0,,
1195.0,1603319523.4088356,124.0,,
1196.0,1603319523.4407544,124.0,,
1197.0,1603319523.4726655,124.0,,
1198.0,1603319523.5049412,124.0,,
1199.0,1603319523.5375767,124.0,,
1200.0,1603319523.5666888,124.0,,
1201.0,1603319523.5975995,124.0,,
1202.0,1603319523.6285233,124.0,,
1203.0,1603319523.6604383,124.0,,
1204.0,1603319523.6927779,124.0,,
1205.0,1603319523.7240877,124.0,,
1206.0,1603319523.7540295,124.0,,
1207.0,1603319523.7860029,124.0,,
1208.0,1603319523.816862,124.0,,
1209.0,1603319523.847779,124.0,,
1210.0,1603319523.879918,124.0,,
1211.0,1603319523.909982,124.0,,
1212.0,1603319523.9408863,124.0,,
1213.0,1603319523.9727626,124.0,,
1214.0,1603319524.003711,124.0,,
1215.0,1603319524.0336316,124.0,,
1216.0,1603319524.0647066,124.0,,
1217.0,1603319524.096657,124.0,,
1218.0,1603319524.1285725,124.0,,
1219.0,1603319524.158488,124.0,,
1220.0,1603319524.1894052,124.0,,
1221.0,1603319524.2209644,124.0,,
1222.0,1603319524.2511497,124.0,,
1223.0,1603319524.2820845,124.0,,
1224.0,1603319524.3140101,124.0,,
1225.0,1603319524.3449316,124.0,,
1226.0,1603319524.3758485,124.0,,
1227.0,1603319524.408125,124.0,,
1228.0,1603319524.4382033,124.0,,
1229.0,1603319524.4691322,124.0,,
1230.0,1603319524.501047,124.0,,
1231.0,1603319524.5319643,124.0,,
1232.0,1603319524.5628514,124.0,,
1233.0,1603319524.5935566,124.0,,
1234.0,1603319524.6245759,124.0,,
1235.0,1603319524.6564903,124.0,,
1236.0,1603319524.6864102,124.0,,
1237.0,1603319524.718325,124.0,,
1238.0,1603319524.7490711,124.0,,
1239.0,1603319524.7801926,124.0,,
1240.0,1603319524.8115191,124.0,,
1241.0,1603319524.8416164,124.0,,
1242.0,1603319524.8733501,124.0,,
1243.0,1603319524.9042675,124.0,,
1244.0,1603319524.936182,124.0,,
1245.0,1603319524.9682584,124.0,,
1246.0,1603319524.997179,124.0,,
1247.0,1603319525.0291252,124.0,,
1248.0,1603319525.06104,124.0,,
1249.0,1603319525.092959,124.0,,
1250.0,1603319525.1232505,124.0,,
1251.0,1603319525.1547148,124.0,,
1252.0,1603319525.1846895,124.0,,
1253.0,1603319525.2156067,124.0,,
1254.0,1603319525.2475216,124.0,,
1255.0,1603319525.2794363,124.0,,
1256.0,1603319525.3103921,124.0,,
1257.0,1603319525.3412476,124.0,,
1258.0,1603319525.372165,124.0,,
1259.0,1603319525.4040797,124.0,,
1260.0,1603319525.4359941,124.0,,
1261.0,1603319525.467083,124.0,,
1262.0,1603319525.4982808,124.0,,
1263.0,1603319525.529264,124.0,,
1264.0,1603319525.5611787,124.0,,
1265.0,1603319525.5930932,124.0,,
1266.0,1603319525.6240127,124.0,,
1267.0,1603319525.656125,124.0,,
1268.0,1603319525.6861687,124.0,,
1269.0,1603319525.7170844,124.0,,
1270.0,1603319525.7470043,124.0,,
1271.0,1603319525.7789195,124.0,,
1272.0,1603319525.8095605,124.0,,
1273.0,1603319525.841017,124.0,,
1274.0,1603319525.870963,124.0,,
1275.0,1603319525.902878,124.0,,
1276.0,1603319525.9347928,124.0,,
1277.0,1603319525.9646761,124.0,,
1278.0,1603319525.9966433,124.0,,
1279.0,1603319526.0260024,124.0,,
1280.0,1603319526.057914,124.0,,
1281.0,1603319526.0887995,124.0,,
1282.0,1603319526.1197486,124.0,,
1283.0,1603319526.1508894,124.0,,
1284.0,1603319526.1828954,124.0,,
1285.0,1603319526.2128415,124.0,,
1286.0,1603319526.2437534,124.0,,
1287.0,1603319526.2756362,124.0,,
1288.0,1603319526.3075511,124.0,,
1289.0,1603319526.3398504,124.0,,
1290.0,1603319526.3689384,124.0,,
1291.0,1603319526.399829,124.0,,
1292.0,1603319526.4297538,124.0,,
1293.0,1603319526.46064,124.0,,
1294.0,1603319526.491593,124.0,,
1295.0,1603319526.524194,124.0,,
1296.0,1603319526.5534067,124.0,,
1297.0,1603319526.5853212,124.0,,
1298.0,1603319526.6162386,124.0,,
1299.0,1603319526.6471558,124.0,,
1300.0,1603319526.6791136,124.0,,
1301.0,1603319526.711803,124.0,,
1302.0,1603319526.7407663,124.0,,
1303.0,1603319526.7716832,124.0,,
1304.0,1603319526.8026006,124.0,,
1305.0,1603319526.8325207,124.0,,
1306.0,1603319526.8648949,124.0,,
1307.0,1603319526.8946052,124.0,,
1308.0,1603319526.9245198,124.0,,
1309.0,1603319526.9554524,124.0,,
1310.0,1603319526.9863718,124.0,,
1311.0,1603319527.0181608,124.0,,
1312.0,1603319527.0494037,124.0,,
1313.0,1603319527.079349,124.0,,
1314.0,1603319527.1102664,124.0,,
1315.0,1603319527.141163,124.0,,
1316.0,1603319527.1720958,124.0,,
1317.0,1603319527.2043514,124.0,,
1318.0,1603319527.2353802,124.0,,
1319.0,1603319527.2652242,124.0,,
1320.0,1603319527.2971387,124.0,,
1321.0,1603319527.3290536,124.0,,
1322.0,1603319527.3599708,124.0,,
1323.0,1603319527.392145,124.0,,
1324.0,1603319527.4233527,124.0,,
1325.0,1603319527.4542408,124.0,,
1326.0,1603319527.485161,124.0,,
1327.0,1603319527.5170865,124.0,,
1328.0,1603319527.5469644,124.0,,
1329.0,1603319527.5779145,124.0,,
1330.0,1603319527.6098278,124.0,,
1331.0,1603319527.6418717,124.0,,
1332.0,1603319527.6735399,124.0,,
1333.0,1603319527.7035105,124.0,,
1334.0,1603319527.7344277,124.0,,
1335.0,1603319527.7654455,124.0,,
1336.0,1603319527.7962625,124.0,,
1337.0,1603319527.8281772,124.0,,
1338.0,1603319527.8592415,124.0,,
1339.0,1603319527.891348,124.0,,
1340.0,1603319527.9214225,124.0,,
1341.0,1603319527.9523396,124.0,,
1342.0,1603319527.983257,124.0,,
1343.0,1603319528.0151718,124.0,,
1344.0,1603319528.0466087,124.0,,
1345.0,1603319528.077512,124.0,,
1346.0,1603319528.1092012,124.0,,
1347.0,1603319528.1401403,124.0,,
1348.0,1603319528.1710794,124.0,,
1349.0,1603319528.2019997,124.0,,
1350.0,1603319528.2329216,124.0,,
1351.0,1603319528.2652178,124.0,,
1352.0,1603319528.2962124,124.0,,
1353.0,1603319528.328164,124.0,,
1354.0,1603319528.360247,124.0,,
1355.0,1603319528.3914864,124.0,,
1356.0,1603319528.4224036,124.0,,
1357.0,1603319528.4533212,124.0,,
1358.0,1603319528.4842386,124.0,,
1359.0,1603319528.516153,124.0,,
1360.0,1603319528.548068,124.0,,
1361.0,1603319528.578877,124.0,,
1362.0,1603319528.6106656,124.0,,
1363.0,1603319528.6406162,124.0,,
1364.0,1603319528.6725307,124.0,,
1365.0,1603319528.7044454,124.0,,
1366.0,1603319528.7353628,124.0,,
1367.0,1603319528.7672775,124.0,,
1368.0,1603319528.7991493,124.0,,
