seq,in_size_b,out_size_b,recv_timestamp,process_time,send_timestamp
946.0,124.0,74.0,1602836244.0088573,0.0005946159362792969,1602836244.0094519
947.0,124.0,74.0,1602836244.0215466,0.0005986690521240234,1602836244.0221453
948.0,124.0,74.0,1602836244.0341535,0.0006194114685058594,1602836244.0347729
949.0,124.0,74.0,1602836244.0466416,0.0005998611450195312,1602836244.0472414
950.0,124.0,74.0,1602836244.0591047,0.0005934238433837891,1602836244.059698
951.0,124.0,74.0,1602836244.0718045,0.0005970001220703125,1602836244.0724015
952.0,124.0,74.0,1602836244.0844293,0.0006172657012939453,1602836244.0850465
953.0,124.0,74.0,1602836244.097554,0.0006282329559326172,1602836244.0981822
954.0,124.0,74.0,1602836244.1100082,0.0005998611450195312,1602836244.110608
955.0,124.0,74.0,1602836244.122481,0.0005955696105957031,1602836244.1230767
956.0,124.0,74.0,1602836244.1351748,0.0006010532379150391,1602836244.1357758
957.0,124.0,74.0,1602836244.1478627,0.0006263256072998047,1602836244.148489
958.0,124.0,74.0,1602836244.1604517,0.0005943775177001953,1602836244.161046
959.0,124.0,74.0,1602836244.1728213,0.0005986690521240234,1602836244.17342
960.0,124.0,74.0,1602836244.1855216,0.0006146430969238281,1602836244.1861362
961.0,124.0,74.0,1602836244.1982172,0.0005960464477539062,1602836244.1988132
962.0,124.0,74.0,1602836244.210843,0.0006353855133056641,1602836244.2114785
963.0,124.0,74.0,1602836244.2232816,0.0005950927734375,1602836244.2238767
964.0,124.0,74.0,1602836244.2357073,0.0005984306335449219,1602836244.2363057
965.0,124.0,74.0,1602836244.2484376,0.0005919933319091797,1602836244.2490296
966.0,124.0,74.0,1602836244.261093,0.0006422996520996094,1602836244.2617352
967.0,124.0,74.0,1602836244.2735815,0.0005970001220703125,1602836244.2741785
968.0,124.0,74.0,1602836244.28605,0.0005946159362792969,1602836244.2866447
969.0,124.0,74.0,1602836244.2987576,0.0005972385406494141,1602836244.2993548
970.0,124.0,74.0,1602836244.311437,0.0005910396575927734,1602836244.312028
971.0,124.0,74.0,1602836244.3240778,0.0006196498870849609,1602836244.3246975
972.0,124.0,74.0,1602836244.336559,0.0005965232849121094,1602836244.3371556
973.0,124.0,74.0,1602836244.3490846,0.0005924701690673828,1602836244.349677
974.0,124.0,74.0,1602836244.3618479,0.0005967617034912109,1602836244.3624446
975.0,124.0,74.0,1602836244.3745127,0.0006198883056640625,1602836244.3751326
976.0,124.0,74.0,1602836244.387522,0.0006642341613769531,1602836244.3881862
977.0,124.0,74.0,1602836244.4000154,0.0005977153778076172,1602836244.400613
978.0,124.0,74.0,1602836244.4124513,0.0005967617034912109,1602836244.413048
979.0,124.0,74.0,1602836244.4251466,0.0005974769592285156,1602836244.425744
980.0,124.0,74.0,1602836244.437771,0.0006182193756103516,1602836244.4383893
981.0,124.0,74.0,1602836244.4503715,0.0005970001220703125,1602836244.4509685
982.0,124.0,74.0,1602836244.4628665,0.0005958080291748047,1602836244.4634624
983.0,124.0,74.0,1602836244.4755492,0.0005979537963867188,1602836244.4761472
984.0,124.0,74.0,1602836244.488241,0.0005970001220703125,1602836244.488838
985.0,124.0,74.0,1602836244.5008588,0.0007045269012451172,1602836244.5015633
986.0,124.0,74.0,1602836244.5133288,0.0005915164947509766,1602836244.5139203
987.0,124.0,74.0,1602836244.5257702,0.0005960464477539062,1602836244.5263662
988.0,124.0,74.0,1602836244.5384722,0.0005960464477539062,1602836244.5390682
989.0,124.0,74.0,1602836244.5511026,0.0006198883056640625,1602836244.5517225
990.0,124.0,74.0,1602836244.5636976,0.0005965232849121094,1602836244.564294
991.0,124.0,74.0,1602836244.5761821,0.0005972385406494141,1602836244.5767794
992.0,124.0,74.0,1602836244.5888762,0.0005955696105957031,1602836244.5894718
993.0,124.0,74.0,1602836244.6015685,0.0006098747253417969,1602836244.6021783
994.0,124.0,74.0,1602836244.6141872,0.0006303787231445312,1602836244.6148176
995.0,124.0,74.0,1602836244.62653,0.0005977153778076172,1602836244.6271276
996.0,124.0,74.0,1602836244.6391213,0.0005953311920166016,1602836244.6397166
997.0,124.0,74.0,1602836244.6518328,0.0005936622619628906,1602836244.6524265
998.0,124.0,74.0,1602836244.6649878,0.0005984306335449219,1602836244.6655862
999.0,124.0,74.0,1602836244.6775303,0.0007169246673583984,1602836244.6782472
1000.0,124.0,74.0,1602836244.6900265,0.0005950927734375,1602836244.6906216
1001.0,124.0,74.0,1602836244.7024374,0.0005908012390136719,1602836244.7030282
1002.0,124.0,74.0,1602836244.715129,0.0005970001220703125,1602836244.715726
1003.0,124.0,74.0,1602836244.7277753,0.0005505084991455078,1602836244.7283258
1004.0,124.0,74.0,1602836244.7403488,0.0005962848663330078,1602836244.740945
1005.0,124.0,74.0,1602836244.7527535,0.0005996227264404297,1602836244.753353
1006.0,124.0,74.0,1602836244.7654574,0.0006113052368164062,1602836244.7660687
1007.0,124.0,74.0,1602836244.7781005,0.0005931854248046875,1602836244.7786937
1008.0,124.0,74.0,1602836244.7907586,0.0006864070892333984,1602836244.791445
1009.0,124.0,74.0,1602836244.8032696,0.0006763935089111328,1602836244.803946
1010.0,124.0,74.0,1602836244.8155499,0.0006728172302246094,1602836244.8162227
1011.0,124.0,74.0,1602836244.8282437,0.0006692409515380859,1602836244.828913
1012.0,124.0,74.0,1602836244.8407497,0.0006861686706542969,1602836244.841436
1013.0,124.0,74.0,1602836244.853073,0.0006346702575683594,1602836244.8537076
1014.0,124.0,74.0,1602836244.8657672,0.0006682872772216797,1602836244.8664355
1015.0,124.0,74.0,1602836244.878501,0.0006697177886962891,1602836244.8791707
1016.0,124.0,74.0,1602836244.891136,0.0005376338958740234,1602836244.8916736
1017.0,124.0,74.0,1602836244.903762,0.0006694793701171875,1602836244.9044316
1018.0,124.0,74.0,1602836244.9162552,0.0006673336029052734,1602836244.9169226
1019.0,124.0,74.0,1602836244.9289618,0.0006716251373291016,1602836244.9296334
1020.0,124.0,74.0,1602836244.9416811,0.0006730556488037109,1602836244.9423542
1021.0,124.0,74.0,1602836244.9547358,0.0006659030914306641,1602836244.9554017
1022.0,124.0,74.0,1602836244.9673483,0.0006995201110839844,1602836244.9680479
1023.0,124.0,74.0,1602836244.9796877,0.0006806850433349609,1602836244.9803684
1024.0,124.0,74.0,1602836244.9911115,0.0002522468566894531,1602836244.9913638
1025.0,124.0,74.0,1602836245.0021899,0.0003075599670410156,1602836245.0024974
1026.0,124.0,74.0,1602836245.0140479,0.0004076957702636719,1602836245.0144556
1027.0,124.0,74.0,1602836245.0262601,0.0006666183471679688,1602836245.0269268
1028.0,124.0,74.0,1602836245.0389533,0.0006723403930664062,1602836245.0396256
1029.0,124.0,74.0,1602836245.0516653,0.0006673336029052734,1602836245.0523326
1030.0,124.0,74.0,1602836245.064355,0.0006239414215087891,1602836245.0649788
1031.0,124.0,74.0,1602836245.076835,0.0006699562072753906,1602836245.0775049
1032.0,124.0,74.0,1602836245.0892878,0.0006649494171142578,1602836245.0899527
1033.0,124.0,74.0,1602836245.101996,0.0006699562072753906,1602836245.102666
1034.0,124.0,74.0,1602836245.1147568,0.0006325244903564453,1602836245.1153893
1035.0,124.0,74.0,1602836245.1274233,0.0006842613220214844,1602836245.1281075
1036.0,124.0,74.0,1602836245.1398208,0.0006701946258544922,1602836245.140491
1037.0,124.0,74.0,1602836245.1524725,0.0006704330444335938,1602836245.153143
1038.0,124.0,74.0,1602836245.1651833,0.0006701946258544922,1602836245.1658535
1039.0,124.0,74.0,1602836245.1778827,0.0006902217864990234,1602836245.178573
1040.0,124.0,74.0,1602836245.1904743,0.0006661415100097656,1602836245.1911404
1041.0,124.0,74.0,1602836245.2028399,0.0006706714630126953,1602836245.2035105
1042.0,124.0,74.0,1602836245.2155201,0.0006196498870849609,1602836245.2161398
1043.0,124.0,74.0,1602836245.228709,0.0006077289581298828,1602836245.2293167
1044.0,124.0,74.0,1602836245.2414143,0.0006234645843505859,1602836245.2420378
1045.0,124.0,74.0,1602836245.254111,0.000644683837890625,1602836245.2547557
1046.0,124.0,74.0,1602836245.2665591,0.0006215572357177734,1602836245.2671807
1047.0,124.0,74.0,1602836245.2791414,0.0006182193756103516,1602836245.2797596
1048.0,124.0,74.0,1602836245.291863,0.0005896091461181641,1602836245.2924526
1049.0,124.0,74.0,1602836245.3045075,0.0006504058837890625,1602836245.305158
1050.0,124.0,74.0,1602836245.3171036,0.0005867481231689453,1602836245.3176904
1051.0,124.0,74.0,1602836245.3295808,0.0005850791931152344,1602836245.3301659
1052.0,124.0,74.0,1602836245.3422594,0.0005867481231689453,1602836245.3428462
1053.0,124.0,74.0,1602836245.3549392,0.0005922317504882812,1602836245.3555315
1054.0,124.0,74.0,1602836245.3675497,0.0006146430969238281,1602836245.3681643
1055.0,124.0,74.0,1602836245.380053,0.0005881786346435547,1602836245.3806412
1056.0,124.0,74.0,1602836245.3924081,0.0005879402160644531,1602836245.392996
1057.0,124.0,74.0,1602836245.4051259,0.0005869865417480469,1602836245.4057128
1058.0,124.0,74.0,1602836245.417789,0.0006184577941894531,1602836245.4184074
1059.0,124.0,74.0,1602836245.430388,0.0005934238433837891,1602836245.4309814
1060.0,124.0,74.0,1602836245.4427223,0.0006077289581298828,1602836245.44333
1061.0,124.0,74.0,1602836245.455415,0.000579833984375,1602836245.4559948
1062.0,124.0,74.0,1602836245.4681156,0.0005850791931152344,1602836245.4687006
1063.0,124.0,74.0,1602836245.480756,0.0006134510040283203,1602836245.4813695
1064.0,124.0,74.0,1602836245.4932492,0.0005891323089599609,1602836245.4938383
1065.0,124.0,74.0,1602836245.505796,0.0005867481231689453,1602836245.5063827
1066.0,124.0,74.0,1602836245.5189195,0.0005877017974853516,1602836245.5195072
1067.0,124.0,74.0,1602836245.5316129,0.0005900859832763672,1602836245.532203
1068.0,124.0,74.0,1602836245.5442216,0.000614166259765625,1602836245.5448358
1069.0,124.0,74.0,1602836245.5566945,0.0005896091461181641,1602836245.557284
1070.0,124.0,74.0,1602836245.5691166,0.000583648681640625,1602836245.5697002
1071.0,124.0,74.0,1602836245.5818076,0.0005893707275390625,1602836245.582397
1072.0,124.0,74.0,1602836245.5944395,0.0005142688751220703,1602836245.5949538
1073.0,124.0,74.0,1602836245.607024,0.0005881786346435547,1602836245.6076121
1074.0,124.0,74.0,1602836245.6195078,0.0005869865417480469,1602836245.6200948
1075.0,124.0,74.0,1602836245.6321855,0.0005857944488525391,1602836245.6327713
1076.0,124.0,74.0,1602836245.6448727,0.0005869865417480469,1602836245.6454597
1077.0,124.0,74.0,1602836245.6574962,0.0006098747253417969,1602836245.658106
1078.0,124.0,74.0,1602836245.6699984,0.0005905628204345703,1602836245.670589
1079.0,124.0,74.0,1602836245.6824582,0.000583648681640625,1602836245.6830418
1080.0,124.0,74.0,1602836245.695133,0.0005881786346435547,1602836245.6957211
1081.0,124.0,74.0,1602836245.7077837,0.0006110668182373047,1602836245.7083948
1082.0,124.0,74.0,1602836245.720368,0.0005843639373779297,1602836245.7209523
1083.0,124.0,74.0,1602836245.7326815,0.0005862712860107422,1602836245.7332678
1084.0,124.0,74.0,1602836245.745376,0.0005846023559570312,1602836245.7459607
1085.0,124.0,74.0,1602836245.7581336,0.0005826950073242188,1602836245.7587163
1086.0,124.0,74.0,1602836245.7708535,0.0006163120269775391,1602836245.7714698
1087.0,124.0,74.0,1602836245.7833927,0.0005865097045898438,1602836245.7839792
1088.0,124.0,74.0,1602836245.7963817,0.0005900859832763672,1602836245.7969718
1089.0,124.0,74.0,1602836245.8090255,0.0005872249603271484,1602836245.8096128
1090.0,124.0,74.0,1602836245.82175,0.0005908012390136719,1602836245.8223407
1091.0,124.0,74.0,1602836245.8344493,0.0006117820739746094,1602836245.835061
1092.0,124.0,74.0,1602836245.8470383,0.0005908012390136719,1602836245.847629
1093.0,124.0,74.0,1602836245.8593593,0.0006077289581298828,1602836245.859967
1094.0,124.0,74.0,1602836245.8719409,0.0005896091461181641,1602836245.8725305
1095.0,124.0,74.0,1602836245.8846211,0.0006191730499267578,1602836245.8852403
1096.0,124.0,74.0,1602836245.8972347,0.0005877017974853516,1602836245.8978224
1097.0,124.0,74.0,1602836245.909619,0.0005879402160644531,1602836245.910207
1098.0,124.0,74.0,1602836245.9223073,0.0005831718444824219,1602836245.9228904
1099.0,124.0,74.0,1602836245.9350078,0.0005879402160644531,1602836245.9355958
1100.0,124.0,74.0,1602836245.9476151,0.0006144046783447266,1602836245.9482296
1101.0,124.0,74.0,1602836245.9600763,0.0005881786346435547,1602836245.9606645
1102.0,124.0,74.0,1602836245.9724932,0.0005919933319091797,1602836245.9730852
1103.0,124.0,74.0,1602836245.9851985,0.0006644725799560547,1602836245.985863
1104.0,124.0,74.0,1602836245.9978487,0.0006906986236572266,1602836245.9985394
1105.0,124.0,74.0,1602836246.0104377,0.0006644725799560547,1602836246.0111022
1106.0,124.0,74.0,1602836246.0227566,0.0006647109985351562,1602836246.0234213
1107.0,124.0,74.0,1602836246.0354416,0.0006635189056396484,1602836246.0361052
1108.0,124.0,74.0,1602836246.0480876,0.0006608963012695312,1602836246.0487485
1109.0,124.0,74.0,1602836246.0607255,0.0007004737854003906,1602836246.061426
1110.0,124.0,74.0,1602836246.073206,0.0006668567657470703,1602836246.0738728
1111.0,124.0,74.0,1602836246.0861413,0.0006673336029052734,1602836246.0868087
1112.0,124.0,74.0,1602836246.09884,0.0006678104400634766,1602836246.0995078
1113.0,124.0,74.0,1602836246.1115234,0.0006673336029052734,1602836246.1121907
1114.0,124.0,74.0,1602836246.1241221,0.0006918907165527344,1602836246.124814
1115.0,124.0,74.0,1602836246.136629,0.0006699562072753906,1602836246.137299
1116.0,124.0,74.0,1602836246.149118,0.0006635189056396484,1602836246.1497815
1117.0,124.0,74.0,1602836246.1618161,0.0006632804870605469,1602836246.1624794
1118.0,124.0,74.0,1602836246.1744356,0.0006928443908691406,1602836246.1751285
1119.0,124.0,74.0,1602836246.187035,0.0006673336029052734,1602836246.1877024
1120.0,124.0,74.0,1602836246.1995144,0.0006697177886962891,1602836246.200184
1121.0,124.0,74.0,1602836246.2121923,0.0006194114685058594,1602836246.2128117
1122.0,124.0,74.0,1602836246.224896,0.0006139278411865234,1602836246.22551
1123.0,124.0,74.0,1602836246.2374947,0.0007281303405761719,1602836246.2382228
1124.0,124.0,74.0,1602836246.2499824,0.0006129741668701172,1602836246.2505953
1125.0,124.0,74.0,1602836246.2624545,0.0006170272827148438,1602836246.2630715
1126.0,124.0,74.0,1602836246.2751899,0.0006320476531982422,1602836246.275822
1127.0,124.0,74.0,1602836246.2878017,0.0006203651428222656,1602836246.288422
1128.0,124.0,74.0,1602836246.3003993,0.0005860328674316406,1602836246.3009853
1129.0,124.0,74.0,1602836246.3127084,0.0005855560302734375,1602836246.313294
1130.0,124.0,74.0,1602836246.3254128,0.0005893707275390625,1602836246.3260021
1131.0,124.0,74.0,1602836246.3381245,0.0005872249603271484,1602836246.3387117
1132.0,124.0,74.0,1602836246.3508327,0.0007181167602539062,1602836246.3515508
1133.0,124.0,74.0,1602836246.3639956,0.0005900859832763672,1602836246.3645856
1134.0,124.0,74.0,1602836246.3764994,0.0005884170532226562,1602836246.3770878
1135.0,124.0,74.0,1602836246.3891404,0.0005888938903808594,1602836246.3897293
1136.0,124.0,74.0,1602836246.401855,0.0005919933319091797,1602836246.402447
1137.0,124.0,74.0,1602836246.414575,0.0006129741668701172,1602836246.415188
1138.0,124.0,74.0,1602836246.427179,0.0005838871002197266,1602836246.427763
1139.0,124.0,74.0,1602836246.4395115,0.0005879402160644531,1602836246.4400995
1140.0,124.0,74.0,1602836246.4521987,0.0005922317504882812,1602836246.452791
1141.0,124.0,74.0,1602836246.4647355,0.0005893707275390625,1602836246.4653249
1142.0,124.0,74.0,1602836246.477354,0.0005872249603271484,1602836246.4779413
1143.0,124.0,74.0,1602836246.4897869,0.0005860328674316406,1602836246.490373
1144.0,124.0,74.0,1602836246.5014567,0.0002467632293701172,1602836246.5017035
1145.0,124.0,74.0,1602836246.5129879,0.0002970695495605469,1602836246.513285
1146.0,124.0,74.0,1602836246.5248141,0.00036215782165527344,1602836246.5251763
1147.0,124.0,74.0,1602836246.5369976,0.0004956722259521484,1602836246.5374932
1148.0,124.0,74.0,1602836246.5494096,0.0005867481231689453,1602836246.5499964
1149.0,124.0,74.0,1602836246.5621467,0.0005872249603271484,1602836246.562734
1150.0,124.0,74.0,1602836246.5748844,0.0005879402160644531,1602836246.5754724
1151.0,124.0,74.0,1602836246.5874286,0.0006206035614013672,1602836246.5880492
1152.0,124.0,74.0,1602836246.5998611,0.0005838871002197266,1602836246.600445
1153.0,124.0,74.0,1602836246.6125143,0.0005884170532226562,1602836246.6131027
1154.0,124.0,74.0,1602836246.625247,0.000583648681640625,1602836246.6258307
1155.0,124.0,74.0,1602836246.6380086,0.0005867481231689453,1602836246.6385953
1156.0,124.0,74.0,1602836246.6508255,0.0006093978881835938,1602836246.651435
1157.0,124.0,74.0,1602836246.663356,0.0005865097045898438,1602836246.6639426
1158.0,124.0,74.0,1602836246.675817,0.0005867481231689453,1602836246.6764038
1159.0,124.0,74.0,1602836246.6883054,0.0006794929504394531,1602836246.6889849
1160.0,124.0,74.0,1602836246.7008724,0.0006930828094482422,1602836246.7015655
1161.0,124.0,74.0,1602836246.713289,0.0006670951843261719,1602836246.713956
1162.0,124.0,74.0,1602836246.7258456,0.0006673336029052734,1602836246.726513
1163.0,124.0,74.0,1602836246.7385652,0.0006616115570068359,1602836246.7392268
1164.0,124.0,74.0,1602836246.7512681,0.0006997585296630859,1602836246.751968
1165.0,124.0,74.0,1602836246.7637968,0.0006644725799560547,1602836246.7644613
1166.0,124.0,74.0,1602836246.7761621,0.0006620883941650391,1602836246.7768242
1167.0,124.0,74.0,1602836246.7888832,0.00066375732421875,1602836246.789547
1168.0,124.0,74.0,1602836246.801662,0.0006144046783447266,1602836246.8022764
1169.0,124.0,74.0,1602836246.8142009,0.0006291866302490234,1602836246.81483
1170.0,124.0,74.0,1602836246.8266394,0.0006127357482910156,1602836246.8272521
1171.0,124.0,74.0,1602836246.8391783,0.0006170272827148438,1602836246.8397954
1172.0,124.0,74.0,1602836246.851905,0.0006301403045654297,1602836246.8525352
1173.0,124.0,74.0,1602836246.8646133,0.0006451606750488281,1602836246.8652585
1174.0,124.0,74.0,1602836246.8772805,0.0005877017974853516,1602836246.8778682
1175.0,124.0,74.0,1602836246.889608,0.0005803108215332031,1602836246.8901882
1176.0,124.0,74.0,1602836246.9022894,0.0006651878356933594,1602836246.9029546
1177.0,124.0,74.0,1602836246.9147305,0.0006647109985351562,1602836246.9153953
1178.0,124.0,74.0,1602836246.9276404,0.0006096363067626953,1602836246.92825
1179.0,124.0,74.0,1602836246.9400103,0.0006663799285888672,1602836246.9406767
1180.0,124.0,74.0,1602836246.9524102,0.0006639957427978516,1602836246.9530742
1181.0,124.0,74.0,1602836246.9651632,0.0006673336029052734,1602836246.9658306
1182.0,124.0,74.0,1602836246.977856,0.0006921291351318359,1602836246.978548
1183.0,124.0,74.0,1602836246.990269,0.0006635189056396484,1602836246.9909325
1184.0,124.0,74.0,1602836247.0027835,0.0006706714630126953,1602836247.0034542
1185.0,124.0,74.0,1602836247.0154526,0.0006601810455322266,1602836247.0161128
1186.0,124.0,74.0,1602836247.0281293,0.0006580352783203125,1602836247.0287874
1187.0,124.0,74.0,1602836247.040759,0.0006835460662841797,1602836247.0414426
1188.0,124.0,74.0,1602836247.053177,0.0006701946258544922,1602836247.0538473
1189.0,124.0,74.0,1602836247.0658514,0.0006594657897949219,1602836247.066511
1190.0,124.0,74.0,1602836247.0785642,0.0006668567657470703,1602836247.079231
1191.0,124.0,74.0,1602836247.0912497,0.0006906986236572266,1602836247.0919404
1192.0,124.0,74.0,1602836247.103685,0.0006859302520751953,1602836247.1043708
1193.0,124.0,74.0,1602836247.1162019,0.0006642341613769531,1602836247.116866
1194.0,124.0,74.0,1602836247.128917,0.0006632804870605469,1602836247.1295803
1195.0,124.0,74.0,1602836247.1416903,0.0006649494171142578,1602836247.1423552
1196.0,124.0,74.0,1602836247.1543536,0.0006110668182373047,1602836247.1549647
1197.0,124.0,74.0,1602836247.1667762,0.0006632804870605469,1602836247.1674395
1198.0,124.0,74.0,1602836247.1792686,0.0006613731384277344,1602836247.17993
1199.0,124.0,74.0,1602836247.1920023,0.0006651878356933594,1602836247.1926675
1200.0,124.0,74.0,1602836247.2047367,0.0006656646728515625,1602836247.2054024
1201.0,124.0,74.0,1602836247.2178297,0.0006873607635498047,1602836247.218517
1202.0,124.0,74.0,1602836247.2302456,0.0006616115570068359,1602836247.2309072
1203.0,124.0,74.0,1602836247.2427866,0.0006651878356933594,1602836247.2434518
1204.0,124.0,74.0,1602836247.2555227,0.0006620883941650391,1602836247.2561848
1205.0,124.0,74.0,1602836247.2682645,0.0006687641143798828,1602836247.2689333
1206.0,124.0,74.0,1602836247.2808182,0.0006918907165527344,1602836247.28151
1207.0,124.0,74.0,1602836247.2930484,0.0006711483001708984,1602836247.2937195
1208.0,124.0,74.0,1602836247.3058102,0.00061798095703125,1602836247.3064282
1209.0,124.0,74.0,1602836247.3185508,0.0006146430969238281,1602836247.3191655
1210.0,124.0,74.0,1602836247.3312538,0.0006496906280517578,1602836247.3319035
1211.0,124.0,74.0,1602836247.3436754,0.0006163120269775391,1602836247.3442917
1212.0,124.0,74.0,1602836247.356205,0.0006122589111328125,1602836247.3568172
1213.0,124.0,74.0,1602836247.3689272,0.0006151199340820312,1602836247.3695424
1214.0,124.0,74.0,1602836247.3816588,0.0005857944488525391,1602836247.3822446
1215.0,124.0,74.0,1602836247.3941991,0.0006921291351318359,1602836247.3948913
1216.0,124.0,74.0,1602836247.4066293,0.0005893707275390625,1602836247.4072187
1217.0,124.0,74.0,1602836247.4191883,0.0005884170532226562,1602836247.4197767
1218.0,124.0,74.0,1602836247.431937,0.0005869865417480469,1602836247.432524
1219.0,124.0,74.0,1602836247.4446235,0.0006175041198730469,1602836247.445241
1220.0,124.0,74.0,1602836247.4572794,0.0005853176116943359,1602836247.4578648
1221.0,124.0,74.0,1602836247.4695358,0.0005891323089599609,1602836247.470125
1222.0,124.0,74.0,1602836247.4822788,0.0005855560302734375,1602836247.4828644
1223.0,124.0,74.0,1602836247.495417,0.0005841255187988281,1602836247.4960012
1224.0,124.0,74.0,1602836247.5080965,0.0005869865417480469,1602836247.5086834
1225.0,124.0,74.0,1602836247.5206382,0.0006067752838134766,1602836247.521245
1226.0,124.0,74.0,1602836247.5329373,0.0005862712860107422,1602836247.5335236
1227.0,124.0,74.0,1602836247.545667,0.0005838871002197266,1602836247.5462508
1228.0,124.0,74.0,1602836247.5584302,0.0005850791931152344,1602836247.5590153
1229.0,124.0,74.0,1602836247.5711198,0.0005154609680175781,1602836247.5716352
1230.0,124.0,74.0,1602836247.583554,0.0005867481231689453,1602836247.5841408
1231.0,124.0,74.0,1602836247.596073,0.0005867481231689453,1602836247.5966597
1232.0,124.0,74.0,1602836247.6080618,0.0005221366882324219,1602836247.608584
1233.0,124.0,74.0,1602836247.6206777,0.0006856918334960938,1602836247.6213634
1234.0,124.0,74.0,1602836247.63311,0.0006623268127441406,1602836247.6337724
1235.0,124.0,74.0,1602836247.645864,0.0006632804870605469,1602836247.6465273
1236.0,124.0,74.0,1602836247.6585822,0.0006682872772216797,1602836247.6592505
1237.0,124.0,74.0,1602836247.6712804,0.0006933212280273438,1602836247.6719737
1238.0,124.0,74.0,1602836247.6838403,0.0006737709045410156,1602836247.684514
1239.0,124.0,74.0,1602836247.6961946,0.0006647109985351562,1602836247.6968594
1240.0,124.0,74.0,1602836247.7089336,0.0006685256958007812,1602836247.709602
1241.0,124.0,74.0,1602836247.721675,0.0006668567657470703,1602836247.7223418
1242.0,124.0,74.0,1602836247.7342215,0.0006158351898193359,1602836247.7348373
1243.0,124.0,74.0,1602836247.7466455,0.0006666183471679688,1602836247.747312
1244.0,124.0,74.0,1602836247.7590098,0.0006625652313232422,1602836247.7596724
1245.0,124.0,74.0,1602836247.7717407,0.0006680488586425781,1602836247.7724087
1246.0,124.0,74.0,1602836247.7849045,0.0006759166717529297,1602836247.7855804
1247.0,124.0,74.0,1602836247.7974498,0.0007050037384033203,1602836247.7981548
1248.0,124.0,74.0,1602836247.8099024,0.0006647109985351562,1602836247.8105671
1249.0,124.0,74.0,1602836247.822568,0.0006175041198730469,1602836247.8231854
1250.0,124.0,74.0,1602836247.8352966,0.0006172657012939453,1602836247.835914
1251.0,124.0,74.0,1602836247.8480213,0.0006127357482910156,1602836247.848634
1252.0,124.0,74.0,1602836247.8604085,0.0006172657012939453,1602836247.8610258
1253.0,124.0,74.0,1602836247.8727896,0.00061798095703125,1602836247.8734076
1254.0,124.0,74.0,1602836247.8855186,0.0006158351898193359,1602836247.8861344
1255.0,124.0,74.0,1602836247.898245,0.0005877017974853516,1602836247.8988328
1256.0,124.0,74.0,1602836247.9108057,0.0006101131439208984,1602836247.9114158
1257.0,124.0,74.0,1602836247.9232447,0.0005919933319091797,1602836247.9238367
1258.0,124.0,74.0,1602836247.9358459,0.0006067752838134766,1602836247.9364526
1259.0,124.0,74.0,1602836247.948585,0.0005888938903808594,1602836247.949174
1260.0,124.0,74.0,1602836247.9614015,0.0005846023559570312,1602836247.961986
1261.0,124.0,74.0,1602836247.9738395,0.0005891323089599609,1602836247.9744287
1262.0,124.0,74.0,1602836247.9862223,0.0005846023559570312,1602836247.9868069
1263.0,124.0,74.0,1602836247.9989889,0.0005853176116943359,1602836247.9995742
1264.0,124.0,74.0,1602836248.0111492,0.00026154518127441406,1602836248.0114107
1265.0,124.0,74.0,1602836248.0221221,0.0002593994140625,1602836248.0223815
1266.0,124.0,74.0,1602836248.0335884,0.00031495094299316406,1602836248.0339034
1267.0,124.0,74.0,1602836248.0454383,0.00039076805114746094,1602836248.045829
1268.0,124.0,74.0,1602836248.0586996,0.0005841255187988281,1602836248.0592837
1269.0,124.0,74.0,1602836248.0714095,0.0005829334259033203,1602836248.0719924
1270.0,124.0,74.0,1602836248.083816,0.0005927085876464844,1602836248.0844088
1271.0,124.0,74.0,1602836248.0962596,0.0005841255187988281,1602836248.0968437
1272.0,124.0,74.0,1602836248.1089964,0.0005881786346435547,1602836248.1095846
1273.0,124.0,74.0,1602836248.1217816,0.0005900859832763672,1602836248.1223717
1274.0,124.0,74.0,1602836248.134499,0.0006186962127685547,1602836248.1351178
1275.0,124.0,74.0,1602836248.1469243,0.00058746337890625,1602836248.1475117
1276.0,124.0,74.0,1602836248.1594663,0.0005877017974853516,1602836248.160054
1277.0,124.0,74.0,1602836248.1721995,0.0005872249603271484,1602836248.1727867
1278.0,124.0,74.0,1602836248.1849306,0.0005879402160644531,1602836248.1855185
1279.0,124.0,74.0,1602836248.1974905,0.0006244182586669922,1602836248.1981149
1280.0,124.0,74.0,1602836248.2099357,0.0005872249603271484,1602836248.210523
1281.0,124.0,74.0,1602836248.2225177,0.0005877017974853516,1602836248.2231054
1282.0,124.0,74.0,1602836248.2352078,0.0005953311920166016,1602836248.2358031
1283.0,124.0,74.0,1602836248.2479289,0.0006198883056640625,1602836248.2485487
1284.0,124.0,74.0,1602836248.26045,0.0005915164947509766,1602836248.2610414
1285.0,124.0,74.0,1602836248.2728677,0.0005886554718017578,1602836248.2734563
1286.0,124.0,74.0,1602836248.2856145,0.0005884170532226562,1602836248.286203
1287.0,124.0,74.0,1602836248.2983928,0.0005919933319091797,1602836248.2989848
1288.0,124.0,74.0,1602836248.3109555,0.0006151199340820312,1602836248.3115706
1289.0,124.0,74.0,1602836248.3232288,0.0005910396575927734,1602836248.3238199
1290.0,124.0,74.0,1602836248.3358552,0.0005905628204345703,1602836248.3364458
1291.0,124.0,74.0,1602836248.3489995,0.0006082057952880859,1602836248.3496077
