seq,send_timestamp,send_size,recv_timestamp,recv_size,rtt
437.0,1609951090.178807,124.0,,,inf
438.0,1609951090.1890767,124.0,,,inf
439.0,1609951090.1988285,124.0,,,inf
440.0,1609951090.2094886,124.0,,,inf
441.0,1609951090.2187755,124.0,,,inf
442.0,1609951090.2292163,124.0,,,inf
443.0,1609951090.2384875,124.0,,,inf
444.0,1609951090.2481942,124.0,,,inf
445.0,1609951090.2589767,124.0,,,inf
446.0,1609951090.2683077,124.0,,,inf
447.0,1609951090.278781,124.0,,,inf
448.0,1609951090.289004,124.0,,,inf
449.0,1609951090.2989404,124.0,,,inf
450.0,1609951090.3086433,124.0,,,inf
451.0,1609951090.3188775,124.0,,,inf
452.0,1609951090.3283331,124.0,,,inf
453.0,1609951090.338592,124.0,,,inf
454.0,1609951090.3482268,124.0,,,inf
455.0,1609951090.3589408,124.0,,,inf
456.0,1609951090.3682172,124.0,,,inf
457.0,1609951090.3786373,124.0,,,inf
458.0,1609951090.3888788,124.0,,,inf
459.0,1609951090.398589,124.0,,,inf
460.0,1609951090.4093366,124.0,,,inf
461.0,1609951090.4185903,124.0,,,inf
462.0,1609951090.4290354,124.0,,,inf
463.0,1609951090.438336,124.0,,,inf
464.0,1609951090.4489832,124.0,,,inf
465.0,1609951090.458748,124.0,,,inf
466.0,1609951090.4689229,124.0,,,inf
467.0,1609951090.4783988,124.0,,,inf
468.0,1609951090.488605,124.0,,,inf
469.0,1609951090.4983773,124.0,,,inf
470.0,1609951090.509149,124.0,,,inf
471.0,1609951090.5183818,124.0,,,inf
472.0,1609951090.5288126,124.0,,,inf
473.0,1609951090.539007,124.0,,,inf
474.0,1609951090.5487258,124.0,,,inf
475.0,1609951090.5594254,124.0,,,inf
476.0,1609951090.568651,124.0,,,inf
477.0,1609951090.5790555,124.0,,,inf
478.0,1609951090.5882914,124.0,,,inf
479.0,1609951090.5988977,124.0,,,inf
480.0,1609951090.6085706,124.0,,,inf
481.0,1609951090.6187813,124.0,,,inf
482.0,1609951090.6292095,124.0,,,inf
483.0,1609951090.638481,124.0,,,inf
484.0,1609951090.6491604,124.0,,,inf
485.0,1609951090.6588974,124.0,,,inf
486.0,1609951090.6681492,124.0,,,inf
487.0,1609951090.678557,124.0,,,inf
488.0,1609951090.6887589,124.0,,,inf
489.0,1609951090.6986215,124.0,,,inf
490.0,1609951090.7092469,124.0,,,inf
491.0,1609951090.718508,124.0,,,inf
492.0,1609951090.728964,124.0,,,inf
493.0,1609951090.7382302,124.0,,,inf
494.0,1609951090.7488327,124.0,,,inf
495.0,1609951090.7588813,124.0,,,inf
496.0,1609951090.7689087,124.0,,,inf
497.0,1609951090.7786164,124.0,,,inf
498.0,1609951090.791406,124.0,,,inf
499.0,1609951090.7989938,124.0,,,inf
500.0,1609951090.8098598,124.0,,,inf
501.0,1609951090.8191402,124.0,,,inf
502.0,1609951090.8302226,124.0,,,inf
503.0,1609951090.8412275,124.0,,,inf
504.0,1609951090.8498502,124.0,,,inf
505.0,1609951090.8605585,124.0,,,inf
506.0,1609951090.8692293,124.0,,,inf
507.0,1609951090.8787322,124.0,,,inf
508.0,1609951090.8889573,124.0,,,inf
509.0,1609951090.8986766,124.0,,,inf
510.0,1609951090.9093814,124.0,,,inf
511.0,1609951090.9186728,124.0,,,inf
512.0,1609951090.9290643,124.0,,,inf
513.0,1609951090.9383671,124.0,,,inf
514.0,1609951090.9490104,124.0,,,inf
515.0,1609951090.9587362,124.0,,,inf
516.0,1609951090.9689941,124.0,,,inf
517.0,1609951090.9784627,124.0,,,inf
518.0,1609951090.9886892,124.0,,,inf
519.0,1609951090.9984043,124.0,,,inf
520.0,1609951091.0092027,124.0,,,inf
521.0,1609951091.0184317,124.0,,,inf
522.0,1609951091.0288718,124.0,,,inf
523.0,1609951091.0390675,124.0,,,inf
524.0,1609951091.0487816,124.0,,,inf
525.0,1609951091.0594876,124.0,,,inf
526.0,1609951091.0687914,124.0,,,inf
527.0,1609951091.0791554,124.0,,,inf
528.0,1609951091.0884168,124.0,,,inf
529.0,1609951091.0990286,124.0,,,inf
530.0,1609951091.108802,124.0,,,inf
531.0,1609951091.119043,124.0,,,inf
532.0,1609951091.1287577,124.0,,,inf
533.0,1609951091.1390166,124.0,,,inf
534.0,1609951091.1488233,124.0,,,inf
535.0,1609951091.1596344,124.0,,,inf
536.0,1609951091.1689088,124.0,,,inf
537.0,1609951091.1786423,124.0,,,inf
538.0,1609951091.188866,124.0,,,inf
539.0,1609951091.1986089,124.0,,,inf
540.0,1609951091.2093313,124.0,,,inf
541.0,1609951091.2185853,124.0,,,inf
542.0,1609951091.2293208,124.0,,,inf
543.0,1609951091.2385828,124.0,,,inf
544.0,1609951091.2492967,124.0,,,inf
545.0,1609951091.2590604,124.0,,,inf
546.0,1609951091.2683358,124.0,,,inf
547.0,1609951091.2790477,124.0,,,inf
548.0,1609951091.288352,124.0,,,inf
549.0,1609951091.2989202,124.0,,,inf
550.0,1609951091.3086238,124.0,,,inf
551.0,1609951091.3188555,124.0,,,inf
552.0,1609951091.329537,124.0,,,inf
553.0,1609951091.3388438,124.0,,,inf
554.0,1609951091.3485444,124.0,,,inf
555.0,1609951091.3592064,124.0,,,inf
556.0,1609951091.368504,124.0,,,inf
557.0,1609951091.3788967,124.0,,,inf
558.0,1609951091.3884263,124.0,,,inf
559.0,1609951091.3989313,124.0,,,inf
560.0,1609951091.408702,124.0,,,inf
561.0,1609951091.4189444,124.0,,,inf
562.0,1609951091.4286082,124.0,,,inf
563.0,1609951091.438249,124.0,,,inf
564.0,1609951091.4487674,124.0,,,inf
565.0,1609951091.4595654,124.0,,,inf
566.0,1609951091.468838,124.0,,,inf
567.0,1609951091.4794888,124.0,,,inf
568.0,1609951091.4891772,124.0,,,inf
569.0,1609951091.498881,124.0,,,inf
570.0,1609951091.5095758,124.0,,,inf
571.0,1609951091.5188105,124.0,,,inf
