seq,send_timestamp,send_size,recv_timestamp,recv_size,rtt
225.0,1605734326.2829416,123.0,1605734326.2854807,73.0,0.0025391578674316406
226.0,1605734326.2953706,123.0,1605734326.296962,73.0,0.0015914440155029297
227.0,1605734326.3037066,123.0,1605734326.3049278,73.0,0.0012211799621582031
228.0,1605734326.3123376,123.0,1605734326.313279,73.0,0.0009412765502929688
229.0,1605734326.3213995,123.0,1605734326.3223379,73.0,0.00093841552734375
230.0,1605734326.3303838,123.0,1605734326.3313384,73.0,0.0009546279907226562
231.0,1605734326.3417897,123.0,1605734326.3443928,73.0,0.0026030540466308594
232.0,1605734326.3545015,123.0,1605734326.359649,73.0,0.005147457122802734
233.0,1605734326.3622816,123.0,1605734326.3636043,73.0,0.0013227462768554688
234.0,1605734326.3709035,123.0,1605734326.37187,73.0,0.0009665489196777344
235.0,1605734326.3796546,123.0,1605734326.3805642,73.0,0.0009095668792724609
236.0,1605734326.3888595,123.0,1605734326.3896592,73.0,0.0007996559143066406
237.0,1605734326.4001203,123.0,1605734326.4024775,73.0,0.0023572444915771484
238.0,1605734326.418098,123.0,1605734326.4205315,73.0,0.0024335384368896484
239.0,1605734326.4303417,123.0,1605734326.4316046,73.0,0.0012629032135009766
240.0,1605734326.4385462,123.0,1605734326.4396157,73.0,0.0010695457458496094
241.0,1605734326.4475317,123.0,1605734326.4485161,73.0,0.0009844303131103516
242.0,1605734326.456285,123.0,1605734326.457231,73.0,0.000946044921875
243.0,1605734326.4655507,123.0,1605734326.4665353,73.0,0.0009846687316894531
244.0,1605734326.4744816,123.0,1605734326.4755316,73.0,0.0010499954223632812
245.0,1605734326.4836023,123.0,1605734326.4846096,73.0,0.0010073184967041016
246.0,1605734326.492641,123.0,1605734326.4936738,73.0,0.0010328292846679688
247.0,1605734326.5012717,123.0,1605734326.5022259,73.0,0.0009541511535644531
248.0,1605734326.5104313,123.0,1605734326.511434,73.0,0.0010027885437011719
249.0,1605734326.5193272,123.0,1605734326.5203302,73.0,0.0010030269622802734
250.0,1605734326.5286014,123.0,1605734326.5295997,73.0,0.0009982585906982422
