tick,force_value,force_target
1381.0,-0.06073610049204395,-0.06073610049204395
1382.0,-0.06073610049204395,
1383.0,-0.0604471056370644,-0.0604471056370644
1384.0,-0.0604471056370644,
1385.0,-0.06024831882268364,-0.06024831882268364
1386.0,-0.06024831882268364,
1387.0,-0.060055227076049864,-0.060055227076049864
1388.0,-0.060055227076049864,
1389.0,-0.0599647104272564,-0.0599647104272564
1390.0,-0.0599647104272564,
1391.0,-0.05997123062249418,-0.05997123062249418
1392.0,-0.05997123062249418,
1393.0,-0.0599692947363837,-0.0599692947363837
1394.0,-0.0599692947363837,
1395.0,-0.06002218445613803,-0.06002218445613803
1396.0,-0.06002218445613803,
1397.0,-0.0601812879212287,-0.0601812879212287
1398.0,-0.0601812879212287,
1399.0,-0.060293139997656314,-0.060293139997656314
1400.0,-0.060293139997656314,
1401.0,-0.060498750083079325,-0.060498750083079325
1402.0,-0.060498750083079325,
1403.0,-0.06070883645737028,-0.06070883645737028
1404.0,-0.06070883645737028,
1405.0,-0.060892148317572475,-0.060892148317572475
1406.0,-0.060892148317572475,
1407.0,-0.061161757184875376,-0.061161757184875376
1408.0,-0.061161757184875376,
1409.0,-0.06140323637709988,-0.06140323637709988
1410.0,-0.06140323637709988,
1411.0,-0.06162029619274221,-0.06162029619274221
1412.0,-0.06162029619274221,
1413.0,-0.061940782792300794,-0.061940782792300794
1414.0,-0.061940782792300794,
1415.0,-0.06221497189615123,-0.06221497189615123
1416.0,-0.06221497189615123,
1417.0,-0.06243419593939964,-0.06243419593939964
1418.0,-0.06243419593939964,
1419.0,-0.06272891815597124,-0.06272891815597124
1420.0,-0.06272891815597124,
1421.0,-0.06300126217573014,-0.06300126217573014
1422.0,-0.06300126217573014,
1423.0,-0.0632305191808716,-0.0632305191808716
1424.0,-0.0632305191808716,
1425.0,-0.0634470697666785,-0.0634470697666785
1426.0,-0.0634470697666785,
1427.0,-0.06374747192440249,-0.06374747192440249
1428.0,-0.06374747192440249,
1429.0,-0.0639278217085166,-0.0639278217085166
1430.0,-0.0639278217085166,
1431.0,-0.0641830151795228,-0.0641830151795228
1432.0,-0.0641830151795228,
1433.0,-0.06440154742693766,-0.06440154742693766
1434.0,-0.06440154742693766,
1435.0,-0.06458118577513255,-0.06458118577513255
1436.0,-0.06458118577513255,
1437.0,-0.06474387839868338,-0.06474387839868338
1438.0,-0.06474387839868338,
1439.0,-0.06497223097449116,-0.06497223097449116
1440.0,-0.06497223097449116,
1441.0,-0.06513740578703238,-0.06513740578703238
1442.0,-0.06513740578703238,
1443.0,-0.06532753051565847,-0.06532753051565847
1444.0,-0.06532753051565847,
1445.0,-0.0654208883797684,-0.0654208883797684
1446.0,-0.0654208883797684,
1447.0,-0.06553091275788603,-0.06553091275788603
1448.0,-0.06553091275788603,
1449.0,-0.06571926984386027,-0.06571926984386027
1450.0,-0.06571926984386027,
1451.0,-0.06584338811880042,-0.06584338811880042
1452.0,-0.06584338811880042,
1453.0,-0.06593383205165744,-0.06593383205165744
1454.0,-0.06593383205165744,
1455.0,-0.06601795880554709,-0.06601795880554709
1456.0,-0.06601795880554709,
1457.0,-0.06618389456321981,-0.06618389456321981
1458.0,-0.06618389456321981,
1459.0,-0.06624170930516843,-0.06624170930516843
1460.0,-0.06624170930516843,
1461.0,-0.06633090048285646,-0.06633090048285646
1462.0,-0.06633090048285646,
1463.0,-0.06643719414583715,-0.06643719414583715
1464.0,-0.06643719414583715,
1465.0,-0.06647763743253854,-0.06647763743253854
1466.0,-0.06647763743253854,
1467.0,-0.06658065248376506,-0.06658065248376506
1468.0,-0.06658065248376506,
1469.0,-0.06666469575789434,-0.06666469575789434
1470.0,-0.06666469575789434,
1471.0,-0.06669107767299434,-0.06669107767299434
1472.0,-0.06669107767299434,
1473.0,-0.0667706066991797,-0.0667706066991797
1474.0,-0.0667706066991797,
1475.0,-0.06680458132287372,-0.06680458132287372
1476.0,-0.06680458132287372,
1477.0,-0.0668648655814888,-0.0668648655814888
1478.0,-0.0668648655814888,
1479.0,-0.06693970229215279,-0.06693970229215279
1480.0,-0.06693970229215279,
1481.0,-0.0669865569023673,-0.0669865569023673
1482.0,-0.0669865569023673,
1483.0,-0.067016777517946,-0.067016777517946
1484.0,-0.067016777517946,
1485.0,-0.06704634823123087,-0.06704634823123087
1486.0,-0.06704634823123087,
1487.0,-0.06712448868214206,-0.06712448868214206
1488.0,-0.06712448868214206,
1489.0,-0.0671479068270519,-0.0671479068270519
1490.0,-0.0671479068270519,
1491.0,-0.0671744488087178,-0.0671744488087178
1492.0,-0.0671744488087178,
1493.0,-0.06719380053082696,-0.06719380053082696
1494.0,-0.06719380053082696,
1495.0,-0.06729542110901848,-0.06729542110901848
1496.0,-0.06729542110901848,
1497.0,-0.06730001846060842,-0.06730001846060842
1498.0,-0.06730001846060842,
1499.0,-0.06736779883030591,-0.06736779883030591
1500.0,-0.06736779883030591,
1501.0,-0.06740641651347033,-0.06740641651347033
1502.0,-0.06740641651347033,
1503.0,-0.06741004787487483,-0.06741004787487483
1504.0,-0.06741004787487483,
1505.0,-0.06743783800392056,-0.06743783800392056
1506.0,-0.06743783800392056,
1507.0,-0.067443501015571,-0.067443501015571
1508.0,-0.067443501015571,
1509.0,-0.06752841717047718,-0.06752841717047718
1510.0,-0.06752841717047718,
1511.0,-0.06753261586531875,-0.06753261586531875
1512.0,-0.06753261586531875,
1513.0,-0.06755542923293029,-0.06755542923293029
1514.0,-0.06755542923293029,
1515.0,-0.06765101208606726,-0.06765101208606726
1516.0,-0.06765101208606726,
1517.0,-0.06764705965705724,-0.06764705965705724
1518.0,-0.06764705965705724,
1519.0,-0.0677036821254318,-0.0677036821254318
1520.0,-0.0677036821254318,
1521.0,-0.06773105534242095,-0.06773105534242095
1522.0,-0.06773105534242095,
1523.0,-0.06772556800968849,-0.06772556800968849
1524.0,-0.06772556800968849,
1525.0,-0.06777833126477216,-0.06777833126477216
1526.0,-0.06777833126477216,
1527.0,-0.06780179349446985,-0.06780179349446985
1528.0,-0.06780179349446985,
1529.0,-0.06778435528290468,-0.06778435528290468
1530.0,-0.06778435528290468,
1531.0,-0.06779144243043363,-0.06779144243043363
1532.0,-0.06779144243043363,
1533.0,-0.06786180547220831,-0.06786180547220831
1534.0,-0.06786180547220831,
1535.0,-0.06784408528986452,-0.06784408528986452
1536.0,-0.06784408528986452,
1537.0,-0.06791553583926241,-0.06791553583926241
1538.0,-0.06791553583926241,
1539.0,-0.06790696410508841,-0.06790696410508841
1540.0,-0.06790696410508841,
1541.0,-0.06801020628369621,-0.06801020628369621
1542.0,-0.06801020628369621,
1543.0,-0.06798966729151387,-0.06798966729151387
1544.0,-0.06798966729151387,
1545.0,-0.06804377084639135,-0.06804377084639135
1546.0,-0.06804377084639135,
1547.0,-0.06805446823072271,-0.06805446823072271
1548.0,-0.06805446823072271,
1549.0,-0.06807230935194296,-0.06807230935194296
1550.0,-0.06807230935194296,
1551.0,-0.06804190525020126,-0.06804190525020126
1552.0,-0.06804190525020126,
1553.0,-0.06810468643834512,-0.06810468643834512
1554.0,-0.06810468643834512,
1555.0,-0.06808250386312115,-0.06808250386312115
1556.0,-0.06808250386312115,
1557.0,-0.06810728941621264,-0.06810728941621264
1558.0,-0.06810728941621264,
1559.0,-0.06804662871240669,-0.06804662871240669
1560.0,-0.06804662871240669,
1561.0,-0.0681951078262207,-0.0681951078262207
1562.0,-0.0681951078262207,
1563.0,-0.068215482998854,-0.068215482998854
1564.0,-0.068215482998854,
1565.0,-0.06816048206768555,-0.06816048206768555
1566.0,-0.06816048206768555,
1567.0,-0.06822752120014114,-0.06822752120014114
1568.0,-0.06822752120014114,
1569.0,-0.06823998591428367,-0.06823998591428367
1570.0,-0.06823998591428367,
1571.0,-0.06820239545217012,-0.06820239545217012
1572.0,-0.06820239545217012,
1573.0,-0.06826429313128783,-0.06826429313128783
1574.0,-0.06826429313128783,
1575.0,-0.06820783851080486,-0.06820783851080486
1576.0,-0.06820783851080486,
1577.0,-0.06823319517338641,-0.06823319517338641
1578.0,-0.06823319517338641,
1579.0,-0.06830301565951111,-0.06830301565951111
1580.0,-0.06830301565951111,
1581.0,-0.06832764192385872,-0.06832764192385872
1582.0,-0.06832764192385872,
1583.0,-0.06826511028452621,-0.06826511028452621
1584.0,-0.06826511028452621,
1585.0,-0.06824931554098645,-0.06824931554098645
1586.0,-0.06824931554098645,
1587.0,-0.06835791464140767,-0.06835791464140767
1588.0,-0.06835791464140767,
1589.0,-0.06836449823766282,-0.06836449823766282
1590.0,-0.06836449823766282,
1591.0,-0.0683183013506095,-0.0683183013506095
1592.0,-0.0683183013506095,
1593.0,-0.06827320634846103,-0.06827320634846103
1594.0,-0.06827320634846103,
1595.0,-0.06825623137229701,-0.06825623137229701
1596.0,-0.06825623137229701,
1597.0,-0.06837655622157104,-0.06837655622157104
1598.0,-0.06837655622157104,
1599.0,-0.06848885435744725,-0.06848885435744725
1600.0,-0.06848885435744725,
1601.0,-0.06844884375411477,-0.06844884375411477
1602.0,-0.06844884375411477,
1603.0,-0.06834954540947333,-0.06834954540947333
1604.0,-0.06834954540947333,
1605.0,-0.06841812385186558,-0.06841812385186558
1606.0,-0.06841812385186558,
1607.0,-0.06832067903486015,-0.06832067903486015
1608.0,-0.06832067903486015,
1609.0,-0.06828639134028415,-0.06828639134028415
1610.0,-0.06828639134028415,
1611.0,-0.06839140195319388,-0.06839140195319388
1612.0,-0.06839140195319388,
1613.0,-0.06815094259503203,-0.06815094259503203
1614.0,-0.06815094259503203,
1615.0,-0.06831908872279874,-0.06831908872279874
1616.0,-0.06831908872279874,
1617.0,-0.06852300388828746,-0.06852300388828746
1618.0,-0.06852300388828746,
1619.0,-0.06840756818191432,-0.06840756818191432
1620.0,-0.06840756818191432,
1621.0,-0.06811383523207919,-0.06811383523207919
1622.0,-0.06811383523207919,
1623.0,-0.06805926150390712,-0.06805926150390712
1624.0,-0.06805926150390712,
1625.0,-0.06741864850067791,-0.06741864850067791
1626.0,-0.06741864850067791,
1627.0,-0.0679809262643998,-0.0679809262643998
1628.0,-0.0679809262643998,
1629.0,-0.06828120572097603,-0.06828120572097603
1630.0,-0.06828120572097603,
1631.0,-0.06812789044290417,-0.06812789044290417
1632.0,-0.06812789044290417,
1633.0,-0.0682257400684661,-0.0682257400684661
1634.0,-0.0682257400684661,
1635.0,-0.06819433807193606,-0.06819433807193606
1636.0,-0.06819433807193606,
1637.0,-0.06834338103920752,-0.06834338103920752
1638.0,-0.06834338103920752,
1639.0,-0.06781873421494203,-0.06781873421494203
1640.0,-0.06781873421494203,
1641.0,-0.06796788902442169,-0.06796788902442169
1642.0,-0.06796788902442169,
1643.0,-0.06827052929251577,-0.06827052929251577
1644.0,-0.06827052929251577,
1645.0,-0.06828728031553742,-0.06828728031553742
1646.0,-0.06828728031553742,
1647.0,-0.067857932770053,-0.067857932770053
1648.0,-0.067857932770053,
1649.0,-0.06789249806249935,-0.06789249806249935
1650.0,-0.06789249806249935,
1651.0,-0.0678447718861959,-0.0678447718861959
1652.0,-0.0678447718861959,
1653.0,-0.06799898073581652,-0.06799898073581652
1654.0,-0.06799898073581652,
1655.0,-0.06761634547791819,-0.06761634547791819
1656.0,-0.06761634547791819,
1657.0,-0.0680966063524619,-0.0680966063524619
1658.0,-0.0680966063524619,
1659.0,-0.067565686114601,-0.067565686114601
1660.0,-0.067565686114601,
1661.0,-0.06749517470994063,-0.06749517470994063
1662.0,-0.06749517470994063,
1663.0,-0.06766641491539789,-0.06766641491539789
1664.0,-0.06766641491539789,
1665.0,-0.06773679192027296,-0.06773679192027296
1666.0,-0.06773679192027296,
1667.0,-0.067275276426259,-0.067275276426259
1668.0,-0.067275276426259,
1669.0,-0.06716684989982408,-0.06716684989982408
1670.0,-0.06716684989982408,
1671.0,-0.06763491183184142,-0.06763491183184142
1672.0,-0.06763491183184142,
1673.0,-0.06723886053863207,-0.06723886053863207
1674.0,-0.06723886053863207,
1675.0,-0.06719327379642084,-0.06719327379642084
1676.0,-0.06719327379642084,
1677.0,-0.0670951703663466,-0.0670951703663466
1678.0,-0.0670951703663466,
1679.0,-0.0673289240554195,-0.0673289240554195
1680.0,-0.0673289240554195,
1681.0,-0.06713154630369775,-0.06713154630369775
1682.0,-0.06713154630369775,
1683.0,-0.06688306656747152,-0.06688306656747152
1684.0,-0.06688306656747152,
1685.0,-0.06710276579286908,-0.06710276579286908
1686.0,-0.06710276579286908,
1687.0,-0.06669573761581854,-0.06669573761581854
1688.0,-0.06669573761581854,
1689.0,-0.06652807619614731,-0.06652807619614731
1690.0,-0.06652807619614731,
1691.0,-0.0667213239529379,-0.0667213239529379
1692.0,-0.0667213239529379,
1693.0,-0.06651306471897417,-0.06651306471897417
1694.0,-0.06651306471897417,
1695.0,-0.06631288470480838,-0.06631288470480838
1696.0,-0.06631288470480838,
1697.0,-0.06619478440949728,-0.06619478440949728
1698.0,-0.06619478440949728,
1699.0,-0.06654993515833328,-0.06654993515833328
1700.0,-0.06654993515833328,
1701.0,-0.0663702871176268,-0.0663702871176268
1702.0,-0.0663702871176268,
1703.0,-0.06589848259320114,-0.06589848259320114
1704.0,-0.06589848259320114,
1705.0,-0.06571028683243027,-0.06571028683243027
1706.0,-0.06571028683243027,
1707.0,-0.06595691407040304,-0.06595691407040304
1708.0,-0.06595691407040304,
1709.0,-0.06558001614392028,-0.06558001614392028
1710.0,-0.06558001614392028,
1711.0,-0.0653844170703472,-0.0653844170703472
1712.0,-0.0653844170703472,
1713.0,-0.0652478746714295,-0.0652478746714295
1714.0,-0.0652478746714295,
1715.0,-0.06538709330999672,-0.06538709330999672
1716.0,-0.06538709330999672,
1717.0,-0.06497488537089315,-0.06497488537089315
1718.0,-0.06497488537089315,
1719.0,-0.06467486274223881,-0.06467486274223881
1720.0,-0.06467486274223881,
1721.0,-0.06483754234791428,-0.06483754234791428
1722.0,-0.06483754234791428,
1723.0,-0.06435405392373433,-0.06435405392373433
1724.0,-0.06435405392373433,
1725.0,-0.06416812743504444,-0.06416812743504444
1726.0,-0.06416812743504444,
1727.0,-0.06391913613438516,-0.06391913613438516
1728.0,-0.06391913613438516,
1729.0,-0.06404748628306922,-0.06404748628306922
1730.0,-0.06404748628306922,
1731.0,-0.06349734284451736,-0.06349734284451736
1732.0,-0.06349734284451736,
1733.0,-0.06321748441160294,-0.06321748441160294
1734.0,-0.06321748441160294,
1735.0,-0.06338393852481379,-0.06338393852481379
1736.0,-0.06338393852481379,
1737.0,-0.06279280389369299,-0.06279280389369299
1738.0,-0.06279280389369299,
1739.0,-0.06290256847698772,-0.06290256847698772
1740.0,-0.06290256847698772,
1741.0,-0.062264985704508766,-0.062264985704508766
1742.0,-0.062264985704508766,
1743.0,-0.06200986585206954,-0.06200986585206954
1744.0,-0.06200986585206954,
1745.0,-0.0619633014415547,-0.0619633014415547
1746.0,-0.0619633014415547,
1747.0,-0.06135321855731088,-0.06135321855731088
1748.0,-0.06135321855731088,
1749.0,-0.06113214477622924,-0.06113214477622924
1750.0,-0.06113214477622924,
1751.0,-0.06065869302041596,-0.06065869302041596
1752.0,-0.06065869302041596,
1753.0,-0.0607718900346793,-0.0607718900346793
1754.0,-0.0607718900346793,
1755.0,-0.06003210746616343,-0.06003210746616343
1756.0,-0.06003210746616343,
1757.0,-0.059586876418511917,-0.059586876418511917
1758.0,-0.059586876418511917,
1759.0,-0.05920100302430035,-0.05920100302430035
1760.0,-0.05920100302430035,
1761.0,-0.05910587936248506,-0.05910587936248506
1762.0,-0.05910587936248506,
1763.0,-0.05848186254554673,-0.05848186254554673
1764.0,-0.05848186254554673,
1765.0,-0.05781553642329392,-0.05781553642329392
1766.0,-0.05781553642329392,
1767.0,-0.05785068603473014,-0.05785068603473014
1768.0,-0.05785068603473014,
1769.0,-0.057052916342578426,-0.057052916342578426
1770.0,-0.057052916342578426,
1771.0,-0.05694745309924541,-0.05694745309924541
1772.0,-0.05694745309924541,
1773.0,-0.05605306197687292,-0.05605306197687292
1774.0,-0.05605306197687292,
1775.0,-0.05561800207284737,-0.05561800207284737
1776.0,-0.05561800207284737,
1777.0,-0.05491322776663467,-0.05491322776663467
1778.0,-0.05491322776663467,
1779.0,-0.054232374726930925,-0.054232374726930925
1780.0,-0.054232374726930925,
1781.0,-0.05378138656816617,-0.05378138656816617
1782.0,-0.05378138656816617,
1783.0,-0.05297270548496612,-0.05297270548496612
1784.0,-0.05297270548496612,
1785.0,-0.052266262254358965,-0.052266262254358965
1786.0,-0.052266262254358965,
1787.0,-0.05196180316179444,-0.05196180316179444
1788.0,-0.05196180316179444,
1789.0,-0.05100015787558357,-0.05100015787558357
1790.0,-0.05100015787558357,
1791.0,-0.05012871590359612,-0.05012871590359612
1792.0,-0.05012871590359612,
1793.0,-0.04950940421749685,-0.04950940421749685
1794.0,-0.04950940421749685,
1795.0,-0.048521995489728985,-0.048521995489728985
1796.0,-0.048521995489728985,
1797.0,-0.047799853803245654,-0.047799853803245654
1798.0,-0.047799853803245654,
1799.0,-0.04675652755685577,-0.04675652755685577
1800.0,-0.04675652755685577,
1801.0,-0.046099572340677616,-0.046099572340677616
1802.0,-0.046099572340677616,
1803.0,-0.04504068572655538,-0.04504068572655538
1804.0,-0.04504068572655538,
1805.0,-0.04378789524829046,-0.04378789524829046
1806.0,-0.04378789524829046,
1807.0,-0.042814830661295114,-0.042814830661295114
1808.0,-0.042814830661295114,
1809.0,-0.04205211736969565,-0.04205211736969565
1810.0,-0.04205211736969565,
1811.0,-0.04059747079373294,-0.04059747079373294
1812.0,-0.04059747079373294,
1813.0,-0.039608268042531876,-0.039608268042531876
1814.0,-0.039608268042531876,
1815.0,-0.038236846364439095,-0.038236846364439095
1816.0,-0.038236846364439095,
1817.0,-0.03692686214589222,-0.03692686214589222
1818.0,-0.03692686214589222,
1819.0,-0.03572791594877129,-0.03572791594877129
1820.0,-0.03572791594877129,
1821.0,-0.03424068992325626,-0.03424068992325626
1822.0,-0.03424068992325626,
1823.0,-0.03284322250319771,-0.03284322250319771
1824.0,-0.03284322250319771,
1825.0,-0.03150530623851017,-0.03150530623851017
1826.0,-0.03150530623851017,
1827.0,-0.029725560301422593,-0.029725560301422593
1828.0,-0.029725560301422593,
1829.0,-0.028085714439106634,-0.028085714439106634
1830.0,-0.028085714439106634,
1831.0,-0.02636661848529475,-0.02636661848529475
1832.0,-0.02636661848529475,
1833.0,-0.024852729417088916,-0.024852729417088916
1834.0,-0.024852729417088916,
1835.0,-0.02295899692012936,-0.02295899692012936
1836.0,-0.02295899692012936,
1837.0,-0.021056126732044135,-0.021056126732044135
1838.0,-0.021056126732044135,
1839.0,-0.018878317253752813,-0.018878317253752813
1840.0,-0.018878317253752813,
1841.0,-0.016863825710636843,-0.016863825710636843
1842.0,-0.016863825710636843,
1843.0,-0.014812593267653999,-0.014812593267653999
1844.0,-0.014812593267653999,
1845.0,-0.012509554454788428,-0.012509554454788428
1846.0,-0.012509554454788428,
1847.0,-0.010192968134362278,-0.010192968134362278
1848.0,-0.010192968134362278,
1849.0,-0.0077738756610485765,-0.0077738756610485765
1850.0,-0.0077738756610485765,
1851.0,-0.005349209470456355,-0.005349209470456355
1852.0,-0.005349209470456355,
1853.0,-0.0027435441428005566,-0.0027435441428005566
1854.0,-0.0027435441428005566,
1855.0,-1.3745660869694809e-05,-1.3745660869694809e-05
1856.0,-1.3745660869694809e-05,
1857.0,0.002794099389416174,0.002794099389416174
1858.0,0.002794099389416174,
1859.0,0.0053888458661005625,0.0053888458661005625
1860.0,0.0053888458661005625,
1861.0,0.008489669634562921,0.008489669634562921
1862.0,0.008489669634562921,
1863.0,0.011721737564235217,0.011721737564235217
1864.0,0.011721737564235217,
1865.0,0.015097119109282887,0.015097119109282887
1866.0,0.015097119109282887,
1867.0,0.018120095743590046,0.018120095743590046
1868.0,0.018120095743590046,
1869.0,0.021865314928181674,0.021865314928181674
1870.0,0.021865314928181674,
1871.0,0.025699386981493592,0.025699386981493592
1872.0,0.025699386981493592,
1873.0,0.02960904584215973,0.02960904584215973
1874.0,0.02960904584215973,
1875.0,0.03370950407412896,0.03370950407412896
1876.0,0.03370950407412896,
1877.0,0.03767930151847209,0.03767930151847209
1878.0,0.03767930151847209,
1879.0,0.04174574752929302,0.04174574752929302
1880.0,0.04174574752929302,
1881.0,0.0467587887889314,0.0467587887889314
1882.0,0.0467587887889314,
1883.0,0.051566764313196435,0.051566764313196435
1884.0,0.051566764313196435,
1885.0,0.05616114079599037,0.05616114079599037
1886.0,0.05616114079599037,
1887.0,0.06069873021324325,0.06069873021324325
1888.0,0.06069873021324325,
1889.0,0.06672978234597587,0.06672978234597587
1890.0,0.06672978234597587,
1891.0,0.07238022621518495,0.07238022621518495
1892.0,0.07238022621518495,
1893.0,0.07763497121990748,0.07763497121990748
1894.0,0.07763497121990748,
1895.0,0.08192082146815714,0.08192082146815714
1896.0,0.08192082146815714,
1897.0,0.08497583946761558,0.08497583946761558
1898.0,0.08497583946761558,
1899.0,0.08728875011968171,0.08728875011968171
1900.0,0.08728875011968171,
1901.0,0.08893498786355415,0.08893498786355415
1902.0,0.08893498786355415,
1903.0,0.0899104510205029,0.0899104510205029
1904.0,0.0899104510205029,
1905.0,0.09028499687492454,0.09028499687492454
1906.0,0.09028499687492454,
1907.0,0.09017923981823643,0.09017923981823643
1908.0,0.09017923981823643,
1909.0,0.08958933749016834,0.08958933749016834
1910.0,0.08958933749016834,
1911.0,0.0887716427791555,0.0887716427791555
1912.0,0.0887716427791555,
1913.0,0.0876684886853448,0.0876684886853448
1914.0,0.0876684886853448,
1915.0,0.08621870556548306,0.08621870556548306
1916.0,0.08621870556548306,
1917.0,0.08485903704893402,0.08485903704893402
1918.0,0.08485903704893402,
1919.0,0.08311276442260192,0.08311276442260192
1920.0,0.08311276442260192,
1921.0,0.08134322764990609,0.08134322764990609
1922.0,0.08134322764990609,
1923.0,0.07956569752217527,0.07956569752217527
1924.0,0.07956569752217527,
1925.0,0.07790691745275974,0.07790691745275974
1926.0,0.07790691745275974,
1927.0,0.0760509398809513,0.0760509398809513
1928.0,0.0760509398809513,
1929.0,0.07432214902907894,0.07432214902907894
1930.0,0.07432214902907894,
1931.0,0.072834680701277,0.072834680701277
1932.0,0.072834680701277,
1933.0,0.07115416653364803,0.07115416653364803
1934.0,0.07115416653364803,
1935.0,0.06964183142442612,0.06964183142442612
1936.0,0.06964183142442612,
1937.0,0.06841239162599333,0.06841239162599333
1938.0,0.06841239162599333,
1939.0,0.06703731899112403,0.06703731899112403
1940.0,0.06703731899112403,
1941.0,0.06585134685577365,0.06585134685577365
1942.0,0.06585134685577365,
1943.0,0.06492389565891682,0.06492389565891682
1944.0,0.06492389565891682,
1945.0,0.06391691549812312,0.06391691549812312
1946.0,0.06391691549812312,
1947.0,0.06306726514678739,0.06306726514678739
1948.0,0.06306726514678739,
1949.0,0.06237248269514542,0.06237248269514542
1950.0,0.06237248269514542,
1951.0,0.06183433886651317,0.06183433886651317
1952.0,0.06183433886651317,
1953.0,0.06125120802272037,0.06125120802272037
1954.0,0.06125120802272037,
1955.0,0.06082735000777653,0.06082735000777653
1956.0,0.06082735000777653,
1957.0,0.060557172811299534,0.060557172811299534
1958.0,0.060557172811299534,
1959.0,0.060254292368326995,0.060254292368326995
1960.0,0.060254292368326995,
1961.0,0.060108553377625384,0.060108553377625384
1962.0,0.060108553377625384,
1963.0,0.060032804995391306,0.060032804995391306
1964.0,0.060032804995391306,
1965.0,0.05993534951049276,0.05993534951049276
1966.0,0.05993534951049276,
1967.0,0.0599490021774283,0.0599490021774283
1968.0,0.0599490021774283,
1969.0,0.060039538499204875,0.060039538499204875
1970.0,0.060039538499204875,
1971.0,0.06011504821283187,0.06011504821283187
1972.0,0.06011504821283187,
1973.0,0.06026014624367664,0.06026014624367664
1974.0,0.06026014624367664,
1975.0,0.060440865385503535,0.060440865385503535
1976.0,0.060440865385503535,
1977.0,0.060676467671501394,0.060676467671501394
1978.0,0.060676467671501394,
1979.0,0.060889055195155105,0.060889055195155105
1980.0,0.060889055195155105,
1981.0,0.06108577693932492,0.06108577693932492
1982.0,0.06108577693932492,
1983.0,0.06137520578323814,0.06137520578323814
1984.0,0.06137520578323814,
1985.0,0.061623361743586486,0.061623361743586486
1986.0,0.061623361743586486,
1987.0,0.06184649974734063,0.06184649974734063
1988.0,0.06184649974734063,
1989.0,0.062154720664066916,0.062154720664066916
1990.0,0.062154720664066916,
1991.0,0.06241300693556306,0.06241300693556306
1992.0,0.06241300693556306,
1993.0,0.06263959963773379,0.06263959963773379
1994.0,0.06263959963773379,
1995.0,0.06290603512667026,0.06290603512667026
1996.0,0.06290603512667026,
1997.0,0.06317785194893492,0.06317785194893492
1998.0,0.06317785194893492,
1999.0,0.06340964726823756,0.06340964726823756
2000.0,0.06340964726823756,
2001.0,0.06366911304740923,0.06366911304740923
2002.0,0.06366911304740923,
2003.0,0.06431756264252347,0.06431756264252347
2004.0,0.06431756264252347,
2005.0,0.0643942212793013,0.0643942212793013
2006.0,0.0643942212793013,
2007.0,0.06455725407320675,0.06455725407320675
2008.0,0.06455725407320675,
2009.0,0.06473556797540427,0.06473556797540427
2010.0,0.06473556797540427,
2011.0,0.06493328292509734,0.06493328292509734
2012.0,0.06493328292509734,
2013.0,0.06508251932975082,0.06508251932975082
2014.0,0.06508251932975082,
2015.0,0.06525168955087772,0.06525168955087772
2016.0,0.06525168955087772,
2017.0,0.06542626227782437,0.06542626227782437
2018.0,0.06542626227782437,
2019.0,0.06555947173312243,0.06555947173312243
2020.0,0.06555947173312243,
2021.0,0.06567110741410671,0.06567110741410671
2022.0,0.06567110741410671,
2023.0,0.06580443201199154,0.06580443201199154
2024.0,0.06580443201199154,
2025.0,0.06594647894364292,0.06594647894364292
2026.0,0.06594647894364292,
2027.0,0.06602656524233957,0.06602656524233957
2028.0,0.06602656524233957,
2029.0,0.06615064131805057,0.06615064131805057
2030.0,0.06615064131805057,
2031.0,0.0662150579575704,0.0662150579575704
2032.0,0.0662150579575704,
2033.0,0.06630638271977797,0.06630638271977797
2034.0,0.06630638271977797,
2035.0,0.06643172057687113,0.06643172057687113
2036.0,0.06643172057687113,
2037.0,0.06650928602566676,0.06650928602566676
2038.0,0.06650928602566676,
2039.0,0.0665334853084471,0.0665334853084471
2040.0,0.0665334853084471,
2041.0,0.06663572404692035,0.06663572404692035
2042.0,0.06663572404692035,
2043.0,0.06671378551524902,0.06671378551524902
2044.0,0.06671378551524902,
2045.0,0.06672282876234456,0.06672282876234456
2046.0,0.06672282876234456,
2047.0,0.06682080712970548,0.06682080712970548
2048.0,0.06682080712970548,
2049.0,0.06688149306767353,0.06688149306767353
2050.0,0.06688149306767353,
2051.0,0.06687854919056824,0.06687854919056824
2052.0,0.06687854919056824,
2053.0,0.06693018688491743,0.06693018688491743
2054.0,0.06693018688491743,
2055.0,0.06698650521183974,0.06698650521183974
2056.0,0.06698650521183974,
2057.0,0.06707546545960026,0.06707546545960026
2058.0,0.06707546545960026,
2059.0,0.06712473882945684,0.06712473882945684
2060.0,0.06712473882945684,
2061.0,0.06711778758620088,0.06711778758620088
2062.0,0.06711778758620088,
2063.0,0.06716129199630311,0.06716129199630311
2064.0,0.06716129199630311,
2065.0,0.0672054152615104,0.0672054152615104
2066.0,0.0672054152615104,
2067.0,0.06728701540296105,0.06728701540296105
2068.0,0.06728701540296105,
2069.0,0.06733818033356456,0.06733818033356456
2070.0,0.06733818033356456,
2071.0,0.0673081649097101,0.0673081649097101
2072.0,0.0673081649097101,
2073.0,0.06738620350631065,0.06738620350631065
2074.0,0.06738620350631065,
2075.0,0.06738100398665346,0.06738100398665346
2076.0,0.06738100398665346,
2077.0,0.06741492729968716,0.06741492729968716
2078.0,0.06741492729968716,
