seq,start,end,tick_delta
103.0,0.502627805499742,0.5035232014997746,0.0045306380002330116
104.0,0.5071270634998655,0.508144747499955,0.004482295999878261
105.0,0.5116030704998593,0.5124533974999395,0.00449483100010184
106.0,0.5161302564997641,0.5174533614999746,0.0047108489998208825
107.0,0.5206252194998342,0.5213781835000191,0.004205816999728995
108.0,0.5251566884999193,0.5261446384997726,0.004700706000221544
109.0,0.5296558615000322,0.5303305094998905,0.004369219000182056
110.0,0.534283815499748,0.5351925364998351,0.004734451999865996
111.0,0.5386270385001808,0.5393741174998468,0.004281765999621712
112.0,0.5432002464999641,0.5438991565001743,0.004488326000227971
113.0,0.5477912155001832,0.5486350165001568,0.004729730000235577
114.0,0.5522920855000848,0.5531378374998894,0.004448828000022331
115.0,0.5567165365000619,0.5599726784998893,0.0055162949997793476
116.0,0.5658188134998454,0.5694911504997435,0.009207266999965213
117.0,0.5746890864998022,0.577868157499779,0.008769980000124633
118.0,0.579098524499841,0.5797704394999528,0.003181311999924219
119.0,0.5836894814997322,0.5842992875000164,0.0046246370002336334
120.0,0.5880771574998107,0.5886809234998509,0.0043337179999980435
121.0,0.5927773815001274,0.5934652804999132,0.004789922000327351
122.0,0.597239543500109,0.5981179165000867,0.004540408000138996
123.0,0.6016576305000854,0.6024624695000966,0.004421289000219986
124.0,0.6061402334999002,0.6070907805001298,0.004542196999864245
125.0,0.6107727334997435,0.6141528534999452,0.005831560999922658
126.0,0.6197670325000217,0.6235308454997721,0.008962642999904347
127.0,0.6287223824997454,0.6319573714999933,0.008723670000108541
128.0,0.6377358414997616,0.6417366185000901,0.00922660799960795
129.0,0.6467290054997648,0.6498931625001205,0.008813877000193315
130.0,0.6557136185001582,0.6602625374998752,0.009519353000086994
131.0,0.6646817165001266,0.6668569624998781,0.00795539299997472
132.0,0.6692124844998943,0.671084815499853,0.004384630000004108
133.0,0.6736386074999245,0.6759567334997882,0.004673076000017318
134.0,0.6781150484998761,0.6795536875001744,0.0039656539997849904
135.0,0.6826255615001173,0.6837338635000378,0.0044424679999792716
136.0,0.6871276964998287,0.6881330004998745,0.004393727000206127
137.0,0.6916022824998436,0.6926385084998401,0.004560578000109672
138.0,0.6961360014997808,0.6971741144998305,0.004467881999971723
139.0,0.7006180944999869,0.7014163664998705,0.004413189000388229
140.0,0.7051175014998989,0.70588843250016,0.004456342000139557
141.0,0.7096257375001187,0.7103781074997642,0.004562112000257912
142.0,0.714127798500158,0.7148751115000778,0.0044287260002420226
143.0,0.7187749864997386,0.7195605584997793,0.004761663999943266
144.0,0.7232923765000123,0.7242679334999593,0.0045087990001775324
145.0,0.7278475674997935,0.7287212104997707,0.004586583000218525
146.0,0.7322958905001542,0.7331374205000429,0.004407466999964527
147.0,0.7366886165000324,0.7372976954998194,0.004301493999719241
148.0,0.7411612235000575,0.7419913385001564,0.004556674000014027
149.0,0.7456432984999992,0.7463790745000551,0.004488758999741549
150.0,0.7502886715001296,0.75119925350009,0.004681070000060572
151.0,0.7546149025001796,0.755401574499956,0.004312835999826348
152.0,0.7592621324997708,0.7600722534998567,0.004609592000178964
153.0,0.7637162014998466,0.7643185964998338,0.0043648329997267865
154.0,0.7681052564998936,0.7689448715000253,0.004500966000250628
155.0,0.7727625524998984,0.7735973724998075,0.004684088999965752
156.0,0.7772689154999171,0.7783071385001676,0.0045275699999365315
157.0,0.7816565745001753,0.7823701144998267,0.004267690000233415
158.0,0.7862354554999911,0.7871791674997439,0.004692137000347429
159.0,0.7907598315000541,0.791715976499745,0.004546682000182045
160.0,0.7951168354998117,0.7961205225001322,0.004364980999980617
161.0,0.7995866414999,0.8002555264997682,0.004295249000279
162.0,0.8041441105001468,0.8051672364999831,0.004738529000405833
163.0,0.8086364424998465,0.8095151024999723,0.00445598800024527
164.0,0.8131262834999688,0.8138969305000501,0.00434774399991511
165.0,0.8176338895000299,0.8185723974997927,0.004682100000081846
166.0,0.8221425504998479,0.8230833684997378,0.004472789999908855
167.0,0.8266901634997339,0.8274813365001137,0.004483625999910146
168.0,0.8311353425001471,0.8319153854999968,0.004376303999833908
169.0,0.8357629854999686,0.8366934704999949,0.0047700099999019585
170.0,0.8402706584997759,0.841431856500094,0.004571582000153285
171.0,0.8446409385001061,0.8455871534997641,0.00429869499976121
172.0,0.8492029435001314,0.8527207514998736,0.005570593999891571
173.0,0.8581796505000057,0.8613336144999266,0.008860501000071963
174.0,0.8673014555001828,0.8710077135001484,0.009454775999984122
175.0,0.8761819685000773,0.8789150654997684,0.008598220000294532
176.0,0.8807314095001857,0.8830172644998129,0.00414601100010259
177.0,0.885492999500002,0.8871509864998188,0.004564902999845799
178.0,0.8897341414999573,0.8913907215001018,0.004174382999735826
179.0,0.8941855164998742,0.8952986354997847,0.004214252000110719
180.0,0.8987426095000046,0.8999720255001193,0.0046156410003277415
181.0,0.903171758499866,0.905304572499972,0.004825940000046103
182.0,0.9077020945001095,0.9102472055001272,0.004539468000075431
183.0,0.9133544784999685,0.915016935499807,0.005433311999695434
184.0,0.916687750499932,0.91828038750009,0.003288041999894631
185.0,0.9211407435000183,0.9223742045001018,0.0043077539999103465
186.0,0.9256213075000232,0.9271240984999167,0.004541032999895833
187.0,0.930163553499824,0.9310997164998298,0.004338602000188985
188.0,0.9346157595000477,0.9356850144999953,0.004534113999852707
189.0,0.9391450805001114,0.9400596205000511,0.004494888999943214
190.0,0.9436398325001392,0.9446299735000139,0.004476512000110233
191.0,0.9481615224999587,0.9512220185001752,0.005435751000277378
192.0,0.952584397499777,0.9557791924999037,0.004284595000171976
193.0,0.9616591334997793,0.9636391945000469,0.008876320999661402
194.0,0.9661600304998501,0.9679114854998261,0.004194268999981432
195.0,0.9706112815001688,0.9719157234999329,0.004299966999951721
196.0,0.9751132715000494,0.9763548605001233,0.004448679999768501
197.0,0.9796058604997597,0.9802543404998687,0.004269956999905844
198.0,0.9841533045000688,0.9878699205000885,0.005657228000018222
199.0,0.9930898884999806,0.9936955924999893,0.007782423999742605
200.0,0.9977057685000545,0.998518357499961,0.004749465000259079
201.0,1.002083931499783,1.0026582945001792,0.004239616000177193
202.0,1.0066724835000969,1.0072821184999157,0.004581322999911208
203.0,1.0111988684998323,1.011858622499858,0.004584045000228798
204.0,1.0156582145000357,1.0163103794998278,0.004415098000208673
205.0,1.0201891554997928,1.0208220035001432,0.004536447999726079
206.0,1.0246186935000878,1.0252356655000767,0.004422365000209538
207.0,1.0291270264997365,1.0298489174997485,0.004584014999636565
208.0,1.0336450014997354,1.0342992904998027,0.004455238999980793
209.0,1.0380785695001578,1.0386306904997582,0.004408288999911747
210.0,1.042659763500069,1.0432610914999714,0.004577352000069368
211.0,1.0471476194998104,1.047852295499979,0.004533405000074708
212.0,1.0515828204997888,1.052207698499842,0.00439078099998369
213.0,1.0560783685000388,1.05666647750013,0.004494000000249798
214.0,1.0606281324999145,1.0614960845000496,0.004644945999643824
215.0,1.0651598194999679,1.065781093499936,0.004466091999802302
216.0,1.0696513544999107,1.0702692424997622,0.004468351000014081
217.0,1.0741490394998436,1.0747594995000327,0.004550275999918085
218.0,1.0786298305001765,1.0793677765000211,0.004494223000165221
219.0,1.0832454804999543,1.083870330499849,0.0046042140002100496
220.0,1.087598413500018,1.0882197245000498,0.004303489999983867
221.0,1.0921880044998034,1.092776883499937,0.0046213609998631
222.0,1.0965980434998528,1.097379903500041,0.00444725900024423
223.0,1.1011255204998633,1.1017588555000657,0.004503500000282656
224.0,1.1056159674999435,1.1062831254998855,0.004453105999800755
225.0,1.1101168105001307,1.110743517499941,0.004505300999881001
226.0,1.1146055194999462,1.1154215854999165,0.0045988150000084715
227.0,1.1191267624999455,1.119736117499997,0.004415850999976101
228.0,1.1236127134998242,1.1242618295000284,0.004468653999992966
229.0,1.128093697499935,1.1288397114999498,0.004589556999690103
230.0,1.1326372825001272,1.1333974344997841,0.004506751999997505
231.0,1.1371303794999221,1.1377546674998484,0.004446508000000904
232.0,1.141583641499892,1.1422424504999071,0.004428559000189125
233.0,1.1461464955000338,1.1469271285000104,0.004702599999745871
234.0,1.1506256954999117,1.1513062495000668,0.00434648800001014
235.0,1.155117661499844,1.1557101174998934,0.004491115999826434
236.0,1.1596156744999462,1.1602643625001292,0.004484169000079419
237.0,1.16412587349987,1.1648119824999412,0.004579508000006172
238.0,1.1686381774998154,1.169405847500002,0.004523034000158077
239.0,1.1731278745000964,1.1737157735001347,0.004415017000155785
240.0,1.1776178105001236,1.1782905905001826,0.004482756000015797
241.0,1.1821203585000148,1.1827269635000448,0.004505775999859907
242.0,1.1866263414999594,1.1873164714997984,0.0045204780003587075
243.0,1.191125549500157,1.1917001635001725,0.004478178000226762
244.0,1.1956252945001324,1.196414340499814,0.004587368000102288
245.0,1.2001241005000338,1.2007526144998337,0.004449143999863736
246.0,1.2046005444999537,1.2052924654999515,0.004465600000003178
247.0,1.2091174735001005,1.2096856455000307,0.004487030999825947
248.0,1.2136265955000454,1.2145076494998648,0.004613472000073671
249.0,1.2180932964997737,1.2187506434997886,0.004415469999912602
250.0,1.2226216294998267,1.223302496499855,0.004495327999848087
251.0,1.22711575250014,1.227702506500009,0.0044712569997500395
252.0,1.2316064054998606,1.2324834844998804,0.004636610000034125
253.0,1.236199393500101,1.2368111904997932,0.00449106899986873
254.0,1.240742628499902,1.2433838844999627,0.005435366000256181
255.0,1.2451609784998254,1.2481197815000087,0.004675143999975262
256.0,1.2502039565001724,1.252790810499846,0.004488737000428955
257.0,1.258780498500073,1.261194638500001,0.008861995999723149
258.0,1.2631982504999542,1.2657838125001035,0.0042363689999547205
259.0,1.2691593734998605,1.2714544254999964,0.0060308900001473376
260.0,1.2767554924998876,1.2787921714998447,0.007421616000101494
261.0,1.2812175115000173,1.2818638935000308,0.0038815019997855416
262.0,1.2856953975001488,1.2863540314997408,0.004449101999853156
263.0,1.2902246515000115,1.2907695015001082,0.004483152999910089
264.0,1.2946758865000447,1.2955537365000964,0.004613727000105428
265.0,1.2991359944999203,1.2998815294999986,0.004455361000054836
266.0,1.3037873104999562,1.3047609674999876,0.00464653900007761
267.0,1.3081085674998576,1.3088752774997374,0.004320601000017632
268.0,1.3127004775001296,1.313524854499974,0.0045855919997848105
269.0,1.317235120499845,1.318012396499853,0.004527327999767294
270.0,1.3216097095000805,1.322465257499971,0.004388793000089208
271.0,1.3262887334999505,1.3270374825001454,0.004666014999656909
272.0,1.3307583794999118,1.331612699500056,0.0044814080001742695
273.0,1.3351576244999706,1.33577702950015,0.00430663099996309
274.0,1.3397615925000537,1.3405634874998213,0.004682343999775185
275.0,1.3442897635000008,1.3450841624999157,0.004542808000223886
276.0,1.3488004904997979,1.3497625205000077,0.004507646000092791
277.0,1.353240541499872,1.3537987204999808,0.004285207000066293
278.0,1.3577986645000237,1.3586481224997442,0.004709389999788982
279.0,1.3621993454999028,1.3629569384997922,0.004403630000069825
280.0,1.366645959500147,1.3674786974997915,0.0044550210000124935
281.0,1.3711201384999185,1.3717741474997638,0.004379610000341927
282.0,1.3756460485001298,1.3764986764999776,0.004609793999861722
283.0,1.3801497855001799,1.3808834994997596,0.004488113000206795
284.0,1.38465775450004,1.388032374499744,0.005500963000031334
285.0,1.393797112500124,1.3971293614999922,0.00938896499974362
286.0,1.4027999394998005,1.4066921355001796,0.0089609599999676
287.0,1.411723105499732,1.4151344414999585,0.008924696000121912
288.0,1.4208146914997997,1.4244722274997912,0.009126442999786377
289.0,1.4297586674997547,1.4331934014999206,0.00894363199995496
290.0,1.4388092445001348,1.4424459695001133,0.009002872000110074
291.0,1.4477306025000871,1.4509872954999992,0.008795870000085415
292.0,1.456813650499953,1.460452103499847,0.009235776999958034
293.0,1.4657135255001776,1.4681267575001584,0.008314806999806024
294.0,1.4702526944997771,1.4722964944999148,0.004426551000051404
295.0,1.4745989114999247,1.4757542164998085,0.0039282479997382325
296.0,1.479232756500096,1.48085358849994,0.004850837999583746
297.0,1.4836851095001293,1.4849853414998506,0.004297588000099495
298.0,1.488143579500047,1.4897014524999577,0.004597998000008374
299.0,1.4927311364999696,1.4941623945001083,0.004592228000092291
300.0,1.497163729499789,1.4989011034999749,0.004451926000001549
301.0,1.5016547274999539,1.5028925345000061,0.004309206000016275
302.0,1.5062143334998837,1.50778092749988,0.004714844999853085
303.0,1.5106332064997332,1.5118460445000892,0.004265982000106305
304.0,1.51520121249996,1.516866902500169,0.004706163000264496
305.0,1.5197336165001616,1.521209955500126,0.004566491000332462
306.0,1.5241402454998934,1.525522984500185,0.004234443999848736
307.0,1.5287308964998374,1.530175062499893,0.004745655000078841
308.0,1.5331524104999517,1.5347580534998997,0.004330279999976483
309.0,1.5376417434999894,1.5388700015000722,0.004426829000294674
310.0,1.5422398714999872,1.543839882499924,0.004755104000196297
311.0,1.5466386305001834,1.5478068604998043,0.0041772520003178215
312.0,1.5511649575000774,1.5526688294999076,0.00466477500003748
313.0,1.5557325864997438,1.5571754005000003,0.004645686999992904
314.0,1.560140454500015,1.5615021954999975,0.004233494000345672
315.0,1.5646280744999785,1.5660890845001632,0.004657165000025998
316.0,1.5692446895000103,1.5709531914999388,0.004658343999835779
317.0,1.5737395034998372,1.575213317500129,0.004472681000152079
318.0,1.578148970500024,1.579746037500172,0.004392800999994506
319.0,1.5826912785000786,1.5839928625000539,0.004411315999732324
320.0,1.5871761644998514,1.588783177499863,0.00464189800004533
321.0,1.5916787504997956,1.593121621499904,0.004484212000079424
322.0,1.5962547344997802,1.5978817024997625,0.004568970000036643
323.0,1.6006654584998614,1.6021573325001555,0.004419647999839071
324.0,1.6051949264997347,1.6065454814997793,0.004340271999808465
325.0,1.609697477500049,1.612654514499809,0.005275363000237121
326.0,1.614156903499861,1.6175488304997998,0.004363430000012158
327.0,1.6232704274998468,1.62561651850001,0.009022744000048988
328.0,1.6276361364998593,1.629805754500012,0.00409797400016032
329.0,1.6321065355000428,1.6336644735001755,0.004245152999828861
330.0,1.6366954844997963,1.6380816665000566,0.0044855529999949795
331.0,1.6411418664997655,1.6421492045001287,0.004353533000085008
332.0,1.6457324704997518,1.6471248745001503,0.0047671160000390955
333.0,1.650208607499735,1.65333080649998,0.0052697720002470305
334.0,1.6592705294997359,1.6631372824999744,0.009247506000065187
335.0,1.6681926165001641,1.6713272134998078,0.008693105000020296
336.0,1.6773107264998544,1.6808308194999881,0.009302015000230313
337.0,1.686268312500033,1.6888012264998906,0.008550067000214767
338.0,1.6906592935001754,1.6924948784999287,0.004042882000248937
339.0,1.6952382244999171,1.6966805335000572,0.0044758839999303746
340.0,1.69967281549998,1.7013870934997612,0.0044170520000079705
341.0,1.7041906674999154,1.7054905945001337,0.0044297730000835145
342.0,1.7087474115000987,1.7103447264998977,0.004665923999709776
343.0,1.7131439284999033,1.7143421834998662,0.004213530000015453
344.0,1.7177072085000873,1.7194184344998575,0.0047406940002474585
345.0,1.7221915264999552,1.7234227845001442,0.004318570000123145
346.0,1.726732903499851,1.7283534335001605,0.0047012750001158565
347.0,1.7311499464999542,1.7323056774998804,0.004204812999887508
348.0,1.7357305864998125,1.7374830324997674,0.004792557000200759
349.0,1.7401411814998937,1.7429924914999901,0.004943851000007271
350.0,1.7446531245000187,1.7476744504997441,0.0044546819999595755
351.0,1.749155204499857,1.751417547499841,0.004295705000004091
352.0,1.7536035224998159,1.7556263484998453,0.0044136399997114495
353.0,1.7581097544998556,1.7596068234997801,0.0041835570000330335
354.0,1.7627340234998883,1.7643361004998042,0.004712210999969102
355.0,1.7671395405000112,1.7682566835001126,0.004164164000030723
356.0,1.7716803954999705,1.7728194424998946,0.004580517999784206
357.0,1.7762366154997835,1.7773258295001142,0.0045812690000275325
358.0,1.7806982084998708,1.7816777385000933,0.004298612999718898
359.0,1.7852288814997337,1.786358536499847,0.004685216999860131
360.0,1.7897381904999747,1.7909357704998001,0.004508023000198591
361.0,1.7942348594997384,1.7953042804997494,0.004515600000104314
362.0,1.7987369044999468,1.7999373285001639,0.004480283999782841
363.0,1.80323579349988,1.8046518255000592,0.0045386679998955515
364.0,1.807808189500065,1.8114266554998721,0.0056140930000765366
365.0,1.816754727499756,1.8203520255001422,0.009024911999858887
366.0,1.8257531654999184,1.8292658864997975,0.008808152999790764
367.0,1.8347109864998856,1.8384001935000924,0.009093809999740188
368.0,1.8437895204997403,1.847350026499953,0.008976430000075197
369.0,1.8527166885000952,1.8551855374998922,0.008442142000149033
370.0,1.8572706975000983,1.8592733254999985,0.004376864999812824
371.0,1.8615411695000148,1.8627162034999856,0.003895344999818917
372.0,1.8661456515001191,1.867468570500023,0.004627352000170504
373.0,1.870620939499986,1.8720136984998135,0.0046316929997374245
374.0,1.8751422674999958,1.876300983499732,0.004299297000216029
375.0,1.879648863499824,1.8806570984997961,0.0044796649999625515
376.0,1.8841332824999881,1.8854439615001866,0.004565212999750656
377.0,1.8886088154999925,1.8895927435000885,0.004404655999678653
378.0,1.893133056500119,1.8940319624998665,0.0044177189997753885
379.0,1.8975953614999526,1.8983571955000116,0.004459482000129356
380.0,1.9021364694999647,1.9030567364998205,0.00457650599992121
381.0,1.9066246464999494,1.907259966500078,0.004397847000291222
382.0,1.911117606499829,1.9117536304997884,0.004441448999841668
383.0,1.915612055499878,1.9161722574999658,0.004494897999848035
384.0,1.9201162644999386,1.9209106164998957,0.004567291000057594
385.0,1.9247043874997871,1.9254077655000401,0.00465220500018404
386.0,1.9292396695000207,1.9328262025001095,0.0057308790001115995
387.0,1.938197576499988,1.9414381854999192,0.008799004999673343
388.0,1.9472082184997817,1.949537955500091,0.008547876999728032
389.0,1.9521262544999445,1.9537298754999028,0.00461497700007385
390.0,1.9561875575000158,1.9576602295001067,0.0040540380000493315
391.0,1.960633824499837,1.9618327944999692,0.004359725000085746
392.0,1.96512192650016,1.966222682499847,0.0043768720001935435
393.0,1.9696169945000293,1.9708224074997815,0.004673601999911625
394.0,1.97426034550017,1.9753184195001268,0.00451639500033707
395.0,1.9787500335000914,1.9797209664998263,0.00447616699966602
396.0,1.9832486935001725,1.9843302384997514,0.004494046000218077
397.0,1.9876380995001455,1.98856922449977,0.004347621999841067
398.0,1.9922885764999592,1.9958109835001778,0.0057293089998893265
399.0,2.001327557499735,2.004721412499748,0.009057118999862723
400.0,2.0102739154999654,2.0138244925001345,0.008986835000087012
401.0,2.019238742499965,2.0223861304998536,0.008712419999937993
402.0,2.0282380704998104,2.0317697924997447,0.009191576999910467
403.0,2.0372408755001743,2.0404321695000363,0.008893673000329727
404.0,2.04628809750011,2.048906641499798,0.008788378000190278
405.0,2.0516414825001448,2.053768168500028,0.005044191000251885
406.0,2.055148072499833,2.057197036499929,0.0035242789999756496
407.0,2.0596128974998464,2.0610852165000324,0.0042215359999318025
408.0,2.0642386575000273,2.065824157500174,0.0047178019999591925
409.0,2.068733889499981,2.0700126645001546,0.0043899669999518665
410.0,2.073244102499757,2.0745458884998698,0.004444041000169818
411.0,2.0777409034999437,2.0788018915000066,0.004489989000376227
412.0,2.082240143499803,2.0834449495000626,0.0044897869997839734
413.0,2.0866378474997873,2.087729590499748,0.004388813999867125
414.0,2.0911802575001275,2.0923651624998456,0.004567723000036494
415.0,2.0956834254998284,2.096536490500057,0.004325148000134504
416.0,2.100270325499878,2.1038246885000262,0.005779275999884703
417.0,2.1092550584999117,2.1123928104998413,0.008739990999856673
418.0,2.1182381194998925,2.1222241044997645,0.009173983999971824
419.0,2.1273090284998943,2.130675888499809,0.009112383999763551
420.0,2.1362481615001343,2.1392650335001235,0.008529026999894995
421.0,2.1406358035001176,2.143003711500114,0.004464562000066508
422.0,2.145251378499779,2.1472956775000966,0.004248748000009073
423.0,2.149680954500127,2.1508734594999623,0.004091463999884581
424.0,2.1541525084999193,2.155606542499754,0.004558326000278612
425.0,2.1586876024998674,2.1596107884997764,0.004343885000253067
426.0,2.163147223499891,2.164349034499992,0.004570256999613775
427.0,2.1676812844998494,2.1685432035001213,0.0043797150001410046
428.0,2.172233133499958,2.1735518625000623,0.00471399099978953
429.0,2.176685280499896,2.177556608499799,0.004284996000023966
430.0,2.181233036500089,2.1824274864998188,0.004691923999871506
431.0,2.185634598499746,2.1864947994999966,0.004254336000030889
432.0,2.190234828499797,2.1917939155000568,0.004875966999861703
433.0,2.194596309499957,2.1954629914998804,0.0040855560000636615
434.0,2.199274223499742,2.2028055894998033,0.005818680000174936
435.0,2.208252040500156,2.2118957365000824,0.009322705999693426
436.0,2.2172996105000493,2.2208358894999947,0.00873189399999319
437.0,2.226233113499802,2.2292885275001026,0.008699668000190286
438.0,2.235307031499815,2.238861052499942,0.009276395999677334
439.0,2.2442080764999446,2.246404964500016,0.008357748999969772
440.0,2.2487584764999156,2.250708168499841,0.004429653999977745
441.0,2.2530996985001366,2.254251902500073,0.003966279999986
442.0,2.2576478534997477,2.2591120024999327,0.004725140000118699
443.0,2.2622050595000474,2.263412572499874,0.004489050000302086
444.0,2.266735674500069,2.2681231864999063,0.0045392359998004395
445.0,2.2711557924999397,2.2724686574997577,0.00447617400004674
446.0,2.275652527499915,2.2769718045001355,0.004424504999860801
447.0,2.2801817595000102,2.281189793499834,0.004370458999801485
448.0,2.2846086654999453,2.2860040985001433,0.004596447000039916
449.0,2.289196461500069,2.2902985334999357,0.004472314999929949
450.0,2.2937032254999394,2.297092933500153,0.005356927999855543
451.0,2.302795128499838,2.3060442575001616,0.009287543000027654
452.0,2.311692696499904,2.3153935764999005,0.008682113999839203
453.0,2.320729139500145,2.3233496845000445,0.008927734999815584
