tick,force_value,force_target
59.0,0.049208145280664736,-0.06424789492580996
60.0,0.049208145280664736,
61.0,1.5345685737345283,-0.08472609749820756
62.0,1.5345685737345283,
63.0,-0.1839167363617119,-0.4364453907741479
64.0,-0.1839167363617119,
65.0,-0.10793770282505061,-0.42353775951440287
66.0,-0.10793770282505061,
67.0,-1.9028595933395684,-0.4237350435792139
68.0,-1.9028595933395684,
69.0,-0.10065063924018287,-0.023978903708597343
70.0,-0.10065063924018287,
71.0,-0.5915835518711904,-0.0029093315957471333
72.0,-0.5915835518711904,
73.0,-0.6373408362623131,0.1340746935264565
74.0,-0.6373408362623131,
75.0,0.17234532395620045,0.292907901228024
76.0,0.17234532395620045,
77.0,1.209373902607092,0.28568987217534514
78.0,1.209373902607092,
79.0,-0.04972669401041083,0.034360856098678505
80.0,-0.04972669401041083,
81.0,0.8307378828655656,0.04079890239217049
82.0,0.8307378828655656,
83.0,0.02595587026372584,-0.13009767807464762
84.0,0.02595587026372584,
85.0,-0.4306006581652315,-0.1306821629562968
86.0,-0.4306006581652315,
87.0,2.732559092922806,-0.036766635381918274
88.0,2.732559092922806,
89.0,-1.4966481766431499,-0.6670045428382434
90.0,-1.4966481766431499,
91.0,0.099231984583113,-0.3756493278520442
92.0,0.099231984583113,
93.0,-0.2571251744505153,-0.41803785313693564
94.0,-0.2571251744505153,
95.0,-1.3368879915636342,-0.38375568004438126
96.0,-1.3368879915636342,
97.0,-0.06054271206599097,-0.10073273299930535
98.0,-0.06054271206599097,
99.0,-0.01704382502766595,-0.09648657672900912
100.0,-0.01704382502766595,
101.0,0.25986108657659585,-0.1022802524333234
102.0,0.25986108657659585,
103.0,-1.1398594571823577,-0.17059053853497191
104.0,-1.1398594571823577,
105.0,-0.059282050493442706,0.08207845467862196
106.0,-0.059282050493442706,
107.0,1.6419961450139615,0.1072297573069314
108.0,1.6419961450139615,
109.0,-0.14562744660970559,-0.250394887533565
110.0,-0.14562744660970559,
111.0,-0.6721546256650011,-0.21518347829772694
112.0,-0.6721546256650011,
113.0,0.33318885190649894,-0.09006021515157869
114.0,0.33318885190649894,
115.0,-1.5446969704817854,-0.17333543642421856
116.0,-1.5446969704817854,
117.0,2.5788589695317237,0.1873995339557879
118.0,2.5788589695317237,
119.0,-0.9771369413376203,-0.7263105961207788
120.0,-0.9771369413376203,
121.0,-0.6936331467097314,-0.37082109192365476
122.0,-0.6936331467097314,
123.0,-1.6625966426994412,-0.19907582167267646
124.0,-1.6625966426994412,
125.0,-0.008942829550082965,0.31433976095784155
126.0,-0.008942829550082965,
127.0,0.2686666508424167,0.36854524129511246
128.0,0.2686666508424167,
129.0,1.0496042418434923,0.3578926587122704
130.0,1.0496042418434923,
131.0,1.453514610627299,0.15503668647979696
132.0,1.453514610627299,
133.0,-1.2164879092073468,-0.15512999101318342
134.0,-1.2164879092073468,
135.0,2.4838877540821587,0.11494218882739038
136.0,2.4838877540821587,
137.0,-0.3880783554865787,-0.374623753026462
138.0,-0.3880783554865787,
139.0,0.30410536756667017,-0.29896825959775764
140.0,0.30410536756667017,
141.0,-0.5192526550853809,-0.37478887022522844
142.0,-0.5192526550853809,
143.0,-1.4466620824789693,-0.26469864885538896
144.0,-1.4466620824789693,
145.0,-0.23474808508309236,0.03143500214776451
146.0,-0.23474808508309236,
147.0,-1.0751781481123506,0.09021570645438659
148.0,-1.0751781481123506,
149.0,0.6859485168472648,0.36042188854289026
150.0,0.6859485168472648,
151.0,-1.070574661787793,0.2507993496732963
152.0,-1.070574661787793,
153.0,0.9755490908684501,0.5403561636405314
154.0,0.9755490908684501,
155.0,-0.08502459416841968,0.36534956948022534
156.0,-0.08502459416841968,
157.0,1.4549338721891312,0.4138673060389205
158.0,1.4549338721891312,
159.0,0.838558840594045,0.10413777918854086
160.0,0.838558840594045,
161.0,-2.4237931935789767,-0.05955912538824659
162.0,-2.4237931935789767,
163.0,-0.3954059703675521,0.45299706857987465
164.0,-0.3954059703675521,
165.0,1.0407662928045012,0.5924638742422761
166.0,1.0407662928045012,
167.0,0.9057088240523058,0.3978735024627307
168.0,0.9057088240523058,
169.0,0.6151895181001994,0.22718554280010195
170.0,0.6151895181001994,
171.0,2.2087417872074826,0.11419263634547028
172.0,2.2087417872074826,
173.0,-0.40871276843814003,-0.37914895315293684
174.0,-0.40871276843814003,
175.0,-0.7223673101344044,-0.33096433259156277
176.0,-0.7223673101344044,
177.0,-0.20495979913669302,-0.2028433945822341
178.0,-0.20495979913669302,
179.0,0.5721935353391598,-0.17130547675802577
180.0,0.5721935353391598,
181.0,0.4530200236571288,-0.3128466132707104
182.0,0.4530200236571288,
183.0,-1.5753148416445615,-0.44855100299009654
184.0,-1.5753148416445615,
185.0,1.0998609802822492,-0.13608158631665512
186.0,1.0998609802822492,
187.0,0.39378330067728873,-0.38446337655562135
188.0,0.39378330067728873,
189.0,0.40728024050368816,-0.514927960763572
190.0,0.40728024050368816,
191.0,-1.2066280056412344,-0.6523374675571816
192.0,-1.2066280056412344,
193.0,-0.5158757561781306,-0.42551477878974275
194.0,-0.5158757561781306,
195.0,-1.4695511561068098,-0.32953744220057657
196.0,-1.4695511561068098,
197.0,0.39172355058338665,-0.029563236537092363
198.0,0.39172355058338665,
199.0,-1.7804853300841617,-0.1215577673958439
200.0,-1.7804853300841617,
201.0,-1.1153709443671336,0.2829079794309537
202.0,-1.1153709443671336,
203.0,2.205996055513862,0.6229273666850426
204.0,2.205996055513862,
205.0,-1.2456263749291958,-0.23557086334797428
206.0,-1.2456263749291958,
207.0,-0.25760169850327463,0.1267632127141758
208.0,-0.25760169850327463,
209.0,0.201740344396135,0.18702058427518575
210.0,0.201740344396135,
211.0,0.4038366627591798,0.14798925149966402
212.0,0.4038366627591798,
213.0,0.3267426196608282,0.061967344677282016
214.0,0.3267426196608282,
215.0,0.8838764875307408,0.010781682828458677
216.0,0.8838764875307408,
217.0,-2.8123916256707164,-0.17048504481402083
218.0,-2.8123916256707164,
219.0,-1.2044271478289827,0.47515075114501815
220.0,-1.2044271478289827,
221.0,0.15011990455769852,0.7856797520779137
222.0,0.15011990455769852,
223.0,0.502354247769305,0.8303029657440872
224.0,0.502354247769305,
225.0,0.8784282414312592,0.7910686809519907
226.0,0.8784282414312592,
227.0,-0.015890761652234575,0.6541653503303194
228.0,-0.015890761652234575,
229.0,0.3955771587227214,0.703681329269521
230.0,0.3955771587227214,
231.0,0.6994576877121583,0.6529863705381789
232.0,0.6994576877121583,
233.0,0.6115850723258538,0.42512675765571645
234.0,0.6115850723258538,
235.0,0.048743874425878464,0.1955079414110683
236.0,0.048743874425878464,
237.0,-0.31319525347514077,0.17411659883169217
238.0,-0.31319525347514077,
239.0,-0.058562273578773694,0.24520172111821004
240.0,-0.058562273578773694,
241.0,0.10661252445415026,0.26779142680383305
242.0,0.10661252445415026,
243.0,0.913775569105889,0.25560127732739324
244.0,0.913775569105889,
245.0,-0.6610775263279389,0.051037299736132136
246.0,-0.6610775263279389,
247.0,1.6579763592365588,0.18888769454412158
248.0,1.6579763592365588,
249.0,0.6742863446755452,-0.1817038761836618
250.0,0.6742863446755452,
251.0,0.35446471242328415,-0.3874796620198153
252.0,0.35446471242328415,
253.0,2.0899420641325426,-0.5280774085498274
254.0,2.0899420641325426,
255.0,1.0725734025358267,-1.1383843207322037
256.0,1.0725734025358267,
257.0,-1.0799904056970933,-1.5297336221357973
258.0,-1.0799904056970933,
259.0,-1.2042812247524448,-1.4647415898810179
260.0,-1.2042812247524448,
261.0,-1.803796339983608,-1.3502848850379254
262.0,-1.803796339983608,
263.0,0.055106236034330625,-1.0536840055982877
264.0,0.055106236034330625,
265.0,0.7677409316618764,-1.1531230297465414
266.0,0.7677409316618764,
267.0,-1.3798494493379148,-1.4511476763360456
268.0,-1.3798494493379148,
269.0,-1.6247926658538718,-1.145029140284474
270.0,-1.6247926658538718,
271.0,0.9604963216586795,-0.5657205747576795
272.0,0.9604963216586795,
273.0,-2.375151106806886,-1.0397255723708396
274.0,-2.375151106806886,
275.0,0.03542136448632349,-0.5724960195195623
276.0,0.03542136448632349,
277.0,0.7260184389544855,-0.5948372598088891
278.0,0.7260184389544855,
279.0,-0.8119515290030205,-0.7825323558880517
280.0,-0.8119515290030205,
281.0,-0.35225834073469764,-0.6358956650600538
282.0,-0.35225834073469764,
283.0,-0.034990494184287235,-0.573954754923395
284.0,-0.034990494184287235,
285.0,-0.8625530422695069,-0.5765504787285987
286.0,-0.8625530422695069,
287.0,-0.9721218943987211,-0.38758613692069277
288.0,-0.9721218943987211,
289.0,-0.2542185968103623,-0.1506249442766201
290.0,-0.2542185968103623,
291.0,0.39873197113913617,-0.05065267469621526
292.0,0.39873197113913617,
293.0,1.4606448160717076,-0.0928698231657421
294.0,1.4606448160717076,
295.0,-0.5100027502238228,-0.38866263340028673
296.0,-0.5100027502238228,
297.0,-0.2248691152113482,-0.2700020289617584
298.0,-0.2248691152113482,
299.0,1.4215162475879266,-0.1989583798437191
300.0,1.4215162475879266,
301.0,-0.6535694982508553,-0.49517486191407567
302.0,-0.6535694982508553,
303.0,-0.34313576912790283,-0.36232765392363286
304.0,-0.34313576912790283,
305.0,-0.05454695421724823,-0.2736990059587905
306.0,-0.05454695421724823,
307.0,-1.4432027059889725,-0.24883254202614902
308.0,-1.4432027059889725,
309.0,-1.0092156976075688,0.10118972301754692
310.0,-1.0092156976075688,
311.0,1.1443569726446072,0.39819491376452376
312.0,1.1443569726446072,
313.0,-1.1534047039870179,0.22470006701176892
314.0,-1.1534047039870179,
315.0,-0.09318132731932982,0.5549036874400213
316.0,-0.09318132731932982,
317.0,1.220030423126663,0.681434309801412
318.0,1.220030423126663,
319.0,1.7317265205620926,0.5083727144559225
320.0,1.7317265205620926,
321.0,2.280596983343428,0.18319740355245617
322.0,2.280596983343428,
323.0,-1.5022724731903714,-0.29213959050121807
324.0,-1.5022724731903714,
325.0,1.2970056167622503,0.03643542215385831
326.0,1.2970056167622503,
327.0,-1.145424923560065,-0.24164754255336052
328.0,-1.145424923560065,
329.0,0.6964336548969543,0.013125141307513508
330.0,0.6964336548969543,
331.0,-0.07804390398461467,-0.12253770421969701
332.0,-0.07804390398461467,
333.0,-0.5803548315445954,-0.08429540603496188
334.0,-0.5803548315445954,
335.0,-0.1680351892676809,0.05447237565125053
336.0,-0.1680351892676809,
337.0,-0.8003898083512984,0.10227327663858662
338.0,-0.8003898083512984,
339.0,-0.9120571868339983,0.2974541631426523
340.0,-0.9120571868339983,
341.0,1.0312316641677586,0.5360265686493011
342.0,1.0312316641677586,
343.0,0.4566382102961667,0.35741391281041623
344.0,0.4566382102961667,
345.0,1.1387508483608002,0.27621065298260244
346.0,1.1387508483608002,
347.0,-0.8709268550141253,0.07755650685366355
348.0,-0.8709268550141253,
349.0,0.1370556908704831,0.28320855505291326
350.0,0.1370556908704831,
351.0,1.5209006817537727,0.27057281689802204
352.0,1.5209006817537727,
353.0,-1.244976392571546,-0.05759200275710996
354.0,-1.244976392571546,
355.0,0.9676975327940422,0.24802349983367245
356.0,0.9676975327940422,
357.0,-0.5825527491546809,0.07853058541410363
358.0,-0.5825527491546809,
359.0,-0.15098545624896934,0.24100029526172087
360.0,-0.15098545624896934,
361.0,-0.8744582400110524,0.3069181624960958
362.0,-0.8744582400110524,
363.0,1.115872332017374,0.5361695610612083
364.0,1.115872332017374,
365.0,0.5114121198470927,0.3437025471325371
366.0,0.5114121198470927,
367.0,-0.3540567246024796,0.2707167653172252
368.0,-0.3540567246024796,
369.0,0.911153130546783,0.38950507629007003
370.0,0.911153130546783,
371.0,-1.2429837122059029,0.22121474154782195
372.0,-1.2429837122059029,
373.0,0.21591929073337118,0.5159652045152021
374.0,0.21591929073337118,
375.0,0.6840339768186867,0.49814813882220255
376.0,0.6840339768186867,
377.0,1.9171374635413292,0.3931181073114681
378.0,1.9171374635413292,
379.0,0.9742859585510069,-0.009908637390594777
380.0,0.9742859585510069,
381.0,-1.5147573367186926,-0.25366950461012694
382.0,-1.5147573367186926,
383.0,0.778534583378506,0.04789564714611405
384.0,0.778534583378506,
385.0,1.7270265133920264,-0.1390995028958526
386.0,1.7270265133920264,
387.0,0.2796447513247169,-0.5709589407211877
388.0,0.2796447513247169,
389.0,-1.3094790705336856,-0.7146257768869213
390.0,-1.3094790705336856,
391.0,-0.0016796735558963771,-0.4918160658626882
392.0,-0.0016796735558963771,
393.0,-1.0377675958819652,-0.5428054117413545
394.0,-1.0377675958819652,
395.0,-1.3517682380315976,-0.3615184946063893
396.0,-1.3517682380315976,
397.0,-1.3405941858588348,-0.06988799877943919
398.0,-1.3405941858588348,
399.0,1.5019515181974057,0.23186490230474122
400.0,1.5019515181974057,
401.0,1.911373579231123,-0.08770019884871841
402.0,1.911373579231123,
403.0,-0.6091283241107082,-0.5312135631407022
404.0,-0.6091283241107082,
405.0,-0.06283945555793147,-0.4379589316661232
406.0,-0.06283945555793147,
407.0,-0.06589461079635978,-0.45664936551654045
408.0,-0.06589461079635978,
409.0,-1.641925944378476,-0.4745979458994153
410.0,-1.641925944378476,
411.0,-0.4210327758600156,-0.1271818858406517
412.0,-0.4210327758600156,
413.0,-1.872502053737323,-0.049052008505326095
414.0,-1.872502053737323,
415.0,1.4799927922222844,0.36802695643770544
416.0,1.4799927922222844,
417.0,-0.2403319386948487,0.07544965486254407
418.0,-0.2403319386948487,
419.0,-0.2712905288035179,0.1386007851989305
420.0,-0.2712905288035179,
421.0,-0.514166815444746,0.20919354296342552
422.0,-0.514166815444746,
423.0,0.614081228761587,0.34593806153463813
424.0,0.614081228761587,
425.0,0.6906659700395748,0.22839326831499962
426.0,0.6906659700395748,
427.0,-0.48916669466879503,0.08637974270588888
428.0,-0.48916669466879503,
429.0,-0.1623624299120625,0.19251220627798626
430.0,-0.1623624299120625,
431.0,-0.7659500238915309,0.2380539625603455
432.0,-0.7659500238915309,
433.0,-0.04259518227392156,0.42668230705880084
434.0,-0.04259518227392156,
435.0,-0.7245702360740521,0.4694689227061323
436.0,-0.7245702360740521,
437.0,-0.7104175785323921,0.6740133943227209
438.0,-0.7104175785323921,
439.0,1.2086733858154848,0.8934434168743817
440.0,1.2086733858154848,
441.0,2.04839601597839,0.6824939244904972
442.0,2.04839601597839,
443.0,-1.3231189408639832,0.2642765533443463
444.0,-1.3231189408639832,
445.0,2.247315082053602,0.562474900908012
446.0,2.247315082053602,
447.0,-0.31454682343999096,0.09335488112714074
448.0,-0.31454682343999096,
449.0,0.6406408181960657,0.16435269135621855
450.0,0.6406408181960657,
451.0,-1.4815618960876853,0.022791064482741152
452.0,-1.4815618960876853,
453.0,-0.6378123181748212,0.41524004768918
454.0,-0.6378123181748212,
455.0,0.849854168716544,0.7318270489826262
456.0,0.849854168716544,
457.0,0.35334957940829426,0.43261731511403223
458.0,0.35334957940829426,
459.0,-0.03657516178415349,0.33192605783437346
460.0,-0.03657516178415349,
461.0,-1.409428337684039,0.3570557672593593
462.0,-1.409428337684039,
463.0,2.270416394195192,0.6649843444453145
464.0,2.270416394195192,
465.0,-1.6672380490516951,0.18679540890360014
466.0,-1.6672380490516951,
467.0,1.4872850099124277,0.5633829680207595
468.0,1.4872850099124277,
469.0,1.7717469760467779,0.26210464879862627
470.0,1.7717469760467779,
471.0,-1.6447185185116788,-0.17517372874705783
472.0,-1.6447185185116788,
473.0,-0.361859910734572,0.1517863584124568
474.0,-0.361859910734572,
475.0,-0.38439144574580686,0.22656955882546614
476.0,-0.38439144574580686,
477.0,-0.2652180888267034,0.3183244825032492
478.0,-0.2652180888267034,
479.0,-0.9165446923432534,0.3935831798318092
480.0,-0.9165446923432534,
481.0,0.538306344035499,0.6345348577376589
482.0,0.538306344035499,
483.0,-0.34939522907959686,0.47261526889368943
484.0,-0.34939522907959686,
485.0,0.1407816678346051,0.6683293471507061
486.0,0.1407816678346051,
487.0,1.014796113602684,0.6657682838035215
488.0,1.014796113602684,
489.0,1.6602736663908435,0.2517282401859835
490.0,1.6602736663908435,
491.0,-0.4688704288803759,-0.2704005833823495
492.0,-0.4688704288803759,
493.0,-1.189169004371604,-0.24612183372554908
494.0,-1.189169004371604,
495.0,-0.06193397128701461,-0.024218660280850512
496.0,-0.06193397128701461,
497.0,-1.6722719783931614,-0.04299892845138187
498.0,-1.6722719783931614,
499.0,1.1278768288906769,0.31162526469349133
500.0,1.1278768288906769,
501.0,1.664892460047696,0.053561091396951976
502.0,1.664892460047696,
503.0,-0.11627989223704494,-0.33839333045538833
504.0,-0.11627989223704494,
505.0,-1.262731664145877,-0.3823203431221902
506.0,-1.262731664145877,
507.0,0.023010654197456626,-0.030105022196612707
508.0,0.023010654197456626,
509.0,2.115711599228548,-0.05732792065715864
510.0,2.115711599228548,
511.0,-1.2113335668659524,-0.5617567008897602
512.0,-1.2113335668659524,
513.0,0.4711898464746437,-0.3563078637704814
514.0,0.4711898464746437,
515.0,-0.13273435361294866,-0.5110054423897721
516.0,-0.13273435361294866,
517.0,-0.6896460172206376,-0.5390372567334434
518.0,-0.6896460172206376,
519.0,-0.34154419071787867,-0.43785671261371983
520.0,-0.34154419071787867,
521.0,-1.1300113040721826,-0.3998045810073708
522.0,-1.1300113040721826,
523.0,-0.4386923243991368,-0.16724202667647814
524.0,-0.4386923243991368,
525.0,0.7527485837132355,-0.09655908727896867
526.0,0.7527485837132355,
527.0,-0.08650973753984939,-0.285830993929784
528.0,-0.08650973753984939,
529.0,-0.3674654313027803,-0.30956727728138733
530.0,-0.3674654313027803,
531.0,-0.7217137964310867,-0.2662372753645246
532.0,-0.7217137964310867,
533.0,0.964625097337509,-0.056074522735869214
534.0,0.964625097337509,
535.0,0.9921887567164704,-0.39386340942027576
536.0,0.9921887567164704,
537.0,0.07555770656711447,-0.7271136582374449
538.0,0.07555770656711447,
539.0,-1.9156634994536863,-0.8031423309194087
540.0,-1.9156634994536863,
541.0,-0.15446997155207776,-0.4382517438051981
542.0,-0.15446997155207776,
543.0,0.5657546890906244,-0.4445549912904403
544.0,0.5657546890906244,
545.0,-0.6522106193589503,-0.6079918467099238
546.0,-0.6522106193589503,
547.0,0.7026776758310829,-0.5168156003507645
548.0,0.7026776758310829,
549.0,-0.018188404359549604,-0.7096559731868367
550.0,-0.018188404359549604,
551.0,-0.34917509025691995,-0.7383083813925737
552.0,-0.34917509025691995,
553.0,-1.0356400423027463,-0.7217032352244541
554.0,-1.0356400423027463,
555.0,-0.421891014698863,-0.5538142296727008
556.0,-0.421891014698863,
557.0,-2.2958217612917284,-0.49134883581302347
558.0,-2.2958217612917284,
559.0,-0.1307065293702628,0.06641962479990449
560.0,-0.1307065293702628,
561.0,1.1901125924834117,0.2294821666888902
562.0,1.1901125924834117,
563.0,0.59551081083324,-0.2082397481343251
564.0,0.59551081083324,
565.0,-1.0802010200239311,-0.360499551676353
566.0,-1.0802010200239311,
567.0,-0.29908071810730286,-0.045357381593899015
568.0,-0.29908071810730286,
569.0,0.49488823786263564,0.04761554251456612
570.0,0.49488823786263564,
571.0,0.3950257716800138,-0.04108422961635627
572.0,0.3950257716800138,
573.0,-0.6795952194500628,-0.11741894151681032
574.0,-0.6795952194500628,
575.0,-0.21963040941019685,0.028370351196534305
576.0,-0.21963040941019685,
577.0,-1.1769402263059068,0.10398021475787744
578.0,-1.1769402263059068,
579.0,-0.41045860424876,0.40411912825036245
580.0,-0.41045860424876,
581.0,-1.3796811473230886,0.5701022396502262
582.0,-1.3796811473230886,
583.0,0.9836566677637637,0.9500747048815317
584.0,0.9836566677637637,
585.0,1.9375340105113017,0.8266127168985071
586.0,1.9375340105113017,
587.0,0.8271033272230027,0.0866211844474366
588.0,0.8271033272230027,
589.0,-0.6412547634142198,-0.25876404479531523
590.0,-0.6412547634142198,
591.0,1.2926170925381095,-0.002191628033534676
592.0,1.2926170925381095,
593.0,-0.4663884487523101,-0.575210783663969
594.0,-0.4663884487523101,
595.0,-0.15420827905593998,-0.5223087391586052
596.0,-0.15420827905593998,
597.0,-0.8820879890135664,-0.5305065642579891
598.0,-0.8820879890135664,
599.0,-2.2952919534533223,-0.3608680694165194
600.0,-2.2952919534533223,
601.0,-1.1404234736800842,0.10680626499928259
602.0,-1.1404234736800842,
603.0,0.10847320844722302,0.41080741714838176
604.0,0.10847320844722302,
605.0,1.2737457314606164,0.4316990302405841
606.0,1.2737457314606164,
607.0,1.738971868482157,0.19368563093369784
608.0,1.738971868482157,
609.0,1.6564168137590936,-0.2452048393988493
610.0,1.6564168137590936,
611.0,-0.8189618916058943,-1.039629865057658
612.0,-0.8189618916058943,
613.0,-1.88126271582034,-0.9580334992342703
614.0,-1.88126271582034,
615.0,-0.39414136987862924,-0.588444557039639
616.0,-0.39414136987862924,
617.0,0.8840910191663247,-0.5371695204484042
618.0,0.8840910191663247,
619.0,-0.3839827423546976,-0.767412380842277
620.0,-0.3839827423546976,
621.0,-1.1732559464713948,-0.7294522919676878
622.0,-1.1732559464713948,
623.0,0.5342868951716753,-0.5031605242150552
624.0,0.5342868951716753,
625.0,-1.6025044846217673,-0.6462614189205819
626.0,-1.6025044846217673,
627.0,-0.9561884065362688,-0.33348598998388224
628.0,-0.9561884065362688,
629.0,-0.28507507732732124,-0.1306884907095287
630.0,-0.28507507732732124,
631.0,-0.3657130372034945,-0.055075967499124356
632.0,-0.3657130372034945,
633.0,1.297740816896044,0.055631122128474875
634.0,1.297740816896044,
635.0,0.4654761338133505,-0.21397528144580313
636.0,0.4654761338133505,
637.0,0.03856275863535513,-0.32587783114689156
638.0,0.03856275863535513,
639.0,0.3272534967459838,-0.354878930134673
640.0,0.3272534967459838,
641.0,-0.2793771363344124,-0.4464285605729287
642.0,-0.2793771363344124,
643.0,-0.3929877209065538,-0.4187360715717537
644.0,-0.3929877209065538,
645.0,-0.11617802757024237,-0.35773073644747166
646.0,-0.11617802757024237,
647.0,-1.5147883020314141,-0.35141199719236993
648.0,-1.5147883020314141,
649.0,-1.986471304905191,-0.023240121543664838
650.0,-1.986471304905191,
651.0,1.038482710168712,0.4630726337569264
652.0,1.038482710168712,
653.0,-1.164764964157425,0.2891285657198426
654.0,-1.164764964157425,
655.0,1.2312099771873926,0.5945320932830622
656.0,1.2312099771873926,
657.0,0.4672601555073374,0.388739573282771
658.0,0.4672601555073374,
659.0,0.3191451783670324,0.33372031635837707
660.0,0.3191451783670324,
661.0,2.1687662255978095,0.3018457152091192
662.0,2.1687662255978095,
663.0,0.5823188234219666,-0.15506571086633958
664.0,0.5823188234219666,
665.0,0.4976124126811967,-0.2867785613252076
666.0,0.4976124126811967,
667.0,-0.580532844736752,-0.4120944216357727
668.0,-0.580532844736752,
669.0,-1.4326980571872463,-0.3050484472359385
670.0,-1.4326980571872463,
671.0,-0.49894889761617284,-0.0022446177063831785
672.0,-0.49894889761617284,
673.0,0.14836938254398713,0.1132565538315084
674.0,0.14836938254398713,
675.0,0.9870661937674559,0.09176201231755854
676.0,0.9870661937674559,
677.0,0.8593654135547405,-0.13090957892126853
678.0,0.8593654135547405,
679.0,1.0459043538576933,-0.31066827674398234
680.0,1.0459043538576933,
681.0,-0.8105606361385709,-0.5651061014908461
682.0,-0.8105606361385709,
683.0,0.41658922921601726,-0.4171410604969352
684.0,0.41658922921601726,
685.0,-2.2617720469184874,-0.5293902854812489
686.0,-2.2617720469184874,
687.0,1.3414627836590078,-0.010725656130133099
688.0,1.3414627836590078,
689.0,-0.5062144002959196,-0.29302599363751125
690.0,-0.5062144002959196,
691.0,-0.2692174388646823,-0.19199464272227734
692.0,-0.2692174388646823,
693.0,-0.7267238502018682,-0.14439165153924172
694.0,-0.7267238502018682,
695.0,1.8833732837007862,0.0065026795447921115
696.0,1.8833732837007862,
697.0,-0.7255185988062032,-0.41091624862090015
698.0,-0.7255185988062032,
699.0,-2.2516238023364146,-0.25650790741594776
700.0,-2.2516238023364146,
701.0,-0.931731759123853,0.2418807788942816
702.0,-0.931731759123853,
703.0,1.4106914963223196,0.493243035421576
704.0,1.4106914963223196,
705.0,-0.4160167529699992,0.22731677986269672
706.0,-0.4160167529699992,
707.0,-0.9738256584389489,0.3494451118566002
708.0,-0.9738256584389489,
709.0,0.1611699233749459,0.6139826306069023
710.0,0.1611699233749459,
711.0,0.7370137997947387,0.6453424848543543
712.0,0.7370137997947387,
713.0,0.681038032845203,0.5435369295242493
714.0,0.681038032845203,
715.0,0.4670503277619583,0.43492728999925445
716.0,0.4670503277619583,
717.0,-0.06837749381080238,0.3556252119639659
718.0,-0.06837749381080238,
719.0,-0.2707470181269896,0.3899458114785886
720.0,-0.2707470181269896,
721.0,2.7702088683150334,0.4742816658149033
722.0,2.7702088683150334,
723.0,-0.028781295097978096,-0.11306810389758959
724.0,-0.028781295097978096,
725.0,-0.010027655990489881,-0.12267211133799205
726.0,-0.010027655990489881,
727.0,-0.1901665592256857,-0.13615329795324893
728.0,-0.1901665592256857,
729.0,0.5665854882702275,-0.1047205064267005
730.0,0.5665854882702275,
731.0,-0.5383236862557977,-0.3085306596866073
732.0,-0.5383236862557977,
733.0,-0.8400236403267057,-0.13831596504938148
734.0,-0.8400236403267057,
735.0,0.41592437801235604,0.2337578166570779
736.0,0.41592437801235604,
737.0,-0.9326983208229624,0.1482824770199061
738.0,-0.9326983208229624,
739.0,-0.6800721546918189,0.3608329585904082
740.0,-0.6800721546918189,
741.0,1.798434272274567,0.5393378372836923
742.0,1.798434272274567,
743.0,0.4813791051048094,0.18494150791017436
744.0,0.4813791051048094,
745.0,-0.5077376033993761,0.0981187014025548
746.0,-0.5077376033993761,
747.0,-0.37094399144527596,0.22389755420991525
748.0,-0.37094399144527596,
749.0,1.7742490919891512,0.3221006861792041
750.0,1.7742490919891512,
