tick,tick_dt,input_force,output_ang_vel,output_angle,output_speed,output_position
1495.0,0.004592350000166334,-0.06729542110901848,0.0005564031584931238,-0.00023525686021018795,-0.0004635210279178278,-0.0010846128876152211
1496.0,0.00485493399992265,-0.06729542110901848,0.0005518257417704302,-0.00023255555959835532,-0.0004552624960696734,-0.0010868632516133384
1497.0,0.00549695800009431,-0.06730001846060842,0.0005475235554523266,-0.00022952219667247238,-0.0004459181630375011,-0.0010893658104332514
1498.0,0.004845491000196489,-0.06730001846060842,0.0005437338809938062,-0.00022686917621213254,-0.00043762205476021235,-0.0010915265028790739
1499.0,0.005483011000251281,-0.06736779883030591,0.0005371557479598556,-0.0002238878773614342,-0.00042886144987565376,-0.0010939259894192767
1500.0,0.0050019459999930405,-0.06736779883030591,0.000533798807109432,-0.00022120105331655313,-0.0004208980096993746,-0.0010960711312330334
1501.0,0.0048900509996201436,-0.06740641651347033,0.0005278454945109036,-0.0002185907499262516,-0.000413359122377027,-0.001098129343966102
1502.0,0.004850317000091309,-0.06740641651347033,0.0005235137283460425,-0.00021603053195080378,-0.0004058780743969241,-0.00110013426674451
1503.0,0.004479876000004879,-0.06741004787487483,0.000519539754660441,-0.00021368525536351327,-0.00039895502081767613,-0.001101952550188929
1504.0,0.0058715059999485675,-0.06741004787487483,0.0005142753725617188,-0.00021063477457681267,-0.00038979683948775907,-0.0011042950169873696
1505.0,0.0043729090002671,-0.06743783800392056,0.0005122674049849445,-0.00020838589517152182,-0.00038325161984970177,-0.0011059995630950412
1506.0,0.004993149999791058,-0.06743783800392056,0.0005054455144940426,-0.0002058280671784283,-0.0003755639332547531,-0.0011079131959206136
1507.0,0.005059734000042226,-0.067443501015571,0.000503816676759638,-0.00020327064732357395,-0.000367955267830616,-0.0011098134495228923
1508.0,0.005131214000357431,-0.067443501015571,0.0004992091543531494,-0.00020068545613817132,-0.00036007666703999895,-0.00111170150674469
1509.0,0.0044596530001399515,-0.06752841717047718,0.000494989657560087,-0.00019845915653526297,-0.00035397170331518156,-0.0011133073237331351
1510.0,0.005866027000138274,-0.06752841717047718,0.0004888797839763075,-0.0001955555338392263,-0.00034584373974503403,-0.001115383731302067
1511.0,0.004426051999871561,-0.06753261586531875,0.0004876575867993887,-0.0001933917264936612,-0.00033982204378803026,-0.0011169144536780087
1512.0,0.004839278999952512,-0.06753261586531875,0.00048093819797769883,-0.0001910318153746954,-0.00033300080054634093,-0.001118558947358233
1513.0,0.005452408000110154,-0.06755542923293029,0.0004784640563812242,-0.00018840954409648323,-0.0003256854712725081,-0.001120374603587175
1514.0,0.0049135270000988385,-0.06755542923293029,0.0004746588593585051,-0.00018605859803687728,-0.0003189858444796153,-0.0011219748679438123
1515.0,0.004653194000184158,-0.06765101208606726,0.0004689095652334915,-0.00018384991828037604,-0.0003134547425694916,-0.0011234591709614885
1516.0,0.004899116000160575,-0.06765101208606726,0.0004643143791074257,-0.0001815526759267123,-0.00030762936530739026,-0.001124994822106137
1517.0,0.005468099999689002,-0.06764705965705724,0.0004599602885139134,-0.0001790137584704594,-0.00030104451980379624,-0.0011266769702384786
1518.0,0.004842957000164461,-0.06764705965705724,0.00045614385401611173,-0.0001767861905714033,-0.00029516407283149186,-0.0011281349159030236
1519.0,0.005383134000112477,-0.0677036821254318,0.0004496689729595656,-0.00017433070708190683,-0.0002891306497443043,-0.0011297238236590945
1520.0,0.004942486999880202,-0.0677036821254318,0.0004464002768963919,-0.0001721082240288047,-0.00028363217035863505,-0.0011311528481367226
1521.0,0.0047727999999551685,-0.06773105534242095,0.0004407286703669802,-0.00016997764478725362,-0.00027846382848914936,-0.0011325065677593976
1522.0,0.004857576000176778,-0.06773105534242095,0.00043641952161155154,-0.00016783677177548915,-0.00027320586653467013,-0.0011338592269695838
1523.0,0.005408118999639555,-0.06772556800968849,0.00043203765422191186,-0.00016547656306884812,-0.00026724498156303173,-0.0011353367568072029
1524.0,0.004823916000077588,-0.06772556800968849,0.00042872056752271714,-0.00016339244971601106,-0.0002619018970000387,-0.0011366259241497052
1525.0,0.005320933999882982,-0.06777833126477216,0.00042258215501558106,-0.0001611112558718303,-0.00025645717918782476,-0.0011380194868580865
1526.0,0.004846348999762995,-0.06777833126477216,0.00041956036938154773,-0.00015906327526755287,-0.0002515403995250739,-0.0011392623678519254
1527.0,0.004414018999796099,-0.06780179349446985,0.0004145041094508432,-0.00015721132782554125,-0.0002471630983452145,-0.0011403726719546453
1528.0,0.005912313000408176,-0.06780179349446985,0.0004090990283038373,-0.0001547606497905124,-0.00024128000194242384,-0.0011418339775542128
1529.0,0.004536047999863513,-0.06778435528290468,0.0004083839926393449,-0.00015290495696142868,-0.00023667874840059005,-0.0011429284352244308
1530.0,0.004872803999660391,-0.06778435528290468,0.0004014199955176836,-0.0001509149818086984,-0.0002314792205212856,-0.0011440817243762718
1531.0,0.004603513999882125,-0.06779144243043363,0.00040010937927047717,-0.00014906703923950012,-0.0002267767864829212,-0.0011451473422086232
1532.0,0.00582955799973206,-0.06779144243043363,0.00039555279296561426,-0.00014673457840680607,-0.00022065983649895626,-0.0011464693506384183
1533.0,0.004449936999662896,-0.06786180547220831,0.00039373363801343706,-0.00014497439339806838,-0.00021666920129794357,-0.0011474512730091945
1534.0,0.0051504970001587935,-0.06786180547220831,0.0003863465773509248,-0.00014294646947661857,-0.00021182097610279114,-0.0011485672270805064
1535.0,0.0046641489998364705,-0.06784408528986452,0.00038605170973179037,-0.00014114449147427702,-0.000207437582563687,-0.0011495551916743407
1536.0,0.0058148140001321735,-0.06784408528986452,0.0003805287237006204,-0.00013889967258775364,-0.0002017353925985209,-0.0011507614026335857
1537.0,0.004495550000228832,-0.06791553583926241,0.0003790023702766391,-0.00013718898668383425,-0.00019806035795658577,-0.001151668314177828
1538.0,0.004836805999730132,-0.06791553583926241,0.00037187167516012547,-0.00013535582574536825,-0.00019387764886680988,-0.0011526262937055012
1539.0,0.005447861999982706,-0.06790696410508841,0.0003702058279477499,-0.0001333299201773935,-0.00018923562664102436,-0.0011536825123814086
1540.0,0.00488244999996823,-0.06790696410508841,0.00036696845861698495,-0.00013152240873274176,-0.00018497478750483402,-0.001154606445866696
1541.0,0.00465062700004637,-0.06801020628369621,0.0003610665372985387,-0.0001298157753109322,-0.0001817917447891261,-0.001155466694607794
1542.0,0.004857240999626811,-0.06801020628369621,0.0003567608471343232,-0.00012806198812237248,-0.00017849182828897817,-0.0011563497009239774
1543.0,0.005446869999559567,-0.06798966729151387,0.00035277664337993425,-0.00012611875816709908,-0.00017453637384553107,-0.0011573219227086512
1544.0,0.004839090000132273,-0.06798966729151387,0.0003494783005488451,-0.000124411640239839,-0.00017099250420792838,-0.0011581665199299864
1545.0,0.005302712999764481,-0.06804377084639135,0.00034298801747678674,-0.00012255845711238306,-0.00016756773602813813,-0.0011590732441049121
1546.0,0.004830492999644775,-0.06804377084639135,0.00034018913052823006,-0.0001209016558949994,-0.00016451804187087892,-0.0011598826788807623
1547.0,0.005376399999931891,-0.06805446823072271,0.0003340996318711702,-0.0001190726630536506,-0.00016109690129094192,-0.0011607671936810656
1548.0,0.004871187000389909,-0.06805446823072271,0.0003314392473763139,-0.0001174452012700447,-0.00015805890679417234,-0.0011615519268124372
1549.0,0.004543477999959578,-0.06807230935194296,0.0003260628347166916,-0.00011593931434126725,-0.00015526445358350966,-0.0011622700639781541
1550.0,0.004854228000112926,-0.06807230935194296,0.00032204044397968326,-0.0001143565309991893,-0.00015230264111685727,-0.0011630237530361614
1551.0,0.005475132999890775,-0.06804190525020126,0.0003192536589030562,-0.00011259331673705665,-0.0001486277621989919,-0.001163857630252511
1552.0,0.0048036250000222935,-0.06804190525020126,0.0003163479090705322,-0.00011105974187980135,-0.00014535378795660548,-0.0011645715822867074
1553.0,0.004661194999698637,-0.06810468643834512,0.0003107564082689008,-0.00010958518258787666,-0.00014266475163187092,-0.001165249104636318
1554.0,0.004979387000275892,-0.06810468643834512,0.0003073621859541443,-0.00010803780616829007,-0.00013984526959813558,-0.0011659594876459913
1555.0,0.004924510999899212,-0.06808250386312115,0.0003046606055788744,-0.00010652419770260582,-0.00013681544718231156,-0.0011666481572144111
1556.0,0.005897900000036316,-0.06808250386312115,0.0003001582840259677,-0.00010472733991695112,-0.0001330942335739085,-0.0011674550810403526
1557.0,0.004373186000066198,-0.06810728941621264,0.0002988255981482065,-0.00010341469191144486,-0.00013060439643006733,-0.0011680371268793074
1558.0,0.004818186999727914,-0.06810728941621264,0.00029125216151949557,-0.00010197489429926126,-0.0001276212513825638,-0.001168666403284294
1559.0,0.005474428000070475,-0.06804662871240669,0.0002929049273861276,-0.00010038045531115787,-0.00012384438951116436,-0.0011693650566362668
1560.0,0.0048203399996964436,-0.06804662871240669,0.00029059723797202747,-9.896855397357034e-05,-0.0001203590010061973,-0.0011699620287007654
1561.0,0.005468275000112044,-0.0681951078262207,0.00028377204535188014,-9.737948836206629e-05,-0.00011792658492853652,-0.001170620184817006
1562.0,0.0048923890003607085,-0.0681951078262207,0.0002822818284629782,-9.599116512877689e-05,-0.00011587654782827562,-0.0011711971275439603
1563.0,0.004597625999849697,-0.068215482998854,0.0002761338808882292,-9.469333885495039e-05,-0.00011395774064208655,-0.0011717298845730284
1564.0,0.004876776999935828,-0.068215482998854,0.0002722803937305436,-9.334669549573165e-05,-0.0001119829418137791,-0.0011722856310615564
1565.0,0.005481386000155908,-0.06816048206768555,0.0002699224594357758,-9.185422155742012e-05,-0.0001091598883363963,-0.0011728994527910707
1566.0,0.004827553000268381,-0.06816048206768555,0.00026758879632536196,-9.055115657853113e-05,-0.00010663509524514648,-0.001173426427937518
1567.0,0.005377245000090625,-0.06822752120014114,0.0002611254675862338,-8.91122660614103e-05,-0.00010441289901157601,-0.0011739998309702592
1568.0,0.004868856000030064,-0.06822752120014114,0.0002599234479806153,-8.784088376179241e-05,-0.00010253098830782048,-0.0011745082023400923
1569.0,0.004825163000077737,-0.06823998591428367,0.00025425315322291306,-8.658671075774372e-05,-0.00010061184937715745,-0.0011750029310712365
1570.0,0.004845140000270476,-0.06823998591428367,0.0002512422117703789,-8.535481863486848e-05,-9.874870506353483e-05,-0.0011754904095671549
1571.0,0.005468180000207212,-0.06820239545217012,0.0002481107170409667,-8.398098099725787e-05,-9.618850449099783e-05,-0.0011760303852612296
1572.0,0.004889302999799838,-0.06820239545217012,0.0002468311895046699,-8.276789252414697e-05,-9.392357341352744e-05,-0.0011765006800047836
1573.0,0.00455184799966446,-0.06826429313128783,0.00024135920970791053,-8.164435446794535e-05,-9.223755022631605e-05,-0.0011769282058345474
1574.0,0.005157503000191355,-0.06826429313128783,0.00023782750859264613,-8.039954361975299e-05,-9.038853878378633e-05,-0.0011774039212765698
1575.0,0.004795998000190593,-0.06820783851080486,0.00023768240450374343,-7.925892336415234e-05,-8.818466462594373e-05,-0.001177837424527817
1576.0,0.00491678900016268,-0.06820783851080486,0.0002333402788825748,-7.809028913215612e-05,-8.575081416535883e-05,-0.0011782710099168328
1577.0,0.005475745999774517,-0.06823319517338641,0.0002310775387578901,-7.681257703347859e-05,-8.339030597508834e-05,-0.0011787405595944762
1578.0,0.004789408000306139,-0.06823319517338641,0.00022981051602224593,-7.57058524206605e-05,-8.132575611134889e-05,-0.0011791399497930613
1579.0,0.005450209000173345,-0.06830301565951111,0.00022328343861200992,-7.445333707790157e-05,-7.956937396724702e-05,-0.0011795831921609652
1580.0,0.004923709999729908,-0.06830301565951111,0.00022333492810928433,-7.335395417843355e-05,-7.816876388529125e-05,-0.00117997496868324
1581.0,0.00480137000022296,-0.06832764192385872,0.0002171867101029701,-7.228164055460768e-05,-7.680214687495369e-05,-0.0011803502858411133
1582.0,0.005041043999881367,-0.06832764192385872,0.00021418101766547594,-7.118679279278913e-05,-7.546695274268184e-05,-0.0011807374488427952
1583.0,0.004469736999908491,-0.06826511028452621,0.00021261179184243613,-7.02294599734517e-05,-7.371366761116281e-05,-0.0011810747662737396
1584.0,0.004852484999901208,-0.06826511028452621,0.0002088162084798275,-6.919776444273415e-05,-7.171497706995977e-05,-0.0011814324607401104
1585.0,0.005541512000036164,-0.06824931554098645,0.00020927706193210835,-6.804060691764114e-05,-6.93868259694444e-05,-0.0011818298701461259
1586.0,0.0047975590000532975,-0.06824931554098645,0.00020781863109459484,-6.703658786566404e-05,-6.728525794318175e-05,-0.0011821627575375408
1587.0,0.00550611900007425,-0.06835791464140767,0.00020046076580048752,-6.589231375242467e-05,-6.589803689553621e-05,-0.0011825332381747266
1588.0,0.004109731999960786,-0.06835791464140767,0.00020148263173548663,-6.506847372847777e-05,-6.50806020054589e-05,-0.0011828040614456907
1589.0,0.0055969999998524145,-0.06836449823766282,0.00019169976164481117,-6.3940775438684e-05,-6.360105606104977e-05,-0.0011831683175751056
1590.0,0.004903418000139936,-0.06836449823766282,0.0001928959163701137,-6.30007913768123e-05,-6.283814414588502e-05,-0.0011834801801382233
1591.0,0.004457331000139675,-0.0683183013506095,0.00018996081531885966,-6.214099042897543e-05,-6.118925599223811e-05,-0.001183760270546116
1592.0,0.005860837999989599,-0.0683183013506095,0.00018649331800577046,-6.1027660864045654e-05,-5.924847444694231e-05,-0.0011841188908628263
1593.0,0.00459628899989184,-0.06827320634846103,0.0001917290511235872,-6.01704836779424e-05,-5.755269455814671e-05,-0.001184391213974187
1594.0,0.004899927000224125,-0.06827320634846103,0.000182530606123398,-5.923102532361458e-05,-5.519498077934111e-05,-0.0011846732179761881
1595.0,0.004875529999935679,-0.06825623137229701,0.00018576176440473306,-5.834109187755351e-05,-5.310236078988667e-05,-0.0011849423227608237
1596.0,0.004928396000195789,-0.06825623137229701,0.0001837768044705516,-5.742558434087191e-05,-5.077425214812353e-05,-0.0011852040322233416
1597.0,0.005576505999670189,-0.06837655622157104,0.0001808888457156174,-5.640075188814166e-05,-4.950483454838946e-05,-0.0011854871751450745
1598.0,0.004838304999793763,-0.06837655622157104,0.0001817246334188973,-5.5525556481508864e-05,-4.847245733516339e-05,-0.001185726694633584
1599.0,0.0053215980001368735,-0.06848885435744725,0.00017164022833562604,-5.4558491035731256e-05,-4.824631694460419e-05,-0.0011859846455656005
1600.0,0.004883385000084672,-0.06848885435744725,0.00017217212282008088,-5.372030571926595e-05,-4.832005889069883e-05,-0.0011862202509060771
1601.0,0.004603516999850399,-0.06844884375411477,0.00016577815775878775,-5.2927708424963375e-05,-4.777132268148003e-05,-0.0011864426931186142
1602.0,0.005052914999851055,-0.06844884375411477,0.000162477521281529,-5.2090045484976324e-05,-4.726465642633869e-05,-0.001186684077551554
1603.0,0.005429250999895885,-0.06834954540947333,0.00016428619754159322,-5.120791424009798e-05,-4.5727837798801225e-05,-0.0011869406892347164
1604.0,0.004832087000067986,-0.06834954540947333,0.00016085989959861873,-5.0414069040666646e-05,-4.4213198601967844e-05,-0.0011871616501252851
1605.0,0.004359525999916514,-0.06841812385186558,0.00015622695264549136,-4.971279612602251e-05,-4.3382485025149715e-05,-0.00118735439871413
1606.0,0.00587268099980065,-0.06841812385186558,0.0001523573800008441,-4.879532506956458e-05,-4.2319435418842074e-05,-0.0011876091702096613
1607.0,0.004598690999955579,-0.06832067903486015,0.00013077164636222875,-4.8094680557377885e-05,-4.0783385931284054e-05,-0.0011878037842164451
1608.0,0.004928313000164053,-0.06832067903486015,0.00014939418867854725,-4.745019695255806e-05,-3.871701207344552e-05,-0.001188004777507521
1609.0,0.004499501999816857,-0.06828639134028415,0.00015497573860827872,-4.6777997501837914e-05,-3.6909063895773196e-05,-0.0011881789847807724
1610.0,0.005823797999710223,-0.06828639134028415,0.00015146877678057262,-4.58754501053274e-05,-3.419019605237709e-05,-0.0011883939357132597
1611.0,0.004410722000102396,-0.06839140195319388,0.00012644184575263972,-4.5207363439252735e-05,-3.4338773793935206e-05,-0.0011885447391631757
1612.0,0.004828238999834866,-0.06839140195319388,0.00013882454316606563,-4.459687198837874e-05,-3.2980974309989105e-05,-0.001188710534970014
1613.0,0.0054304270001921395,-0.06815094259503203,0.00014518465896165745,-4.38429954408804e-05,-2.933419495499649e-05,-0.0011888896357433996
1614.0,0.004904111000087141,-0.06815094259503203,0.0001470341785240954,-4.3130993757822636e-05,-2.5752544712841717e-05,-0.0011890334938915571
1615.0,0.004765708000377344,-0.06831908872279874,0.00015143637660869013,-4.2430271796901445e-05,-2.3739123316191786e-05,-0.0011891562229999252
1616.0,0.0049210690003747,-0.06831908872279874,0.00015259831963824642,-4.1685042938443354e-05,-2.1823214419658377e-05,-0.0011892730448637727
1617.0,0.005352789999960805,-0.06852300388828746,0.0001499835356378934,-4.086821617907292e-05,-2.1876495933840336e-05,-0.0011893898599476852
1618.0,0.004836101999899256,-0.06852300388828746,0.000141753176189654,-4.014288050242254e-05,-2.1912374903834136e-05,-0.0011894956569134217
1619.0,0.005363821999708307,-0.06840756818191432,0.0001419258505861983,-3.938254169744795e-05,-2.052371850411264e-05,-0.0011896131909919967
1620.0,0.004884798000148294,-0.06840756818191432,0.0001257267353046702,-3.8689262586335144e-05,-2.1521091002465586e-05,-0.0011897134452111013
1621.0,0.005634831999941525,-0.06811383523207919,0.00014028225506623632,-3.798081355499221e-05,-1.706436126475249e-05,-0.0011898347129433557
1622.0,0.003988160000062635,-0.06811383523207919,0.00011641141229263774,-3.742134547661846e-05,-2.3016150324410378e-05,-0.0011899027683463783
1623.0,0.005469708000418905,-0.06805926150390712,9.33336048931729e-05,-3.678460904346136e-05,-3.498039056097003e-05,-0.0011900286599679467
1624.0,0.004809060999832582,-0.06805926150390712,6.422003729590603e-05,-3.633576204419582e-05,-4.30474679433415e-05,-0.0011901968827999524
1625.0,0.0054080339996289695,-0.06741864850067791,0.00010548537536216129,-3.5988457899042124e-05,-3.267350412639241e-05,-0.001190429684970188
1626.0,0.004809133999970072,-0.06741864850067791,0.00010435197219410341,-3.548116459388835e-05,-2.3067496143649617e-05,-0.0011905868162297804
1627.0,0.004405202000270947,-0.0679809262643998,0.00012260442878650276,-3.502147307724667e-05,-1.8023922070061103e-05,-0.0011906884332099337
1628.0,0.0060725299999830895,-0.0679809262643998,0.00011766340002094116,-3.4276954005309844e-05,-1.6439337254468167e-05,-0.0011907978840174215
1629.0,0.004889585000000807,-0.06828120572097603,5.5132282575489334e-05,-3.370162880951836e-05,-4.0704873540949924e-05,-0.0011908782655542709
1630.0,0.0048453800000061165,-0.06828120572097603,8.164414273996039e-05,-3.34344919501724e-05,-3.780925493062285e-05,-0.0011910754961344289
1631.0,0.00441811000018788,-0.06812789044290417,8.795147415449635e-05,-3.3073779146676214e-05,-3.432741724438372e-05,-0.0011912425415817375
1632.0,0.004874640000252839,-0.06812789044290417,9.051131357430105e-05,-3.2645047372681505e-05,-3.0309434485308572e-05,-0.0011914098753829424
1633.0,0.005387888000313978,-0.0682257400684661,8.741131929769703e-05,-3.215738255238187e-05,-2.708212543460053e-05,-0.001191573179221302
1634.0,0.0049077529997703095,-0.0682257400684661,9.295934306948373e-05,-3.172838938788472e-05,-2.4019282891270615e-05,-0.001191706091603644
1635.0,0.004661434999889025,-0.06819433807193606,9.870401892136955e-05,-3.129506545253394e-05,-2.0697761471598767e-05,-0.0011918180559295857
1636.0,0.005915547999848059,-0.06819433807193606,0.00010272339250115758,-3.071117709082667e-05,-1.662852361227129e-05,-0.0011919404945310603
1637.0,0.00440505899996424,-0.06834338103920752,5.44284198500934e-05,-3.0258674486182584e-05,-3.222146748588625e-05,-0.0011920137441586546
1638.0,0.0049005310002030456,-0.06834338103920752,6.211189261529026e-05,-2.9991946327415133e-05,-3.1900094422985154e-05,-0.0011921716464589412
1639.0,0.005384215000049153,-0.06781873421494203,6.620371520664716e-05,-2.9657522543514444e-05,-2.5000845116038072e-05,-0.0011923434034258364
1640.0,0.004881017000116117,-0.06781873421494203,8.150312185493351e-05,-2.9334381084119953e-05,-1.7898220139582928e-05,-0.001192465432975865
1641.0,0.0046308380001391924,-0.06796788902442169,9.43995133049457e-05,-2.8956953330304152e-05,-1.2451161792274887e-05,-0.0011925483167338222
1642.0,0.005158741999821359,-0.06796788902442169,0.00010030802205129328,-2.8469970596255235e-05,-8.15601412126991e-06,-0.0011926125490651065
1643.0,0.005465682000249217,-0.06827052929251577,6.107268540725741e-05,-2.792171884564888e-05,-2.3200772021334402e-05,-0.0011926571272446829
1644.0,0.004836821000026248,-0.06827052929251577,8.418472760293547e-05,-2.762632119834306e-05,-1.850053726455004e-05,-0.0011927693452260125
1645.0,0.005245509999895148,-0.06828728031553742,7.450919859409453e-05,-2.718472936786341e-05,-1.7188772484041454e-05,-0.0011928663899792372
1646.0,0.004824667000320915,-0.06828728031553742,6.609655403201234e-05,-2.6825247296186124e-05,-1.8209259019864515e-05,-0.0011929493200826169
1647.0,0.004286826000225119,-0.067857932770053,8.441926991170203e-05,-2.654190286983641e-05,-1.1829514377916158e-05,-0.0011930273800076282
1648.0,0.006069551999644318,-0.067857932770053,6.051354119201899e-05,-2.6029515721335324e-05,-2.0786790438176688e-05,-0.0011930991798602755
1649.0,0.004869857999892702,-0.06789249806249935,3.892543236964258e-06,-2.5734823368659533e-05,-4.2381479327768936e-05,-0.001193200408577983
1650.0,0.004858137000155693,-0.06789249806249935,3.825846461154486e-05,-2.571591286033533e-05,-3.574941109014039e-05,-0.0011934063036108265
1651.0,0.004512767000051099,-0.0678447718861959,4.95685834083737e-05,-2.5543261323763728e-05,-2.95187225062843e-05,-0.0011935676323734654
1652.0,0.004879213000094751,-0.0678447718861959,5.7704770833018294e-05,-2.530140564720131e-05,-2.2619470557622755e-05,-0.0011937116605080643
1653.0,0.005464852999921277,-0.06799898073581652,5.0849741725896e-05,-2.4986057557204717e-05,-1.8553359678985177e-05,-0.0011938352725895979
1654.0,0.004948586000409705,-0.06799898073581652,4.445302762753942e-05,-2.4734423237175498e-05,-2.0460099943910546e-05,-0.001193927085485566
1655.0,0.004790201000105299,-0.06761634547791819,6.497244100385925e-05,-2.452148429977635e-05,-1.199262346372838e-05,-0.0011940250934767795
1656.0,0.004906167999706668,-0.06761634547791819,7.818000731071325e-05,-2.4202718588860385e-05,-4.762367172215541e-06,-0.0011940839313022498
1657.0,0.0054706959999748506,-0.0680966063524619,7.111679961057272e-05,-2.377501953558766e-05,-6.426380594775983e-06,-0.0011941099847652893
1658.0,0.004823856000257365,-0.0680966063524619,3.721080618228551e-05,-2.34319623350671e-05,-2.025398829468933e-05,-0.0011941409846998813
1659.0,0.0053329679999478685,-0.067565686114601,4.6475909044786946e-05,-2.323351829644471e-05,-1.709552332495362e-05,-0.0011942489985713282
1660.0,0.004822504000003391,-0.067565686114601,3.1781500613823724e-05,-2.300938803917243e-05,-2.096526642700599e-05,-0.001194331441800945
1661.0,0.0043177099996682955,-0.06749517470994063,5.617087761707502e-05,-2.2872164736167657e-05,-1.0844184883211698e-05,-0.0011944219637414428
1662.0,0.005291065000164963,-0.06749517470994063,3.9406582180534035e-05,-2.2574960971579402e-05,-1.7939709222524376e-05,-0.0011944793410285336
1663.0,0.004765899000176432,-0.06766641491539789,2.846537546572521e-06,-2.2387153180964824e-05,-3.121201877943032e-05,-0.0011945648398707807
1664.0,0.004856244000166043,-0.06766641491539789,3.4292933815352196e-05,-2.2373329700083035e-05,-2.293484316053084e-05,-0.0011947164130497114
1665.0,0.005543065999972896,-0.06773679192027296,4.897111083327643e-05,-2.2183241704611835e-05,-1.3954064275675018e-05,-0.0011948435423990492
1666.0,0.004801233999842225,-0.06773679192027296,1.5870321876498432e-05,-2.1948119942269066e-05,-2.323003624522629e-05,-0.0011949105391268855
1667.0,0.005391825000060635,-0.067275276426259,2.7205185921793614e-05,-2.1862549944016353e-05,-1.944871695058559e-05,-0.0011950357914170648
1668.0,0.005123334000018076,-0.067275276426259,9.096319158556763e-06,-2.1723168690006413e-05,-2.456184150092376e-05,-0.0011951354336898745
1669.0,0.004771761000029073,-0.06716684989982408,4.7158019728408e-05,-2.1679763229001796e-05,-1.00146314458516e-05,-0.0011952526369272375
1670.0,0.004807812999843009,-0.06716684989982408,4.231870686341869e-05,-2.1453036288704703e-05,-9.772797155768745e-06,-0.0011953007854024914
1671.0,0.005318020999766304,-0.06763491183184142,5.6189700827115843e-05,-2.1227984516922087e-05,-2.044159575388685e-06,-0.0011953527573429921
1672.0,0.00482970099983504,-0.06763491183184142,1.4659841434945879e-05,-2.0956605062656934e-05,-1.923463756394069e-05,-0.0011953626300225371
1673.0,0.005277618000036455,-0.06723886053863207,3.069206267460585e-05,-2.0879236019622182e-05,-1.2834850643326671e-05,-0.0011954641430919689
1674.0,0.004790536000200518,-0.06723886053863207,1.25045698150469e-05,-2.0732204588459073e-05,-1.870782999111238e-05,-0.001195525628906033
1675.0,0.00527151699998285,-0.06719327379642084,2.722585217963862e-05,-2.066628653610158e-05,-1.2887844448486315e-05,-0.0011956242475498638
1676.0,0.004825998000342224,-0.06719327379642084,6.62997628430068e-06,-2.0534894627925032e-05,-1.979732507142534e-05,-0.001195686444261401
1677.0,0.004416574000060791,-0.0670951703663466,3.076623437178547e-05,-2.050561284704677e-05,-9.734010938183175e-06,-0.0011957738806125822
1678.0,0.004939118000038434,-0.0670951703663466,2.200600363888804e-05,-2.035365478506768e-05,-1.3147917546709984e-05,-0.0011958219580412196
1679.0,0.005296375999932934,-0.0673289240554195,-6.20380353059835e-06,-2.023710271554024e-05,-2.3266987305703068e-05,-0.0011958915943561632
1680.0,0.004872158000125637,-0.0673289240554195,1.3117116389634428e-05,-2.0267328626543053e-05,-1.4235679836464518e-05,-0.0011960049547945035
1681.0,0.005353211000056035,-0.06713154630369775,2.0218327073993434e-05,-2.0197109934797048e-05,-1.1583707780895071e-05,-0.0011960811613923974
1682.0,0.005004086999633728,-0.06713154630369775,-3.681620818400103e-06,-2.0095935667131736e-05,-2.003590273374201e-05,-0.0011961391272739114
1683.0,0.004546419999769569,-0.06688306656747152,2.5483522020810123e-05,-2.011267386165208e-05,-7.5875689622663926e-06,-0.0011962302189028136
1684.0,0.004843316000005871,-0.06688306656747152,1.1134196370478986e-05,-1.998924911171219e-05,-1.3702491493694266e-05,-0.0011962669678969697
1685.0,0.0054765989998486475,-0.06710276579286908,3.9908223092017365e-07,-1.9928271583005504e-05,-1.6208680277780967e-05,-0.0011963420109481794
1686.0,0.00482328799989773,-0.06710276579286908,-1.3012381437665186e-05,-1.9926346694470135e-05,-2.132661647472867e-05,-0.0011964201900812575
1687.0,0.005404629000167915,-0.06669573761581854,-1.4415569263616955e-06,-1.9996673788549385e-05,-1.7302726341367506e-05,-0.0011965354525311322
1688.0,0.005043712999849959,-0.06669573761581854,-2.1825688996462065e-05,-2.0003944587958898e-05,-2.3679032241160443e-05,-0.001196622722516913
1689.0,0.004425739999987854,-0.06652807619614731,1.626717761263591e-05,-2.0100539412777836e-05,-7.372786208214102e-06,-0.0011967275197570639
1690.0,0.004819288999897253,-0.06652807619614731,-9.358682354968868e-06,-2.0022143182649885e-05,-1.8882075866605495e-05,-0.0011967630513445356
1691.0,0.00533678100009638,-0.0667213239529379,-1.8036968212961274e-05,-2.007208842082782e-05,-2.0011869983186913e-05,-0.001196863820848263
1692.0,0.004799496000032377,-0.0667213239529379,-1.5663588746812525e-05,-2.0158656777618638e-05,-1.8310706199408575e-05,-0.0011969598677382003
1693.0,0.0053428100000019185,-0.06651306471897417,-5.049308235709812e-06,-2.0242344356211027e-05,-1.441845743883443e-05,-0.0011970576983623897
1694.0,0.004830747000141855,-0.06651306471897417,-2.6550411684938542e-05,-2.0266736286823474e-05,-2.157865467848316e-05,-0.001197127350282409
1695.0,0.005378561000270565,-0.06631288470480838,-6.221709565313411e-06,-2.0409539295653213e-05,-1.337958177309113e-05,-0.001197243412392901
