seq,recv_timestamp,recv_size,process_time,send_timestamp,send_size
80.0,1608063891.956743,122.0,0.0004069805145263672,1608063891.95715,72.0
81.0,1608063891.966744,122.0,0.0005052089691162109,1608063891.9672492,72.0
82.0,1608063891.976529,122.0,0.0004894733428955078,1608063891.9770184,72.0
83.0,1608063891.9863055,122.0,0.0004315376281738281,1608063891.986737,72.0
84.0,1608063891.9959323,122.0,0.0004191398620605469,1608063891.9963515,72.0
85.0,1608063892.0066779,122.0,0.0003380775451660156,1608063892.007016,72.0
86.0,1608063892.016081,122.0,0.00035834312438964844,1608063892.0164394,72.0
87.0,1608063892.0263944,122.0,0.00029730796813964844,1608063892.0266917,72.0
88.0,1608063892.0357575,122.0,0.0003514289855957031,1608063892.036109,72.0
89.0,1608063892.0463984,122.0,0.0005266666412353516,1608063892.046925,72.0
90.0,1608063892.0560622,122.0,0.0003592967987060547,1608063892.0564215,72.0
91.0,1608063892.0664728,122.0,0.0004329681396484375,1608063892.0669057,72.0
92.0,1608063892.0760818,122.0,0.00042247772216796875,1608063892.0765042,72.0
93.0,1608063892.0864866,122.0,0.000324249267578125,1608063892.0868108,72.0
94.0,1608063892.0957625,122.0,0.0003228187561035156,1608063892.0960853,72.0
95.0,1608063892.106539,122.0,0.0003955364227294922,1608063892.1069345,72.0
96.0,1608063892.1160097,122.0,0.0003218650817871094,1608063892.1163316,72.0
97.0,1608063892.126282,122.0,0.0004210472106933594,1608063892.126703,72.0
98.0,1608063892.135883,122.0,0.00035119056701660156,1608063892.1362343,72.0
99.0,1608063892.1462734,122.0,0.0003218650817871094,1608063892.1465952,72.0
100.0,1608063892.156656,122.0,0.0003399848937988281,1608063892.156996,72.0
101.0,1608063892.1661038,122.0,0.0004711151123046875,1608063892.166575,72.0
102.0,1608063892.1758509,122.0,0.00033283233642578125,1608063892.1761837,72.0
103.0,1608063892.186171,122.0,0.0003380775451660156,1608063892.1865091,72.0
104.0,1608063892.1964264,122.0,0.00028061866760253906,1608063892.196707,72.0
105.0,1608063892.2060294,122.0,0.00037670135498046875,1608063892.206406,72.0
106.0,1608063892.2164044,122.0,0.0003070831298828125,1608063892.2167115,72.0
107.0,1608063892.2257757,122.0,0.0003151893615722656,1608063892.226091,72.0
108.0,1608063892.236286,122.0,0.00027942657470703125,1608063892.2365654,72.0
109.0,1608063892.2466056,122.0,0.00033783912658691406,1608063892.2469435,72.0
110.0,1608063892.2558796,122.0,0.0002772808074951172,1608063892.256157,72.0
111.0,1608063892.2661211,122.0,0.0003457069396972656,1608063892.2664669,72.0
112.0,1608063892.276603,122.0,0.0003695487976074219,1608063892.2769725,72.0
113.0,1608063892.2860134,122.0,0.0002713203430175781,1608063892.2862847,72.0
114.0,1608063892.2962635,122.0,0.00026106834411621094,1608063892.2965245,72.0
115.0,1608063892.3056834,122.0,0.0003120899200439453,1608063892.3059955,72.0
116.0,1608063892.3159688,122.0,0.00026988983154296875,1608063892.3162386,72.0
117.0,1608063892.3262103,122.0,0.0002548694610595703,1608063892.3264651,72.0
118.0,1608063892.3365154,122.0,0.00027370452880859375,1608063892.3367891,72.0
119.0,1608063892.3457818,122.0,0.00032830238342285156,1608063892.34611,72.0
120.0,1608063892.356058,122.0,0.00028443336486816406,1608063892.3563423,72.0
121.0,1608063892.3662856,122.0,0.00027179718017578125,1608063892.3665574,72.0
122.0,1608063892.3757648,122.0,0.00031065940856933594,1608063892.3760755,72.0
123.0,1608063892.3863318,122.0,0.0005559921264648438,1608063892.3868878,72.0
124.0,1608063892.3963966,122.0,0.0005762577056884766,1608063892.396973,72.0
125.0,1608063892.406579,122.0,0.0004417896270751953,1608063892.4070208,72.0
126.0,1608063892.4163902,122.0,0.0005252361297607422,1608063892.4169154,72.0
127.0,1608063892.426071,122.0,0.0004990100860595703,1608063892.42657,72.0
128.0,1608063892.4359386,123.0,0.0005121231079101562,1608063892.4364507,73.0
129.0,1608063892.4459298,123.0,0.0005030632019042969,1608063892.4464328,73.0
130.0,1608063892.456646,123.0,0.0004265308380126953,1608063892.4570725,73.0
131.0,1608063892.4663014,123.0,0.00046372413635253906,1608063892.4667652,73.0
132.0,1608063892.476219,123.0,0.0004909038543701172,1608063892.4767098,73.0
133.0,1608063892.486258,123.0,0.0005457401275634766,1608063892.4868038,73.0
134.0,1608063892.4962785,123.0,0.0005464553833007812,1608063892.496825,73.0
135.0,1608063892.5062876,123.0,0.0005309581756591797,1608063892.5068185,73.0
136.0,1608063892.5163121,123.0,0.0004343986511230469,1608063892.5167465,73.0
137.0,1608063892.5261767,123.0,0.00040221214294433594,1608063892.526579,73.0
138.0,1608063892.5366855,123.0,0.0003745555877685547,1608063892.53706,73.0
139.0,1608063892.5464134,123.0,0.00038552284240722656,1608063892.546799,73.0
140.0,1608063892.5559206,123.0,0.00031304359436035156,1608063892.5562336,73.0
141.0,1608063892.566269,123.0,0.00029206275939941406,1608063892.566561,73.0
142.0,1608063892.5768127,123.0,0.000263214111328125,1608063892.577076,73.0
143.0,1608063892.5861247,123.0,0.0003094673156738281,1608063892.5864341,73.0
144.0,1608063892.596498,123.0,0.0003974437713623047,1608063892.5968955,73.0
145.0,1608063892.6059859,123.0,0.00037169456481933594,1608063892.6063576,73.0
146.0,1608063892.6165671,123.0,0.0003495216369628906,1608063892.6169167,73.0
147.0,1608063892.625876,123.0,0.0004191398620605469,1608063892.626295,73.0
148.0,1608063892.6362767,123.0,0.00040984153747558594,1608063892.6366866,73.0
149.0,1608063892.6460721,123.0,0.0003497600555419922,1608063892.646422,73.0
150.0,1608063892.6563973,123.0,0.0004096031188964844,1608063892.656807,73.0
151.0,1608063892.6658628,123.0,0.0003426074981689453,1608063892.6662054,73.0
152.0,1608063892.6764946,123.0,0.00034928321838378906,1608063892.676844,73.0
153.0,1608063892.6858356,123.0,0.000347137451171875,1608063892.6861827,73.0
154.0,1608063892.6962018,123.0,0.00036525726318359375,1608063892.696567,73.0
155.0,1608063892.706482,123.0,0.0003235340118408203,1608063892.7068055,73.0
156.0,1608063892.7158716,123.0,0.00029206275939941406,1608063892.7161636,73.0
157.0,1608063892.7261348,123.0,0.0002651214599609375,1608063892.7264,73.0
158.0,1608063892.7363143,123.0,0.00027489662170410156,1608063892.7365892,73.0
159.0,1608063892.7465582,123.0,0.0003352165222167969,1608063892.7468934,73.0
160.0,1608063892.7558453,123.0,0.00033664703369140625,1608063892.756182,73.0
161.0,1608063892.766173,123.0,0.0003409385681152344,1608063892.7665138,73.0
162.0,1608063892.7764661,123.0,0.0003192424774169922,1608063892.7767854,73.0
163.0,1608063892.785739,123.0,0.00031375885009765625,1608063892.7860527,73.0
164.0,1608063892.7959213,123.0,0.00026679039001464844,1608063892.796188,73.0
165.0,1608063892.8061638,123.0,0.0003273487091064453,1608063892.8064911,73.0
166.0,1608063892.8165407,123.0,0.00052642822265625,1608063892.8170671,73.0
167.0,1608063892.8261154,123.0,0.00032782554626464844,1608063892.8264432,73.0
168.0,1608063892.8367827,123.0,0.00029206275939941406,1608063892.8370748,73.0
169.0,1608063892.8463278,123.0,0.0003292560577392578,1608063892.846657,73.0
170.0,1608063892.8557072,123.0,0.0003376007080078125,1608063892.8560448,73.0
171.0,1608063892.8664336,123.0,0.0003428459167480469,1608063892.8667765,73.0
172.0,1608063892.8762648,123.0,0.0004401206970214844,1608063892.876705,73.0
173.0,1608063892.886639,123.0,0.0003523826599121094,1608063892.8869915,73.0
174.0,1608063892.8958309,123.0,0.0003075599670410156,1608063892.8961384,73.0
175.0,1608063892.9060044,123.0,0.0002872943878173828,1608063892.9062917,73.0
176.0,1608063892.9162242,123.0,0.0003829002380371094,1608063892.9166071,73.0
177.0,1608063892.9266446,123.0,0.0003261566162109375,1608063892.9269707,73.0
178.0,1608063892.936057,123.0,0.00036525726318359375,1608063892.9364223,73.0
179.0,1608063892.9463692,123.0,0.0003371238708496094,1608063892.9467063,73.0
180.0,1608063892.9556332,123.0,0.00029587745666503906,1608063892.955929,73.0
181.0,1608063892.9658039,123.0,0.0003228187561035156,1608063892.9661267,73.0
182.0,1608063892.9760404,123.0,0.00032830238342285156,1608063892.9763687,73.0
183.0,1608063892.9862666,123.0,0.00037169456481933594,1608063892.9866383,73.0
184.0,1608063892.996442,123.0,0.00031256675720214844,1608063892.9967546,73.0
185.0,1608063893.0059044,123.0,0.00030517578125,1608063893.0062096,73.0
186.0,1608063893.016119,123.0,0.0003027915954589844,1608063893.0164218,73.0
187.0,1608063893.0265768,123.0,0.0002911090850830078,1608063893.0268679,73.0
188.0,1608063893.0360115,123.0,0.0003044605255126953,1608063893.036316,73.0
189.0,1608063893.046206,123.0,0.00031065940856933594,1608063893.0465167,73.0
190.0,1608063893.0563555,123.0,0.0002837181091308594,1608063893.0566392,73.0
191.0,1608063893.0665255,123.0,0.0002512931823730469,1608063893.0667768,73.0
192.0,1608063893.076576,123.0,0.00030732154846191406,1608063893.0768833,73.0
193.0,1608063893.0858057,123.0,0.0003666877746582031,1608063893.0861723,73.0
194.0,1608063893.0960789,123.0,0.00032019615173339844,1608063893.096399,73.0
195.0,1608063893.1063943,123.0,0.0002899169921875,1608063893.1066842,73.0
196.0,1608063893.1166344,123.0,0.000331878662109375,1608063893.1169662,73.0
197.0,1608063893.1258783,123.0,0.00027370452880859375,1608063893.126152,73.0
198.0,1608063893.1359978,123.0,0.00027751922607421875,1608063893.1362753,73.0
199.0,1608063893.146192,123.0,0.00036263465881347656,1608063893.1465547,73.0
200.0,1608063893.1566176,123.0,0.00030732154846191406,1608063893.156925,73.0
201.0,1608063893.165942,123.0,0.0003211498260498047,1608063893.166263,73.0
202.0,1608063893.1762788,123.0,0.00039076805114746094,1608063893.1766696,73.0
203.0,1608063893.1856425,123.0,0.00029349327087402344,1608063893.185936,73.0
204.0,1608063893.195878,123.0,0.0003294944763183594,1608063893.1962075,73.0
205.0,1608063893.2061334,123.0,0.00028514862060546875,1608063893.2064185,73.0
206.0,1608063893.216331,123.0,0.0003058910369873047,1608063893.216637,73.0
207.0,1608063893.2266183,123.0,0.0002846717834472656,1608063893.226903,73.0
208.0,1608063893.2359576,123.0,0.0003948211669921875,1608063893.2363524,73.0
209.0,1608063893.2465348,123.0,0.00041961669921875,1608063893.2469544,73.0
210.0,1608063893.255995,123.0,0.0003292560577392578,1608063893.2563243,73.0
211.0,1608063893.266274,123.0,0.00040078163146972656,1608063893.2666748,73.0
212.0,1608063893.2757132,123.0,0.0003368854522705078,1608063893.27605,73.0
213.0,1608063893.286186,123.0,0.000347137451171875,1608063893.286533,73.0
214.0,1608063893.2965274,123.0,0.0004138946533203125,1608063893.2969413,73.0
215.0,1608063893.3059745,123.0,0.00027942657470703125,1608063893.306254,73.0
216.0,1608063893.3161912,123.0,0.0003116130828857422,1608063893.3165028,73.0
217.0,1608063893.3264122,123.0,0.0005381107330322266,1608063893.3269503,73.0
218.0,1608063893.3359997,123.0,0.0003628730773925781,1608063893.3363626,73.0
219.0,1608063893.3464096,123.0,0.0004024505615234375,1608063893.346812,73.0
220.0,1608063893.3557768,123.0,0.0003097057342529297,1608063893.3560865,73.0
221.0,1608063893.3659174,123.0,0.0002918243408203125,1608063893.3662093,73.0
222.0,1608063893.3760962,123.0,0.0003046989440917969,1608063893.376401,73.0
223.0,1608063893.3864276,123.0,0.00034546852111816406,1608063893.386773,73.0
224.0,1608063893.395722,123.0,0.0002617835998535156,1608063893.3959837,73.0
225.0,1608063893.4059937,123.0,0.0002696514129638672,1608063893.4062634,73.0
226.0,1608063893.4162042,123.0,0.0003464221954345703,1608063893.4165506,73.0
227.0,1608063893.426713,123.0,0.0004115104675292969,1608063893.4271245,73.0
228.0,1608063893.436415,123.0,0.0005781650543212891,1608063893.4369931,73.0
229.0,1608063893.4461277,123.0,0.0005128383636474609,1608063893.4466405,73.0
230.0,1608063893.4565265,123.0,0.00033354759216308594,1608063893.45686,73.0
231.0,1608063893.4656305,123.0,0.0002689361572265625,1608063893.4658995,73.0
232.0,1608063893.4757254,123.0,0.0003039836883544922,1608063893.4760294,73.0
233.0,1608063893.4860342,123.0,0.0003421306610107422,1608063893.4863763,73.0
234.0,1608063893.496209,123.0,0.0002918243408203125,1608063893.4965007,73.0
235.0,1608063893.5063498,123.0,0.0002856254577636719,1608063893.5066354,73.0
236.0,1608063893.5165143,123.0,0.0003628730773925781,1608063893.5168772,73.0
237.0,1608063893.5258067,123.0,0.00030732154846191406,1608063893.526114,73.0
238.0,1608063893.5360632,123.0,0.0003349781036376953,1608063893.5363982,73.0
239.0,1608063893.546295,123.0,0.0003833770751953125,1608063893.5466783,73.0
240.0,1608063893.5566337,123.0,0.0002720355987548828,1608063893.5569057,73.0
241.0,1608063893.565772,123.0,0.00027251243591308594,1608063893.5660446,73.0
242.0,1608063893.5758667,123.0,0.0002675056457519531,1608063893.5761342,73.0
243.0,1608063893.5861347,123.0,0.00034618377685546875,1608063893.5864809,73.0
244.0,1608063893.5965111,123.0,0.00048232078552246094,1608063893.5969934,73.0
245.0,1608063893.6063035,123.0,0.0004436969757080078,1608063893.6067472,73.0
246.0,1608063893.6159728,123.0,0.0005135536193847656,1608063893.6164863,73.0
247.0,1608063893.6265001,123.0,0.00027632713317871094,1608063893.6267765,73.0
248.0,1608063893.6366305,123.0,0.0003311634063720703,1608063893.6369617,73.0
249.0,1608063893.6458554,123.0,0.0003066062927246094,1608063893.646162,73.0
250.0,1608063893.6561007,123.0,0.0002956390380859375,1608063893.6563964,73.0
251.0,1608063893.6662662,123.0,0.0002834796905517578,1608063893.6665497,73.0
252.0,1608063893.676424,123.0,0.0003802776336669922,1608063893.6768043,73.0
253.0,1608063893.68595,123.0,0.0004177093505859375,1608063893.6863678,73.0
254.0,1608063893.6963058,123.0,0.00037741661071777344,1608063893.6966832,73.0
255.0,1608063893.7066383,123.0,0.0003535747528076172,1608063893.706992,73.0
256.0,1608063893.715947,124.0,0.0004029273986816406,1608063893.7163498,74.0
257.0,1608063893.7262378,124.0,0.0002880096435546875,1608063893.7265258,74.0
258.0,1608063893.7363474,124.0,0.0002722740173339844,1608063893.7366197,74.0
259.0,1608063893.7464952,124.0,0.0002529621124267578,1608063893.7467482,74.0
260.0,1608063893.7557685,124.0,0.0003376007080078125,1608063893.7561061,74.0
261.0,1608063893.7660077,124.0,0.0003039836883544922,1608063893.7663116,74.0
262.0,1608063893.7763557,124.0,0.00036525726318359375,1608063893.776721,74.0
263.0,1608063893.78575,124.0,0.0004591941833496094,1608063893.786209,74.0
264.0,1608063893.7962084,124.0,0.00033354759216308594,1608063893.796542,74.0
265.0,1608063893.8065357,124.0,0.0003612041473388672,1608063893.806897,74.0
266.0,1608063893.8161097,124.0,0.00040340423583984375,1608063893.816513,74.0
267.0,1608063893.8265896,124.0,0.000339508056640625,1608063893.826929,74.0
268.0,1608063893.8360069,124.0,0.0002570152282714844,1608063893.836264,74.0
269.0,1608063893.8462055,124.0,0.00026154518127441406,1608063893.846467,74.0
270.0,1608063893.8563836,124.0,0.0002951622009277344,1608063893.8566787,74.0
271.0,1608063893.8666232,124.0,0.0002856254577636719,1608063893.8669088,74.0
272.0,1608063893.8759246,124.0,0.0002810955047607422,1608063893.8762057,74.0
273.0,1608063893.886168,124.0,0.0003230571746826172,1608063893.886491,74.0
274.0,1608063893.896344,124.0,0.00037741661071777344,1608063893.8967214,74.0
275.0,1608063893.9057236,124.0,0.00040841102600097656,1608063893.906132,74.0
276.0,1608063893.9161098,124.0,0.000370025634765625,1608063893.9164798,74.0
277.0,1608063893.9263916,124.0,0.0004391670227050781,1608063893.9268308,74.0
278.0,1608063893.9359508,124.0,0.0003981590270996094,1608063893.936349,74.0
279.0,1608063893.9462576,124.0,0.00025653839111328125,1608063893.9465141,74.0
280.0,1608063893.9563737,124.0,0.0002868175506591797,1608063893.9566605,74.0
281.0,1608063893.9665608,124.0,0.00035452842712402344,1608063893.9669154,74.0
282.0,1608063893.9758477,124.0,0.00024080276489257812,1608063893.9760885,74.0
283.0,1608063893.9860475,124.0,0.000335693359375,1608063893.9863832,74.0
284.0,1608063893.9962497,124.0,0.00025463104248046875,1608063893.9965043,74.0
285.0,1608063894.0063486,124.0,0.00030541419982910156,1608063894.006654,74.0
286.0,1608063894.016644,124.0,0.00034737586975097656,1608063894.0169914,74.0
287.0,1608063894.0259328,124.0,0.0002923011779785156,1608063894.026225,74.0
288.0,1608063894.0363147,124.0,0.0003752708435058594,1608063894.03669,74.0
289.0,1608063894.0457215,124.0,0.0002644062042236328,1608063894.045986,74.0
290.0,1608063894.0560381,124.0,0.00035881996154785156,1608063894.056397,74.0
291.0,1608063894.066301,124.0,0.0002498626708984375,1608063894.066551,74.0
292.0,1608063894.0763352,124.0,0.0002415180206298828,1608063894.0765767,74.0
293.0,1608063894.0864062,124.0,0.00038743019104003906,1608063894.0867937,74.0
294.0,1608063894.0957532,124.0,0.00026106834411621094,1608063894.0960143,74.0
295.0,1608063894.1059618,124.0,0.0003561973571777344,1608063894.106318,74.0
296.0,1608063894.1161888,124.0,0.00028395652770996094,1608063894.1164727,74.0
297.0,1608063894.1264307,124.0,0.0004334449768066406,1608063894.1268642,74.0
298.0,1608063894.1359272,124.0,0.0003190040588378906,1608063894.1362462,74.0
299.0,1608063894.1461987,124.0,0.00026702880859375,1608063894.1464658,74.0
300.0,1608063894.156407,124.0,0.0003390312194824219,1608063894.1567461,74.0
301.0,1608063894.1656704,124.0,0.00030803680419921875,1608063894.1659784,74.0
302.0,1608063894.175855,124.0,0.0002620220184326172,1608063894.176117,74.0
303.0,1608063894.1860654,124.0,0.00036835670471191406,1608063894.1864338,74.0
304.0,1608063894.196348,124.0,0.0003352165222167969,1608063894.1966832,74.0
305.0,1608063894.205756,124.0,0.0003063678741455078,1608063894.2060623,74.0
306.0,1608063894.215997,124.0,0.00031685829162597656,1608063894.2163138,74.0
307.0,1608063894.2263088,124.0,0.0003502368927001953,1608063894.226659,74.0
308.0,1608063894.2357752,124.0,0.0003314018249511719,1608063894.2361066,74.0
309.0,1608063894.2460396,124.0,0.000308990478515625,1608063894.2463486,74.0
310.0,1608063894.2562149,124.0,0.0004458427429199219,1608063894.2566607,74.0
311.0,1608063894.2666538,124.0,0.0003383159637451172,1608063894.266992,74.0
312.0,1608063894.2761846,124.0,0.0003795623779296875,1608063894.2765641,74.0
313.0,1608063894.286552,124.0,0.00033473968505859375,1608063894.2868867,74.0
314.0,1608063894.2956984,124.0,0.00028777122497558594,1608063894.2959862,74.0
315.0,1608063894.305851,124.0,0.0002467632293701172,1608063894.3060977,74.0
316.0,1608063894.3160026,124.0,0.00032401084899902344,1608063894.3163266,74.0
317.0,1608063894.3263116,124.0,0.0003452301025390625,1608063894.3266568,74.0
318.0,1608063894.3356874,124.0,0.0002803802490234375,1608063894.3359678,74.0
319.0,1608063894.34583,124.0,0.0002467632293701172,1608063894.3460767,74.0
320.0,1608063894.3560023,124.0,0.00039577484130859375,1608063894.356398,74.0
321.0,1608063894.3664224,124.0,0.0004055500030517578,1608063894.366828,74.0
322.0,1608063894.3758724,124.0,0.00039577484130859375,1608063894.3762681,74.0
323.0,1608063894.3862069,124.0,0.0004239082336425781,1608063894.3866308,74.0
324.0,1608063894.3965898,124.0,0.00048041343688964844,1608063894.3970702,74.0
325.0,1608063894.4060025,124.0,0.00027108192443847656,1608063894.4062736,74.0
326.0,1608063894.4161408,124.0,0.0003650188446044922,1608063894.4165058,74.0
327.0,1608063894.426478,124.0,0.00040841102600097656,1608063894.4268863,74.0
328.0,1608063894.435839,124.0,0.0004372596740722656,1608063894.4362762,74.0
329.0,1608063894.4462736,124.0,0.0003223419189453125,1608063894.446596,74.0
330.0,1608063894.4565248,124.0,0.00032329559326171875,1608063894.4568481,74.0
331.0,1608063894.4657538,124.0,0.00029659271240234375,1608063894.4660504,74.0
332.0,1608063894.4759085,124.0,0.0002830028533935547,1608063894.4761915,74.0
333.0,1608063894.486181,124.0,0.0003402233123779297,1608063894.4865212,74.0
334.0,1608063894.4964454,124.0,0.0004801750183105469,1608063894.4969256,74.0
335.0,1608063894.5059268,124.0,0.00033020973205566406,1608063894.506257,74.0
336.0,1608063894.5161483,124.0,0.00030350685119628906,1608063894.5164518,74.0
337.0,1608063894.5263624,124.0,0.0004413127899169922,1608063894.5268037,74.0
338.0,1608063894.5357063,124.0,0.00039005279541015625,1608063894.5360963,74.0
339.0,1608063894.5461185,124.0,0.00035381317138671875,1608063894.5464723,74.0
340.0,1608063894.5564015,124.0,0.00033020973205566406,1608063894.5567317,74.0
341.0,1608063894.565714,124.0,0.0002779960632324219,1608063894.5659919,74.0
342.0,1608063894.5759084,124.0,0.0002703666687011719,1608063894.5761788,74.0
343.0,1608063894.5861716,124.0,0.0003178119659423828,1608063894.5864894,74.0
344.0,1608063894.5965538,124.0,0.00057220458984375,1608063894.597126,74.0
345.0,1608063894.606218,124.0,0.0003600120544433594,1608063894.606578,74.0
346.0,1608063894.6165886,124.0,0.0003521442413330078,1608063894.6169407,74.0
347.0,1608063894.6259353,124.0,0.0002715587615966797,1608063894.6262069,74.0
348.0,1608063894.636136,124.0,0.0002803802490234375,1608063894.6364164,74.0
349.0,1608063894.6462874,124.0,0.00026798248291015625,1608063894.6465554,74.0
350.0,1608063894.656421,124.0,0.0002779960632324219,1608063894.656699,74.0
351.0,1608063894.6665967,124.0,0.00035309791564941406,1608063894.6669497,74.0
